Division,Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Yellow cards,Red cards,Non-penalty goals,Head goals,Shots,"Average pass length, m","Average long pass length, m",Conceded goals,Shots against,Clean sheets,xG against,Prevented goals,Penalties taken,Duels,PAdj Sliding tackles,PAdj Interceptions,Duels per 90,Successful defensive actions per 90,Defensive duels per 90,Aerial duels per 90,Sliding tackles per 90,Shots blocked per 90,Interceptions per 90,Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots per 90,Assists per 90,Crosses per 90,Crosses from left flank per 90,Crosses from right flank per 90,Crosses to goalie box per 90,Dribbles per 90,Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Forward passes per 90,Back passes per 90,Short / medium passes per 90,Long passes per 90,xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,Through passes per 90,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Vertical passes per 90,Conceded goals per 90,Shots against per 90,xG against per 90,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Corners per 90,Duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Shots on target per 90,Accurate crosses per 90,Accurate crosses from left flank per 90,Accurate crosses from right flank per 90,Successful dribbles per 90,Offensive duels won per 90,Accurate passes per 90,Accurate forward passes per 90,Accurate back passes per 90,Accurate long passes per 90,Accurate short / medium passes per 90,Accurate smart passes per 90,Accurate passes to final third per 90,Accurate passes to penalty area per 90,Accurate through passes per 90,Accurate progressive passes per 90,Accurate vertical passes per 90,Saves per 90,Accurate direct free kicks per 90,Penalties scored per 90,Penalties taken per 90,"Duels won, %","Defensive duels won, %","Aerial duels won, %","Shots on target, %","Goal conversion, %","Accurate crosses, %","Accurate crosses from left flank, %","Accurate crosses from right flank, %","Successful dribbles, %","Offensive duels won, %","Accurate passes, %","Accurate forward passes, %","Accurate back passes, %","Accurate short / medium passes, %","Accurate long passes, %","Accurate smart passes, %","Accurate passes to final third, %","Accurate passes to penalty area, %","Accurate through passes, %","Accurate progressive passes, %","Accurate vertical passes, %","Save rate, %","Direct free kicks on target, %","Penalty conversion, %"
NCAA D3,B. Mulford,Ben  Mulford,-618132,Muhlenberg Mules,Muhlenberg Mules,https://cdn5.wyscout.com/photos/team/public/g-21872_120x120.png,NCAA D3 Centennial Conference,GK,GK,100,0,0,0,0,0.0,,0,,17,1663,0.0,0.0,0.0,0.0,United States,['United States'],unknown,196,88,False,0.0,0.0,0.0,0.0,0.0,36.225,51.325,11.0,61.0,6,13.0,2.0,0.0,19.0,0.0,2.25,1.0282621767889357,1.5694527961515334,0.054119061936259774,0.9200240529164161,0.0,0.0,1.5153337342152735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054119061936259774,13.475646422128683,0.054119061936259774,0.054119061936259774,22.297053517739027,12.555622369212267,0.054119061936259774,12.393265183403487,9.795550210463018,0.0,0.0,0.0,0.0,0.0,0.0,4.167167769092003,0.1623571858087793,0.10823812387251955,0.0,0.0,6.710763680096211,8.550811785929044,0.5953096812988575,3.301262778111846,0.703547805171377,0.10823812387251955,0.0,2.0024052916416117,0.9200240529164161,0.0,0.0,0.0,0.9741431148526759,0.054119061936259774,0.8659049909801564,0.0,0.0,0.0,0.0,0.0,0.0,17.751052315093204,8.171978352375225,0.054119061936259774,5.520144317498497,12.230907997594707,0.0,0.0,0.0,0.0,4.87071557426338,8.442573662056525,2.7059530968129883,0.0,0.0,0.0,94.73684210526315,100.0,94.11764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6116504854369,65.08620689655173,100.0,98.68995633187772,56.35359116022101,0.0,0.0,0.0,0.0,72.58064516129032,98.73417721518987,81.96721311475409,0.0,0.0
NCAA D3,C. McCoy,Carter McCoy,-386547,Endicott Gulls,Endicott Gulls,https://cdn5.wyscout.com/photos/team/public/g-17115_120x120.png,NCAA D3 Non-conference matches,"RCB, RCB3",RCB,76,RCB3,12,0,0,0.0,,0,,17,1632,1.0,1.0,0.0,1.0,United States,['United States'],unknown,188,79,False,2.0,0.0,1.0,0.0,4.0,22.28,38.675,0.0,0.0,0,0.0,0.0,0.0,162.0,0.13,5.02,8.933823529411764,7.224264705882353,4.577205882352941,3.088235294117647,0.11029411764705882,0.6617647058823529,3.860294117647059,0.6617647058823529,0.11029411764705882,0.0,0.4411764705882353,0.05514705882352941,0.05514705882352941,0.05514705882352941,0.0,0.22058823529411764,0.0,0.22058823529411764,0.0,0.22058823529411764,0.0,0.11029411764705882,0.4963235294117647,0.33088235294117646,0.2757352941176471,0.0,20.238970588235293,0.4963235294117647,0.22058823529411764,31.985294117647058,16.15808823529412,1.9852941176470589,26.580882352941178,5.1838235294117645,0.05514705882352941,0.11029411764705882,0.0,0.0,0.0,0.05514705882352941,3.75,0.8272058823529412,0.22058823529411764,0.3860294117647059,0.05514705882352941,6.672794117647059,12.518382352941178,0.0,0.0,0.0,0.0,1.709558823529412,0.0,3.088235294117647,0.0,0.0,0.0,5.790441176470589,3.2536764705882355,1.9301470588235294,0.22058823529411764,0.11029411764705882,0.0,0.11029411764705882,0.11029411764705882,0.22058823529411764,26.139705882352942,11.580882352941178,1.875,2.5919117647058822,23.4375,0.0,0.0,0.4963235294117647,0.11029411764705882,4.466911764705882,11.746323529411764,0.0,0.0,0.0,0.0,64.81481481481482,71.0843373493976,62.5,100.0,25.0,50.0,0.0,50.0,100.0,44.44444444444444,81.72413793103449,71.67235494880546,94.44444444444444,88.17427385892115,50.0,0.0,0.0,60.0,50.0,66.94214876033058,93.83259911894271,0.0,0.0,0.0
NCAA D3,O. Zoeller,Owen  Zoeller,-618150,Muhlenberg Mules,Muhlenberg Mules,https://cdn5.wyscout.com/photos/team/public/g-21872_120x120.png,NCAA D3 Centennial Conference,"LCB3, RCB",LCB3,49,RCB,29,0,0,0.0,,0,,16,1543,0.0,0.0,2.0,0.0,United States,['United States'],unknown,185,84,False,2.0,0.0,0.0,0.0,17.0,21.545,36.36,0.0,0.0,0,0.0,0.0,0.0,337.0,0.32999999999999996,4.795,19.656513285806867,8.749189889825015,7.46597537265068,5.132858068697343,0.23331173039533376,0.11665586519766688,3.4413480233311726,1.341542449773169,0.11665586519766688,0.0,1.5165262475696695,0.0,0.0,0.0,0.0,0.9915748541801684,0.11665586519766688,1.1082307193778353,0.23331173039533376,0.8749189889825015,0.1749837977965003,1.341542449773169,4.9578742709008425,1.3998703823720025,2.3331173039533373,0.5249513933895009,22.39792611795204,0.5249513933895009,0.5249513933895009,35.580038885288396,14.698639014906027,4.549578742709008,29.805573558003886,4.7245625405055085,0.0,0.3499675955930006,0.0,0.05832793259883344,0.05832793259883344,0.05832793259883344,6.941023979261179,1.9248217757615034,0.4666234607906675,0.4666234607906675,0.3499675955930006,7.5826312378483465,12.948801036941022,0.0,0.0,0.0,0.0,1.3998703823720025,0.0,5.132858068697343,0.05832793259883344,0.0,0.0,11.490602721970188,5.074530136098509,3.208036292935839,0.3499675955930006,0.23331173039533376,0.05832793259883344,0.1749837977965003,0.8749189889825015,2.2164614387556707,27.414128321451717,9.565780946208683,4.432922877511341,1.749837977965003,25.43097861309138,0.05832793259883344,3.3830200907323396,0.6999351911860012,0.11665586519766688,5.42449773169151,10.907323395981853,0.0,0.0,0.0,0.0,58.456973293768556,67.96874999999999,62.5,35.29411764705882,0.0,21.05263157894737,25.0,20.0,65.21739130434783,44.705882352941174,77.04918032786885,65.07936507936508,97.43589743589743,85.3228962818004,37.03703703703704,100.0,48.739495798319325,36.36363636363637,25.0,71.53846153846153,84.23423423423424,0.0,0.0,0.0
NCAA D3,T. Mikuta,Trevor  Mikuta,-618135,Muhlenberg Mules,Muhlenberg Mules,https://cdn5.wyscout.com/photos/team/public/g-21872_120x120.png,NCAA D3 Centennial Conference,"RCB3, LB",RCB3,51,LB,31,0,0,0.0,,0,,15,1469,2.0,0.0,0.0,0.0,United States,['United States'],unknown,188,84,False,4.0,0.0,2.0,0.0,7.0,21.765,36.41,0.0,0.0,0,0.0,0.0,0.0,283.0,0.435,4.725,17.338325391422735,9.251191286589517,8.270932607215792,3.6759700476514636,0.3063308373042886,0.42886317222600406,3.185840707964602,1.1027910142954391,0.2450646698434309,0.0,0.673927842069435,0.12253233492171545,0.12253233492171545,0.0,0.0,0.42886317222600406,0.0,0.12253233492171545,0.12253233492171545,0.0,0.06126616746085772,0.673927842069435,3.9210347174948943,0.42886317222600406,2.021783526208305,0.06126616746085772,28.733832539142274,0.673927842069435,0.6126616746085772,44.60176991150443,22.484683458134786,3.737236215112321,37.066031313818925,7.413206262763785,0.0,0.42886317222600406,0.12253233492171545,0.06126616746085772,0.06126616746085772,0.0,8.761061946902654,1.0415248468345812,0.42886317222600406,0.18379850238257317,0.12253233492171545,13.478556841388698,14.887678692988427,0.0,0.0,0.0,0.0,1.1640571817562968,0.0,3.6759700476514636,0.0,0.0,0.0,10.660313138189244,5.759019741320626,2.0830496936691625,0.18379850238257317,0.12253233492171545,0.12253233492171545,0.0,0.3063308373042886,1.8379850238257318,35.77944179714091,15.439074200136146,3.553437712729748,3.4309053778080325,32.226004084411166,0.06126616746085772,4.84002722940776,0.2450646698434309,0.18379850238257317,10.047651463580667,14.091218515997276,0.0,0.0,0.0,0.0,61.48409893992933,69.62962962962963,56.666666666666664,42.857142857142854,28.57142857142857,100.0,100.0,0.0,45.45454545454545,46.87500000000001,80.21978021978022,68.66485013623978,95.08196721311475,86.94214876033058,46.28099173553719,100.0,55.244755244755254,23.529411764705884,42.857142857142854,74.54545454545456,94.65020576131687,0.0,0.0,0.0
NCAA D3,S. Diakite,Saleem  Diakite,-618176,Muhlenberg Mules,Muhlenberg Mules,https://cdn5.wyscout.com/photos/team/public/g-21872_120x120.png,NCAA D3 Centennial Conference,"LWB, LCMF, LAMF",LWB,38,LCMF,15,LAMF,14,0.0,,0,,17,1449,5.0,4.0,0.0,0.0,United States,['United States'],unknown,180,73,False,2.0,0.0,5.0,0.0,32.0,17.744999999999997,32.905,0.0,0.0,0,0.0,0.0,1.0,428.0,0.0,2.85,26.583850931677016,5.403726708074534,5.900621118012422,2.422360248447205,0.0,0.06211180124223602,2.2360248447204967,1.5527950310559004,0.12422360248447203,0.0,3.975155279503105,0.3105590062111801,0.3105590062111801,0.24844720496894407,0.0,1.9875776397515525,0.0,1.8012422360248446,1.3043478260869563,0.49689440993788814,0.18633540372670807,4.409937888198757,15.776397515527949,2.670807453416149,3.043478260869565,0.3105590062111801,18.26086956521739,1.1801242236024843,2.422360248447205,26.83229813664596,10.0,5.403726708074534,21.925465838509314,3.167701863354037,0.0,0.5590062111801242,0.12422360248447203,0.0,0.12422360248447203,0.06211180124223602,4.658385093167701,3.167701863354037,0.7453416149068323,0.6211180124223602,0.43478260869565216,3.975155279503105,7.267080745341614,0.0,0.0,0.0,0.0,0.24844720496894407,0.0,2.422360248447205,1.0559006211180124,0.0,0.6832298136645962,10.683229813664596,3.167701863354037,0.8074534161490683,0.7453416149068323,0.43478260869565216,0.24844720496894407,0.18633540372670807,2.670807453416149,5.7763975155279494,17.95031055900621,4.968944099378882,4.782608695652174,0.9937888198757763,16.583850931677016,0.12422360248447203,4.658385093167701,0.8695652173913043,0.12422360248447203,2.732919254658385,5.093167701863353,0.0,0.0,0.0,0.06211180124223602,40.186915887850475,53.68421052631578,33.33333333333333,37.50000000000001,15.625,24.137931034482758,19.04761904761905,37.50000000000001,60.56338028169015,36.61417322834645,66.89814814814814,49.689440993788814,88.50574712643679,75.63739376770539,31.372549019607842,100.0,100.0,27.450980392156865,16.666666666666664,68.75,70.08547008547008,0.0,0.0,0.0
NCAA D3,T. Lynch,Tim Lynch,-386658,Endicott Gulls,Endicott Gulls,https://cdn5.wyscout.com/photos/team/public/g-17115_120x120.png,NCAA D3 Non-conference matches,"LCB, RDMF, RCMF",LCB,47,RDMF,13,RCMF,11,0.0,,0,,16,1437,1.0,0.0,0.0,0.0,United States,['United States'],unknown,175,73,False,0.0,0.0,1.0,0.0,4.0,20.884999999999998,39.695,0.0,0.0,0,0.0,0.0,0.0,242.0,0.215,6.0,15.156576200417536,9.707724425887266,6.38830897703549,4.509394572025053,0.18789144050104384,0.5010438413361169,5.010438413361169,0.5636743215031316,0.0,0.0,0.3757828810020877,0.06263048016701461,0.06263048016701461,0.0,0.0,0.25052192066805845,0.0,0.5010438413361169,0.06263048016701461,0.4384133611691023,0.0,0.25052192066805845,2.1294363256784967,0.18789144050104384,0.81419624217119,0.0,25.991649269311065,0.7515657620041754,0.31315240083507306,45.59498956158664,22.79749478079332,2.755741127348643,38.89352818371607,6.200417536534447,0.0,0.18789144050104384,0.0,0.0,0.06263048016701461,0.12526096033402923,8.267223382045929,1.5031315240083507,0.31315240083507306,0.18789144050104384,0.18789144050104384,10.647181628392484,15.720250521920669,0.0,0.0,0.0,0.0,1.0020876826722338,0.0,4.509394572025053,0.0,0.0,0.0,8.267223382045929,4.509394572025053,2.2546972860125263,0.06263048016701461,0.12526096033402923,0.06263048016701461,0.06263048016701461,0.12526096033402923,0.7515657620041754,35.323590814196244,16.03340292275574,2.44258872651357,2.44258872651357,32.75574112734864,0.06263048016701461,3.5073068893528183,0.31315240083507306,0.0,7.139874739039666,13.653444676409185,0.0,0.0,0.0,0.0,54.54545454545454,70.58823529411767,50.0,25.0,25.0,25.0,100.0,14.285714285714285,50.0,35.294117647058826,77.47252747252747,70.32967032967034,88.63636363636364,84.21900161030597,39.39393939393939,100.0,42.42424242424242,20.833333333333336,0.0,67.05882352941175,86.85258964143425,0.0,0.0,0.0
NCAA D3,S. Roberts,Sam  Roberts,-618140,Muhlenberg Mules,Muhlenberg Mules,https://cdn5.wyscout.com/photos/team/public/g-21872_120x120.png,NCAA D3 Centennial Conference,"LCB, RCMF, LDMF",LCB,39,RCMF,28,LDMF,10,0.0,,0,,15,1398,2.0,1.0,0.0,1.0,United States,['United States'],unknown,188,82,False,2.0,0.0,1.0,1.0,9.0,21.08,36.485,0.0,0.0,0,0.0,0.0,1.0,249.0,0.28,5.970000000000001,16.030042918454935,9.206008583690988,6.437768240343348,3.8626609442060085,0.19313304721030042,0.5150214592274678,4.377682403433476,1.1587982832618027,0.12875536480686695,0.0,0.9012875536480687,0.12875536480686695,0.06437768240343347,0.06437768240343347,0.06437768240343347,0.5793991416309013,0.0,0.6437768240343348,0.38626609442060084,0.2575107296137339,0.12875536480686695,0.7725321888412017,3.6695278969957084,0.7081545064377682,1.8025751072961373,0.19313304721030042,24.206008583690988,0.38626609442060084,0.38626609442060084,41.90987124463519,19.377682403433475,3.412017167381974,35.987124463519315,5.278969957081545,0.06437768240343347,0.9656652360515021,0.19313304721030042,0.06437768240343347,0.0,0.0,6.5665236051502145,0.9012875536480687,0.12875536480686695,0.3218884120171674,0.06437768240343347,9.012875536480687,16.158798283261802,0.0,0.0,0.0,0.0,1.8025751072961373,0.0,3.8626609442060085,0.0,0.0,0.0,8.819742489270386,4.635193133047211,2.060085836909871,0.3218884120171674,0.12875536480686695,0.06437768240343347,0.06437768240343347,0.45064377682403434,1.351931330472103,35.472103004291846,14.742489270386265,3.2832618025751072,2.575107296137339,32.76824034334764,0.0,0.0,0.38626609442060084,0.06437768240343347,6.695278969957082,14.871244635193133,0.0,0.0,0.06437768240343347,0.06437768240343347,55.020080321285135,72.0,53.333333333333336,55.55555555555555,11.111111111111109,20.0,16.666666666666664,25.0,58.333333333333336,36.84210526315789,84.63901689708142,76.0797342192691,96.22641509433963,91.05545617173524,48.78048780487806,0.0,0.0,42.857142857142854,50.0,74.28571428571429,92.03187250996015,0.0,0.0,1.0
NCAA D3,G. Nassar,George Nassar,-629318,Bates Bobcats,Bates Bobcats,https://cdn5.wyscout.com/photos/team/public/g-19619_120x120.png,NCAA D3 New England Small Collegiate Athletic Conference,GK,GK,100,0,0,0,0,0.0,,0,,14,1390,0.0,0.0,0.0,0.0,England,['England'],unknown,180,77,False,0.0,0.0,0.0,0.0,0.0,39.975,47.224999999999994,9.0,58.0,7,15.0,5.0,0.0,21.0,0.125,2.2800000000000002,1.3597122302158273,1.9424460431654675,0.12949640287769784,0.9064748201438849,0.12949640287769784,0.0,1.683453237410072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19424460431654675,0.0,0.0,0.0,2.3309352517985613,0.06474820143884892,0.12949640287769784,11.007194244604316,8.546762589928058,0.0,4.467625899280575,6.474820143884892,0.0,0.06474820143884892,0.0,0.0,0.0,0.0,2.0719424460431655,0.0,0.12949640287769784,0.0,0.0,5.0503597122302155,2.2014388489208634,0.5827338129496403,3.755395683453237,0.9712230215827338,0.3237410071942446,0.0,1.618705035971223,0.9064748201438849,0.0,0.0,0.0,1.1007194244604317,0.12949640287769784,0.776978417266187,0.0,0.0,0.0,0.0,0.0,0.06474820143884892,8.611510791366907,6.345323741007194,0.0,4.467625899280575,4.143884892086331,0.0,0.0,0.0,0.0,4.2086330935251794,2.1366906474820144,3.172661870503597,0.0,0.0,0.0,80.95238095238095,100.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,78.23529411764707,74.24242424242424,0.0,92.7536231884058,69.0,0.0,0.0,0.0,0.0,83.33333333333333,97.05882352941177,84.48275862068965,0.0,0.0
NCAA D3,N. Greiff,Noah Greiff,-515258,Bates Bobcats,Bates Bobcats,https://cdn5.wyscout.com/photos/team/public/g-19619_120x120.png,NCAA D3 New England Small Collegiate Athletic Conference,"LCB, RCB",LCB,75,RCB,24,0,0,0.0,,0,,14,1385,2.0,4.0,0.0,0.0,United States,['United States'],0,185,77,False,0.0,0.0,2.0,1.0,13.0,24.78,37.965,0.0,0.0,0,0.0,0.0,0.0,163.0,0.51,3.7,10.592057761732852,4.873646209386282,2.2093862815884475,6.108303249097473,0.3898916967509025,0.3898916967509025,2.859205776173285,0.5848375451263538,0.0,0.0,0.6498194945848376,0.1299638989169675,0.1299638989169675,0.259927797833935,0.06498194945848375,0.8447653429602888,0.0,0.1299638989169675,0.0,0.0,0.0,0.19494584837545126,1.1046931407942238,2.2093862815884475,0.06498194945848375,0.0,8.31768953068592,0.19494584837545126,0.3898916967509025,22.093862815884474,13.906137184115524,0.8447653429602888,14.036101083032491,7.927797833935018,0.0,0.259927797833935,0.0,0.0,0.0,0.06498194945848375,5.393501805054152,0.51985559566787,0.3249097472924188,0.51985559566787,0.06498194945848375,7.602888086642599,5.8483754512635375,0.0,0.0,0.0,0.0,0.259927797833935,0.0,6.108303249097473,0.19494584837545126,0.0,0.0,6.823104693140794,1.6245487364620939,4.15884476534296,0.45487364620938625,0.06498194945848375,0.0,0.0,0.1299638989169675,0.6498194945848376,14.620938628158845,8.12274368231047,0.7148014440433212,4.028880866425992,10.527075812274369,0.0,0.0,0.19494584837545126,0.06498194945848375,4.548736462093863,4.67870036101083,0.0,0.0,0.0,0.0,64.41717791411044,73.52941176470588,68.08510638297872,53.84615384615385,15.384615384615383,50.0,0.0,0.0,66.66666666666666,58.82352941176471,66.1764705882353,58.41121495327103,84.6153846153846,75.0,50.81967213114753,0.0,0.0,37.5,20.0,59.82905982905983,80.0,0.0,0.0,0.0
NCAA D3,H. Stevenson,Hewitt Stevenson,-629330,Bates Bobcats,Bates Bobcats,https://cdn5.wyscout.com/photos/team/public/g-19619_120x120.png,NCAA D3 New England Small Collegiate Athletic Conference,RB,RB,89,0,0,0,0,0.0,,0,,15,1357,1.0,0.0,2.0,1.0,United States,['United States'],unknown,173,68,False,1.0,0.0,1.0,0.0,7.0,22.84,33.135,0.0,0.0,0,0.0,0.0,0.0,211.0,0.0,6.865,13.994104642593957,9.948415622697127,6.764922623434046,2.122328666175387,0.0,0.13264554163596168,4.974207811348563,0.39793662490788506,0.06632277081798084,0.0,1.9896831245394253,0.06632277081798084,0.06632277081798084,0.0,0.0,0.4642593957258659,0.13264554163596168,2.0560058953574063,0.19896831245394253,1.8570375829034635,0.3316138540899042,1.1274871039056742,3.714075165806927,0.26529108327192336,1.5917464996315402,0.0,12.070744288872513,0.5969049373618276,1.4591009579955785,34.15622697126013,23.080324244657334,1.3927781871775977,21.156963890935888,11.009579955784819,0.06632277081798084,0.9285187914517318,0.0,0.13264554163596168,0.06632277081798084,0.5969049373618276,9.815770081061164,3.0508474576271185,0.9285187914517318,0.6632277081798084,0.9948415622697127,14.591009579955784,7.693441414885777,0.0,0.0,0.0,0.0,0.13264554163596168,0.0,2.122328666175387,0.13264554163596168,0.0,0.0,9.152542372881356,4.974207811348563,1.260132645541636,0.06632277081798084,0.9948415622697127,0.13264554163596168,0.8621960206337509,0.9285187914517318,2.2549742078113484,20.759027266028003,13.131908621960207,1.1274871039056742,5.770081061164333,14.060427413411938,0.0,0.0,1.3927781871775977,0.4642593957258659,9.48415622697126,5.305821665438467,0.0,0.0,0.0,0.0,65.40284360189574,73.52941176470588,59.375,14.285714285714285,14.285714285714285,48.387096774193544,66.66666666666666,46.42857142857142,82.3529411764706,60.71428571428571,60.77669902912621,56.896551724137936,80.95238095238095,66.4576802507837,52.409638554216876,0.0,0.0,45.652173913043484,50.0,65.0,68.9655172413793,0.0,0.0,0.0
