id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2804470909,1,34,16,0,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-04-21T14:12:18.021Z,2025-04-21T18:33:49Z,,,,,5670317247,130,11,5670317243,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5670317253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5670317249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5670652035,197,23564,5670317241,30,"7f0drwvw3zquh352luxegqtpl, c78cublmvb2gg8gzk999xn9hx, dvrvgq5j49kb9vfergmluyxyi, 67nybn375tyqdqae4m1yk407o, 657z9s0rqlzub9nmdpb7ct82c, 5szykye2vk3nx7r5lhzn2ljx0, 26ro2zdtkq9ia7dzr9ellxkvd, 3usrzzduezg3zt3usvuayxxm2, 4cx6v1ugc9l5sd0nqep3sxoiy, euc11yjkfscwt6xsiitlorz10, aebliukutyz91pczaam39lolx, 7ka7fuh355172r0uh84n4z7u2, 1pobxn4eg4l8phk4ug0t56t7u, 5u4eoypx0tb3t0brk2dv8sm0a, c1jlypnkt4c9y9vdnjkvxa85x, 58ufmirzy800nq7gucsiz3hg4, biibwjyc33yv901fetordsv84, 3iolpwrv18gtlyse7ih3nt91w, 3hup5rvg21nkou5psia9pe9sk",5670317251,194,4cx6v1ugc9l5sd0nqep3sxoiy,5670317245,59,"1, 33, 42, 15, 4, 2, 17, 8, 9, 25, 10, 12, 3, 5, 7, 16, 19, 22, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481107,1,34,16,0,0,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-21T14:19:29.303Z,2025-04-21T16:26:43Z,,,,,5670372871,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5670372863,130,8,5670372869,194,b4nxbfm6audv844unlocgbsgl,5670385971,197,24179,5670372853,30,"16od5bk1t05mluydp8i4t2lg4, 30ojg24sppf8bzngafnd4neg9, 58zj1aw2i5mfyzb3knj72xk6i, 44t0ew97eyl8ww00sgusx00a2, b4nxbfm6audv844unlocgbsgl, 4fkb8m4vdcyn1iwck0ukhofmc, 2of6xfvdgpsrqehwxrc39kcq2, azurrp6gm0xahdwntj9clyiac, 4e7x4ulb3mcxgnue8c9exvazu, 115owbh8c39gfwcja2wxuweay, 6wwk8y9mklkh8x606ynhe1lp0, day3njm5hkudffvdvccpopbyt, ar08l5yajxjdx0du3cvt6eq6s, 7ruc5zze6wi94ub7affwar9w5, 6wxneuych76i6tlb49sqkmy5m, f58yr2jmfp8kpgprfxbokt1t6, xctg7y5ks41cjjnerqkia38p, barzsgnl7tazysx2d10yzj04q, 6mhvcq2ta51wc0qiwlnjaxas, 2urilkjhzglzfbteda50ml8us",5670372859,59,"1, 32, 8, 6, 2, 30, 16, 22, 11, 10, 27, 13, 4, 5, 7, 18, 19, 20, 25, 29",5670372867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5670372855,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530725,2,32,1,0,0,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-21T15:01:25.195Z,2025-04-21T15:03:42Z,,,,,5670645791,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530743,2,32,1,0,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-04-21T15:01:25.195Z,2025-04-21T17:46:22Z,,,,,5670645883,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614223,479,1,1,2,13,doohk95o6e8pkqah8vkop51dg,0,21.9,59.7,2025-04-21T15:03:38.195Z,2025-04-21T16:04:06Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5671111601,141,80.0,5671111605,213,0.28,5671111597,56,Left,5671111603,212,49.1,5671111599,140,66.8,5671111607,1,,5671111595,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614453,480,44,1,2,15,doohk95o6e8pkqah8vkop51dg,1,70.1,78.2,2025-04-21T15:03:40.195Z,2025-04-21T17:22:30Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5671113023,233,362,5671112999,56,Center,5671113001,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804610721,362,44,1,2,15,4q0b35m26thti4c2on9a3npk0,0,29.9,21.8,2025-04-21T15:03:40.196Z,2025-04-21T17:22:30Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5671091019,56,Back,5671091021,285,,5671113057,233,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614459,481,61,1,2,16,doohk95o6e8pkqah8vkop51dg,1,72.4,70.8,2025-04-21T15:03:41.195Z,2025-04-21T16:04:25Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5671113009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804610777,363,61,1,2,19,4q0b35m26thti4c2on9a3npk0,1,30.6,16.2,2025-04-21T15:03:44.195Z,2025-04-21T15:58:15Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5671091301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531423,3,1,1,2,19,doohk95o6e8pkqah8vkop51dg,0,64.1,72.7,2025-04-21T15:03:44.313Z,2025-04-21T15:03:45Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5670649431,140,76.0,5670649429,56,Center,5670649437,213,5.92,5670649435,212,13.4,5670649433,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
