id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2704580811,1,34,16,0,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-29T16:09:57.624Z,2024-07-29T17:02:59Z,,,,,5124383043,197,5111,5124365685,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5124365681,130,17,5124365675,30,"4ilnnpfgjfz35lni9ppzd93v9, 6anvl82jyio52wo87cbxdp4np, 1gr0k94d0nh7msa32f6728aok, bnar4f48vnx4oaz2lzch48es5, bmkq3hz1z7lsji7wgr3j8978p, 56sjqxlsf5iitgww0hogez8ph, 94didhw8o1blxonn4amoahcr9, 2xp7fbcl6a4nua9jpm7b4k1sk, 7z1pv1wezn5rydamnknklv2ay, 17e766t2zpr5pmshhww0iu4us, 53nd6a4o02ebb0w2s12prijje, hsobzlp177f9755mpsi7szmy, 8domjmewnw5h6b19vef8w0afp, 53tbs0tyag4c741oqro5t7b2t, 3hi7nroqhsvj8elv8nd9a8ted, cft1n7qn5juaedelpvqwo2f3d, cqgmx6eiriomccxfhykh31r10, 7ctsofo6904i5ysgpfh2sdv1m, 1tt9jeekqwpyi6lnj4vyouuj8, 22760086vtvx2xulry32q21hw",5124365677,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5124383041,194,94didhw8o1blxonn4amoahcr9,5124365679,59,"1, 31, 37, 4, 5, 30, 22, 35, 36, 41, 28, 2, 8, 9, 16, 18, 19, 23, 34, 99",5124365683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704580855,1,34,16,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-07-29T16:10:45.601Z,2024-07-29T17:02:20Z,,,,,5124365851,59,"1, 25, 3, 4, 13, 20, 5, 34, 9, 17, 11, 7, 8, 10, 14, 18, 24, 37, 38, 71",5124365857,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5124365855,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5124383013,194,32ohywx3gs0u6bqm4z59wxmmt,5124365847,30,"53y263xxfdf1itytiqhg3v6c5, 9s85lkd1qi525r4horgbtostl, 32ohywx3gs0u6bqm4z59wxmmt, 7hukebiijqntuvetwzralzuju, 1ykl08k2c2kwxukw0gvslf6qd, ejeagwkwh1ijuwgfpiya8cel1, 2anc9ug5nr25khmtcc4id2pxx, 7uia9zlz3axnuc6usdn9u4kfe, babnrlnt04mal0268p9dxas8a, 94hei5v2f93ga4b0iwxxisbu1, 7rtrg77m3xozgfhu3p2ihfey2, 1yqlkot5sh85ot3eemo67djv9, 22zuxw8lez5w4vjd8spzzysyc, 3ylgelxr6ssp42hidfnchqp2i, 6ylzm57bvpufg3cenadtv7qhh, 9yiz575rldkwu7icgqwk1qmdx, 1k9g7x8jwhzcpx8bc5ji7og0k, 1hbucfyn2l3bxcw5r4zcb1dlg, 6xjbcik3a56d0vqy4vrq5eokp, 6uvp2evoo07gv5rc5ht2l012i",5124382867,197,12608,5124365849,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5124365853,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583949,2,32,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-07-29T17:01:31.516Z,2024-07-29T17:01:31Z,,,,,5124383421,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583953,2,32,1,0,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-29T17:01:31.516Z,2024-07-29T19:42:30Z,,,,,5124383433,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583955,3,1,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,50.6,50.1,2024-07-29T17:01:31.517Z,2024-07-29T17:03:40Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5124383443,213,2.76,5124383435,56,Back,5124383437,140,32.3,5124383439,141,61.4,5124383445,279,S,5124383441,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583957,4,1,1,0,3,c165yjiny1qnmfdvefxvflnkc,0,32.3,61.4,2024-07-29T17:01:34.840Z,2024-07-29T17:01:37Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124383449,157,,5124383461,1,,5124383459,213,5.83,5124383453,140,72.8,5124383455,141,30.9,5124383457,212,47.3,5124383451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583959,3,1,1,0,7,9qsmopgutr7ut5g6workk8w4i,1,20.0,70.9,2024-07-29T17:01:38.950Z,2024-07-29T17:55:03Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5124383469,141,64.9,5124383465,56,Back,5124383467,140,29.6,5124383473,213,5.90,5124383463,3,,5124383471,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583961,4,44,1,0,8,9qsmopgutr7ut5g6workk8w4i,1,33.8,66.4,2024-07-29T17:01:40.158Z,2024-07-29T17:55:09Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5124383481,285,,5124383479,56,Back,5124386417,233,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584485,63,44,1,0,8,c165yjiny1qnmfdvefxvflnkc,0,66.2,33.6,2024-07-29T17:01:40.159Z,2024-07-29T17:05:58Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5124386433,233,4,5124386385,286,,5124386383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583965,5,1,1,0,8,9qsmopgutr7ut5g6workk8w4i,0,29.6,64.9,2024-07-29T17:01:40.445Z,2024-07-29T20:43:27Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5124383503,140,35.3,5124383499,168,,5124383507,212,6.1,5124383505,141,63.1,5124383501,56,Back,5124383497,3,,5124383509,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583963,5,1,1,0,10,c165yjiny1qnmfdvefxvflnkc,1,59.0,37.3,2024-07-29T17:01:41.560Z,2024-07-29T17:01:44Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5124383491,213,4.61,5124383483,56,Center,5124383487,141,21.2,5124383485,140,57.9,5124383489,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583967,6,1,1,0,12,c165yjiny1qnmfdvefxvflnkc,1,57.9,21.2,2024-07-29T17:01:43.879Z,2024-07-29T17:01:46Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5124383515,140,40.5,5124383517,141,40.9,5124383513,56,Back,5124383521,213,2.51,5124383519,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583969,7,1,1,0,14,c165yjiny1qnmfdvefxvflnkc,1,40.5,40.9,2024-07-29T17:01:46.279Z,2024-07-29T17:01:47Z,ejeagwkwh1ijuwgfpiya8cel1,D. Kolinger,,,5124383529,141,53.3,5124383527,140,36.2,5124383525,56,Back,5124383531,212,9.6,5124383533,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583971,8,1,1,0,15,c165yjiny1qnmfdvefxvflnkc,1,36.2,53.3,2024-07-29T17:01:47.096Z,2024-07-29T17:01:48Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5124383543,212,3.3,5124383539,140,39.2,5124383537,56,Back,5124383545,213,0.33,5124383541,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583973,9,1,1,0,17,c165yjiny1qnmfdvefxvflnkc,1,39.5,55.4,2024-07-29T17:01:48.584Z,2024-07-29T19:43:23Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5124611259,156,,5124383559,213,2.49,5124383555,141,70.8,5124383557,212,17.2,5124383551,56,Back,5124383553,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583975,10,1,1,0,18,c165yjiny1qnmfdvefxvflnkc,1,26.5,70.8,2024-07-29T17:01:49.639Z,2024-07-29T17:01:51Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124383567,56,Back,5124383569,140,31.0,5124383573,212,16.8,5124383575,213,1.29,5124383571,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583981,11,1,1,0,19,c165yjiny1qnmfdvefxvflnkc,1,31.0,94.5,2024-07-29T17:01:51.032Z,2024-07-29T17:01:55Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5124383623,212,19.0,5124383615,56,Back,5124383625,213,4.36,5124383619,140,24.8,5124383621,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583987,12,1,1,0,23,c165yjiny1qnmfdvefxvflnkc,1,28.6,69.3,2024-07-29T17:01:55.064Z,2024-07-29T17:01:56Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124383639,141,58.4,5124383637,140,33.2,5124383635,56,Back,5124383641,212,8.8,5124383643,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583989,13,1,1,0,25,c165yjiny1qnmfdvefxvflnkc,1,33.2,58.4,2024-07-29T17:01:56.840Z,2024-07-29T19:43:30Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5124383647,56,Back,5124383649,140,25.5,5124383651,141,76.3,5124383655,213,2.16,5124383653,212,14.6,5124611531,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704583995,14,1,1,0,26,c165yjiny1qnmfdvefxvflnkc,1,25.5,76.3,2024-07-29T17:01:58.120Z,2024-07-29T17:02:01Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5124383683,213,4.81,5124383679,141,48.5,5124383675,56,Back,5124383677,140,27.3,5124383681,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584005,15,1,1,0,29,c165yjiny1qnmfdvefxvflnkc,1,28.3,47.5,2024-07-29T17:02:01.337Z,2024-07-29T17:02:05Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5124383709,141,69.3,5124383707,140,69.5,5124383705,56,Center,5124383711,212,45.7,5124383715,1,,5124383713,213,0.33,5124383703,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584013,16,1,1,0,33,c165yjiny1qnmfdvefxvflnkc,1,69.5,69.3,2024-07-29T17:02:05.015Z,2024-07-29T17:02:07Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5124383771,213,0.73,5124383763,56,Left,5124383759,3,,5124383767,141,85.4,5124383761,168,,5124383765,140,81.1,5124383769,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584017,17,1,1,0,35,c165yjiny1qnmfdvefxvflnkc,0,89.0,86.3,2024-07-29T17:02:07.272Z,2024-07-29T19:43:43Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5124383793,141,56.0,5124383789,56,Center,5124383785,2,,5124611923,72,,5124383795,212,20.6,5124383797,213,4.71,5124383791,140,88.9,5124611919,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584043,6,12,1,0,37,9qsmopgutr7ut5g6workk8w4i,1,13.3,42.1,2024-07-29T17:02:09.190Z,2024-07-29T17:55:27Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5124383923,140,24.8,5124383921,56,Back,5124383927,212,13.1,5124383925,141,34.8,5124383929,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704584035,18,1,1,0,38,c165yjiny1qnmfdvefxvflnkc,1,73.6,67.0,2024-07-29T17:02:10.009Z,2024-07-29T17:02:12Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5124383867,141,82.1,5124383865,140,77.8,5124383863,56,Left,5124383869,212,11.2,5124383871,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
