id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2736279121,1,34,16,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-10-20T11:10:48.262Z,2024-10-20T16:13:14Z,,,,5298220985,59,"1, 27, 29, 28, 3, 4, 17, 6, 26, 10, 9, 5, 7, 15, 16, 18, 19, 25, 30, 90",5298220981,30,"dmxzug2enscx331w5vmdzn2s5, 6m5ftd7c68b2d4d2931xs5srt, 2lyhi7j3id7emsh54ehdva3ca, 2mawaijd9czgtd5jh9myk434l, effgiwtme6eu08o1ninlnqqqd, 8cox96ikk1k4c24f0y5ef45x, 8domjmewnw5h6b19vef8w0afp, 6uj3c69lgu6boblkjiuhoy6eh, 54ipja7wrxji6kn8yw5uhr6ga, ag40mk09zc8tzbkr7dnnqumay, 606hufq6dapf3qxcgilbc8tt5, 1t67kvg37jg2elz9voix5kcet, 1329qhvvxpp6j4q5esh4n3hii, 2datlbzulrzdgpyxv3fkzn0et, brsecgiiou4wcogoimzawyhp0, 3aoh34sqan7y34c2qa1d6xkyy, 6w9yjs87tue7noq71ftksxez8, cyuoj9pesenese4i3pklv7d2h, 4vfbiav52mg5s9vnx53f0nhuc, 9yuyz4ci6wqikd6ckjstbt2i1",5298220987,130,9,5298220983,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5298220991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298220989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298416131,194,8cox96ikk1k4c24f0y5ef45x,5299472229,197,23959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736280593,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-10-20T11:12:42.603Z,2024-10-20T11:57:39Z,,,,5298228833,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298228829,59,"1, 20, 14, 16, 4, 13, 21, 8, 10, 7, 11, 5, 6, 15, 17, 19, 22, 27, 35, 37",5298228825,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, dj2f6zk2cd8u9lt6odoei9cdl, 6v1kpakd3t0jhnoh1eh75ev4k, 7yst1mucy7jynmpzu1thox2i, 8vi3l756ez0e96k7muvg4ekbu, ejixz16616b7krftxyzv9yiac, 3q4tnk1z46lop4rbdpjtfoc2c, 5lz41celw55rz3zh8pohclw5w, 4sgxth7onhb5mu29bgyupby3u, 1arzd8hqj73byhduozscqz5uy, bcdp9e3dezuaybm8ndrsanbx0, 8mkrj5bnkyhx8kutc4656cy96, 974s3rwvb2ls1k1no4hlaz8ph, 8bi1tlz62rjwyak4pnnzgp562, 5hw5sfiqhzg7mnghdp52f7fqi, cul6phe87idi5dn1hsfywxhwp, 5vrsflxiv2dgfa8199a2qxsve, 2o5atg0lz3jy7k86tyqda8h04, ezi8426ran0bffeyfvloc2ihg",5298228835,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298228831,130,4,5298394619,194,1arzd8hqj73byhduozscqz5uy,5298415347,197,1731,5298228827,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320855,2,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-10-20T12:02:20.950Z,2024-10-20T15:31:45Z,,,,5298435817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320869,2,32,1,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-10-20T12:02:20.950Z,2024-10-20T12:02:23Z,,,,5298435867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320937,3,1,1,0,1,36g6ifzjliec1jqnbtf7yesme,1,50.1,50.0,2024-10-20T12:02:21.951Z,2024-10-20T15:12:35Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5298436193,212,20.2,5298436187,56,Back,5298436201,279,S,5298436197,213,2.86,5298436189,140,31.6,5298436191,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320975,4,1,1,0,4,36g6ifzjliec1jqnbtf7yesme,0,31.6,57.6,2024-10-20T12:02:25.067Z,2024-10-20T12:03:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5298436395,213,5.89,5298436389,140,71.4,5298436391,141,32.1,5298436397,1,,5298436393,212,45.2,5298436385,157,,5298436387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320991,3,12,1,0,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.4,64.8,2024-10-20T12:02:27.444Z,2024-10-20T15:34:49Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5298436485,141,72.0,5298436481,56,Back,5298436487,212,19.6,5298436483,140,39.5,5298436489,213,0.25,5299828539,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321061,5,1,1,0,8,36g6ifzjliec1jqnbtf7yesme,1,61.4,24.3,2024-10-20T12:02:29.819Z,2024-10-20T12:02:34Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5298436849,140,67.4,5298436853,212,11.2,5298436851,141,10.6,5298436855,213,5.31,5298436845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321069,6,1,1,0,10,36g6ifzjliec1jqnbtf7yesme,0,67.2,4.1,2024-10-20T12:02:31.107Z,2024-10-20T15:35:26Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5298436905,213,0.17,5298436899,140,72.1,5298436901,141,5.4,5298436903,212,5.2,5298436909,233,4,5298436897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321063,4,61,1,0,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.8,97.2,2024-10-20T12:02:31.108Z,2024-10-20T15:35:15Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5298436865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321073,5,5,1,0,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,30.5,101.2,2024-10-20T12:02:31.977Z,2024-10-20T15:35:16Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5298437173,233,7,5298436927,347,,5298436923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321115,7,5,1,0,11,36g6ifzjliec1jqnbtf7yesme,1,69.5,-1.2,2024-10-20T12:02:31.977Z,2024-10-20T15:35:17Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5298437145,233,5,5298437101,347,,5298437099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321145,8,1,1,0,17,36g6ifzjliec1jqnbtf7yesme,1,70.8,0.0,2024-10-20T12:02:38.925Z,2024-10-20T12:02:39Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5298437275,56,Right,5298437281,212,9.7,5298437277,140,63.8,5298437273,107,,5298437283,213,2.43,5298437279,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321195,9,1,1,0,18,36g6ifzjliec1jqnbtf7yesme,1,63.8,8.2,2024-10-20T12:02:39.868Z,2024-10-20T12:02:42Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5298437489,212,11.9,5298437491,213,3.35,5298437483,56,Right,5298437487,141,4.6,5298437485,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321241,10,1,1,0,21,36g6ifzjliec1jqnbtf7yesme,1,52.7,4.6,2024-10-20T12:02:42.651Z,2024-10-20T12:02:45Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5298437733,212,28.3,5298437729,140,40.0,5298437735,213,2.06,5298437731,141,41.3,5298437727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321307,11,1,1,0,24,36g6ifzjliec1jqnbtf7yesme,1,38.2,46.0,2024-10-20T12:02:45.755Z,2024-10-20T12:02:49Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5298438083,212,22.7,5298438079,140,46.0,5298438077,56,Back,5298438085,213,5.08,5298438081,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321377,12,1,1,0,28,36g6ifzjliec1jqnbtf7yesme,1,46.0,14.9,2024-10-20T12:02:49.548Z,2024-10-20T12:02:53Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5298438423,155,,5298438433,213,6.27,5298438429,141,14.1,5298438435,1,,5298438425,56,Right,5298438431,212,42.9,5298438427,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321383,13,50,1,0,32,36g6ifzjliec1jqnbtf7yesme,1,89.7,13.0,2024-10-20T12:02:52.971Z,2024-10-20T12:27:49Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5298439581,233,6,5298438465,286,,5298438461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321589,6,7,1,0,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.3,87.0,2024-10-20T12:02:52.972Z,2024-10-20T15:35:56Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5299693569,385,,5298439511,285,,5299836161,167,,5298439509,56,Back,5298439559,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321597,7,81,1,0,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,0.4,98.3,2024-10-20T12:02:56.466Z,2024-10-20T15:14:09Z,,,,5298439547,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
