id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/8/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2807221419,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-27T14:56:58.688Z,2025-04-27T17:39:38Z,,,,,5685476473,59,"1, 43, 55, 19, 3, 22, 7, 24, 18, 20, 41, 6, 11, 13, 14, 16, 21, 29, 80, 33",5685799849,194,a87w6l9zsbahdi4knm1347zs9,5685476479,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5685800229,197,4600,5685476477,130,8,5685476483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5685476469,30,"41ii5y9ebz5e3xhaif9kc8qmt, fwu0bja02waqct7l682s5mfp, 8mn8apr6n7t7s6lx4d4vvdnca, bwfg9frq2ecbzg7wlzqjtnv2s, c3sp1x0shf2b24rl5ike6v0iy, a87w6l9zsbahdi4knm1347zs9, 1sdsqfn743j5tqem8ra7sppn8, drlp4xtkta08jiu0px6m4ocq2, elhmf9cc26ec5p1wnwonuxf4l, e73sexp7kse0wlykdi7xcbg2c, e64kcio0848bpw39eedbjyd5g, 8yfw9f74h0yfz51bkxxc8p39x, djlyi0ad4x1p0k4thn8n0axw4, bidudbkachfl6126lhlr254wk, bcscjb9jdgu4ims9n3vwuj5k9, 7yim2aepctujr2m4p20a97755, 78kzajya12k4sm0ebfl37d6ok, ajhd3cqclubmexhscpd4w4ez9, 1qcf5gb8wf8f4tu94xh96yqy, 7574bxep9nzun9uhbnhy01no4",5685476471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807223557,1,34,16,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-27T14:59:33.177Z,2025-04-27T15:56:45Z,,,,,5685799337,197,4597,5685487841,30,"49wkw0wkn4ta18b6657vjvglx, 7cpkykvmy8ujrahzdz7ksk2c5, 5ucbttulfcdufwr751zj0zcic, 5r1v2w303bvj0vv1893qr5d5h, 55gunqozsj8gs6oua7ee5xxhx, 2rvx2wlfj2rxzcgye6wiw0v84, 3zc9hy5uicgp21wr6z5wyuntg, 6rd6a2f1k124dzp1p904yq3h0, 7a1vtc0e7ubua2t0dwx9ufk7o, 5uqf7a0y0fd1hf2rrmgx11tuy, 4oxlpwcwpa44hstpm70iep0id, chjcbjc5nv8uyiusfafts5zv9, 3qcjzsb466tfri5yrj35wztw4, 2r8s61bmydlumhg62wd0y6fis, bgviotid6bht0k2452r5gehw4, ayistjficdvpd0v10681qf578, c1s6vw84nupd8c0mbj8gov5lg, 9h6c9ue598hllcri39erjitqs, 8dqghahifyr8tjcndw9pip3x0, apspqh3shqfwobvh35x60q5g4",5685487851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5685799333,194,55gunqozsj8gs6oua7ee5xxhx,5685487843,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5685487845,59,"13, 2, 25, 6, 4, 24, 36, 21, 7, 10, 11, 3, 17, 18, 20, 29, 34, 38, 40, 45",5685487849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5685487847,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283005,2,32,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-27T16:00:54.296Z,2025-04-27T16:00:57Z,,,,,5685814901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807282999,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-27T16:00:54.296Z,2025-04-27T19:28:21Z,,,,,5685814867,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283007,3,1,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,50.0,50.0,2025-04-27T16:00:54.375Z,2025-04-27T16:00:58Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5685815049,278,,5685814911,213,2.66,5685814907,141,53.1,5685814909,212,4.5,5685814913,279,S,5685814905,140,46.2,5685814903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283035,4,1,1,0,2,77tfx9me4aaqhzv78bmgsy9bg,1,46.1,53.6,2025-04-27T16:00:56.846Z,2025-04-27T16:00:58Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5685815081,141,37.0,5685815085,213,5.67,5685815077,56,Center,5685815083,212,19.7,5685815079,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283057,5,1,1,0,3,77tfx9me4aaqhzv78bmgsy9bg,1,61.5,37.6,2025-04-27T16:00:58.222Z,2025-04-27T16:00:59Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5685815185,212,6.5,5685815183,141,45.1,5685815181,140,65.4,5685815179,56,Center,5685815187,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283087,6,1,1,0,5,77tfx9me4aaqhzv78bmgsy9bg,1,66.4,41.6,2025-04-27T16:00:59.518Z,2025-04-27T16:01:01Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5685815321,213,5.02,5685815317,141,31.3,5685815313,56,Center,5685815315,140,68.5,5685815319,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283131,7,1,1,0,6,77tfx9me4aaqhzv78bmgsy9bg,1,72.8,28.0,2025-04-27T16:01:01.054Z,2025-04-27T16:01:03Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5685815487,140,84.1,5685815485,56,Right,5685815495,213,5.49,5685815493,212,16.9,5685815489,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807283177,8,1,1,0,8,77tfx9me4aaqhzv78bmgsy9bg,1,84.1,10.3,2025-04-27T16:01:03.262Z,2025-04-27T16:01:06Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5685815767,141,7.1,5685815771,213,3.32,5685815769,212,12.2,5685815763,56,Right,5685815765,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
