id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2751839937,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-25T17:08:27.033Z,2024-11-25T18:15:44Z,,,,,5383202169,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5383202167,30,"7yim2aepctujr2m4p20a97755, fwu0bja02waqct7l682s5mfp, 8mn8apr6n7t7s6lx4d4vvdnca, 8yfw9f74h0yfz51bkxxc8p39x, ddl5g7raihnc9s4u3wetz8v10, a87w6l9zsbahdi4knm1347zs9, e73sexp7kse0wlykdi7xcbg2c, arhoud4vfjvmjaf2pkbm6s48a, elhmf9cc26ec5p1wnwonuxf4l, drlp4xtkta08jiu0px6m4ocq2, e64kcio0848bpw39eedbjyd5g, 41ii5y9ebz5e3xhaif9kc8qmt, bidudbkachfl6126lhlr254wk, ajhd3cqclubmexhscpd4w4ez9, 4fhpb0b8muboggvquj2pvsiqx, 78kzajya12k4sm0ebfl37d6ok, 5cjx2i2perp5vr62en4cyer1m, bwfg9frq2ecbzg7wlzqjtnv2s, bcscjb9jdgu4ims9n3vwuj5k9, 10esz9pvzonegry7p78n3ce09",5383202171,59,"16, 43, 55, 6, 4, 22, 20, 5, 18, 24, 41, 1, 13, 29, 73, 21, 17, 19, 14, 25",5383202183,197,4600,5383202185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383202179,194,a87w6l9zsbahdi4knm1347zs9,5383202175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383202173,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751839967,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-25T17:08:30.608Z,2024-11-25T18:13:46Z,,,,,5383202347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383202343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383202335,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5383202339,130,4,5383202333,30,"b2492j7qzdo7g3ysxz6gq4g5x, 55u45p7vwom7civ3xy3hdf71m, 9zhmwx3g0m6xi2oh57g4z35nu, bplpqy3ierwlm12d1f3prue7e, cw6s5hf1tytvb98vjuosz9r6d, 4qo7eu3xwhkpssbuyk4n70fe1, 6wrch4yhbs6utcc0doguj90q, cuufy3ioo1kio56er2cfn0mqc, n2annzbap7hll02zo2v0ccgk, avtms6bcr8i7qdacuv225evo5, bb8q9cgqzw9n2tmkl8s3bth0q, 2513579m13glsous1p82fbjzd, 242y4x99xvpu9zvln5vxoepjp, 6f6x6f9iybgp9pmkqati2otn8, alqg6ch3anqkq9613hu6m1d04, 349g9rdismqpb1aarjp011bd, 7h39w16zvj1lbfb0rqr7kvt1x, d8nahz092xxj6muqc24hocp3o, 89xit2bryc0g4yhqina7akjkk, lmrff8mviimc33yyrpjzr2tw",5383346815,197,6293,5383346813,194,b2492j7qzdo7g3ysxz6gq4g5x,5383202337,59,"1, 5, 3, 6, 15, 4, 20, 33, 23, 8, 10, 2, 7, 9, 11, 17, 19, 30, 36, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866057,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-25T18:15:06.570Z,2024-11-25T18:15:06Z,,,,,5383349547,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866059,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-25T18:15:06.570Z,2024-11-26T11:09:28Z,,,,,5383349553,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866073,3,1,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,50.0,50.0,2024-11-25T18:15:06.571Z,2024-11-25T18:16:59Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5383349617,212,3.5,5383349621,279,S,5383349619,213,3.34,5383349615,141,49.0,5383349613,140,46.7,5383349611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866089,4,1,1,0,3,ahnt9ejgwj58ul8auzdvi3czf,1,46.4,48.8,2024-11-25T18:15:10.458Z,2024-11-25T18:17:03Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5383349679,56,Back,5383349683,141,52.2,5383349685,212,15.8,5383349687,213,2.99,5383349681,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866099,5,1,1,0,5,ahnt9ejgwj58ul8auzdvi3czf,1,31.2,49.7,2024-11-25T18:15:12.138Z,2024-11-25T18:15:14Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5383349757,141,21.6,5383349761,213,4.50,5383349759,212,19.6,5383349755,140,27.2,5383349753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866121,6,1,1,0,8,ahnt9ejgwj58ul8auzdvi3czf,0,30.5,17.4,2024-11-25T18:15:14.873Z,2024-11-25T18:15:19Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5383349881,56,Right,5383349887,212,38.3,5383349891,1,,5383349889,213,6.12,5383349885,141,8.3,5383349883,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866117,3,8,1,0,10,59as3grjvj19voay31j3yfgni,1,39.9,89.6,2024-11-25T18:15:17.468Z,2024-11-26T11:10:45Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5383349863,56,Back,5384186711,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866139,4,1,1,0,12,59as3grjvj19voay31j3yfgni,0,27.2,94.5,2024-11-25T18:15:18.909Z,2024-11-25T18:15:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5383350007,140,84.8,5383350011,212,64.4,5383350009,141,62.1,5383350005,56,Center,5383350003,157,,5383350013,213,5.93,5383350015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866155,7,52,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,1,12.5,41.5,2024-11-25T18:15:23.754Z,2024-11-26T11:11:06Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5384187181,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866173,8,1,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,1,12.5,41.5,2024-11-25T18:15:23.994Z,2024-11-25T18:15:30Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5383350179,212,15.1,5383350175,140,20.8,5383350173,56,Back,5383350177,141,23.4,5383350181,213,5.33,5383350171,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866199,9,1,1,0,23,ahnt9ejgwj58ul8auzdvi3czf,1,21.4,21.6,2024-11-25T18:15:30.138Z,2024-11-25T18:15:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5383350311,213,1.16,5383350307,141,37.6,5383350305,140,25.9,5383350309,212,11.9,5383350303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866207,10,1,1,0,27,ahnt9ejgwj58ul8auzdvi3czf,1,25.6,37.0,2024-11-25T18:15:33.658Z,2024-11-25T18:15:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5383350371,140,24.4,5383350369,56,Back,5383350377,213,4.59,5383350373,141,21.6,5383350375,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866217,11,1,1,0,28,ahnt9ejgwj58ul8auzdvi3czf,1,23.3,22.8,2024-11-25T18:15:34.810Z,2024-11-25T18:15:37Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5383350443,140,10.1,5383350449,213,2.24,5383350445,141,48.7,5383350441,56,Back,5383350447,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866231,12,1,1,0,30,ahnt9ejgwj58ul8auzdvi3czf,1,11.7,49.9,2024-11-25T18:15:36.970Z,2024-11-25T18:15:38Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5383350531,141,70.6,5383350533,212,16.7,5383350535,213,1.00,5383350527,56,Back,5383350529,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866259,13,1,1,0,32,ahnt9ejgwj58ul8auzdvi3czf,1,20.8,66.7,2024-11-25T18:15:38.841Z,2024-11-25T18:15:41Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5383350663,141,25.0,5383350665,212,31.1,5383350667,213,4.29,5383350659,56,Back,5383350661,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866273,14,1,1,0,35,ahnt9ejgwj58ul8auzdvi3czf,1,9.4,25.6,2024-11-25T18:15:41.802Z,2024-11-25T18:15:43Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5383350733,56,Back,5383350741,213,0.70,5383350735,140,19.1,5383350739,212,13.3,5383350737,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866283,15,1,1,0,36,ahnt9ejgwj58ul8auzdvi3czf,1,20.6,36.0,2024-11-25T18:15:43.466Z,2024-11-25T18:15:45Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5383350827,141,21.6,5383350821,155,,5383350831,213,5.82,5383350823,56,Back,5383350829,212,21.8,5383350825,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866301,16,1,1,0,38,ahnt9ejgwj58ul8auzdvi3czf,1,38.6,21.9,2024-11-25T18:15:45.530Z,2024-11-25T18:15:48Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5383350945,140,36.6,5383350949,212,8.2,5383350943,56,Back,5383350947,141,33.6,5383350951,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866303,17,1,1,0,39,ahnt9ejgwj58ul8auzdvi3czf,0,36.6,33.6,2024-11-25T18:15:46.569Z,2024-11-25T19:10:30Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5383350967,213,0.76,5383350961,140,53.1,5383350963,141,57.8,5383350959,56,Center,5383350965,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866345,6,1,1,0,46,59as3grjvj19voay31j3yfgni,1,43.5,27.7,2024-11-25T18:15:53.021Z,2024-11-25T18:15:56Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5383351261,56,Right,5383351269,213,5.68,5383351265,141,8.3,5383351263,140,61.6,5383351267,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866347,7,50,1,0,49,59as3grjvj19voay31j3yfgni,1,64.7,4.0,2024-11-25T18:15:56.365Z,2024-11-25T18:16:03Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5383351443,233,18,5383351277,286,,5383351275,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866379,18,7,1,0,49,ahnt9ejgwj58ul8auzdvi3czf,1,35.3,96.0,2024-11-25T18:15:56.366Z,2024-11-26T11:42:09Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5383351431,167,,5384222607,178,,5383351437,233,7,5383351435,285,,5383351433,56,Back,5384187725,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866415,8,5,1,0,50,59as3grjvj19voay31j3yfgni,1,62.2,-1.3,2024-11-25T18:15:56.928Z,2024-11-25T19:10:44Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5383351663,56,Right,5383351665,347,,5383351697,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866397,19,5,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,0,37.8,101.3,2024-11-25T18:15:56.928Z,2024-11-25T19:10:44Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5383351543,347,,5383351701,233,8,5383351541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866437,9,1,1,1,0,59as3grjvj19voay31j3yfgni,1,61.1,0.0,2024-11-25T18:16:07.181Z,2024-11-25T18:16:12Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5383351787,140,40.9,5383351791,212,22.0,5383351795,1,,5383351793,213,2.88,5383351785,56,Back,5383351789,141,6.7,5383351783,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866451,10,1,1,1,5,59as3grjvj19voay31j3yfgni,1,41.9,8.8,2024-11-25T18:16:12.525Z,2024-11-25T19:13:55Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5383351843,56,Back,5383351849,212,35.9,5383351845,140,9.1,5383351851,213,2.86,5383351847,141,23.5,5383482661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866461,11,1,1,1,7,59as3grjvj19voay31j3yfgni,1,10.0,27.7,2024-11-25T18:16:14.109Z,2024-11-25T18:16:16Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5383351881,140,24.3,5383351887,213,6.01,5383351879,56,Back,5383351885,212,15.6,5383351883,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751866481,12,1,1,1,9,59as3grjvj19voay31j3yfgni,1,24.3,23.0,2024-11-25T18:16:15.868Z,2024-11-25T18:16:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5383351977,212,21.1,5383351973,140,18.5,5383351979,213,1.86,5383351975,141,52.7,5383351971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
