id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2702405945,1,34,16,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-21T11:09:59.321Z,2024-07-21T12:01:52Z,,,,,5112277277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5112277269,59,"1, 22, 21, 6, 12, 4, 7, 18, 9, 20, 11, 3, 5, 8, 10, 14, 16, 17, 26, 31",5112361783,194,5j9d1plbsd5ic01r3ggziutwp,5112277273,130,4,5112277275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5112277265,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5112277263,30,"a6ham5hnwv62w3tynikyal68l, 3361cs2j60yxzy9mir80byqc5, bb2cldqy0vvcyrrcvj6j0d71l, 5j9d1plbsd5ic01r3ggziutwp, 6rd849oap6uh93wdwjk8590q1, czpstoiy12awqpasz573ckp91, 5x8064b3yr7txk0czddfjtffu, bh06w40pwo6dy3cjrw3r2i0ru, 828b7y3phhpb62srvtrjhtgk4, d88feog3dgv09oxbzn15xqesq, 7foqorbwhgqjghtxa2nax6kgk, dglnk6pm8tm5cvb9dgqlz6kus, 33sxiwcjeqcop3ukuok86ujmd, 1902oagnhlo7x9xpumxvg1t78, a8opuarwq9byw73nhfgvo9nca, 4qyfoq5fjiochtj89w426lm21, c7gwbtdqptxjtu3tn3xctvit, 6gh4z3yubnpypzoakjom1rj3e, 5jdkdvxssuc8gvzwwrq5bs76y, 637840asun7f3wo16c5zkhi50",5112354437,197,23448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702407089,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-07-21T11:15:34.052Z,2024-07-21T12:18:46Z,,,,,5112283425,30,"b2492j7qzdo7g3ysxz6gq4g5x, 9zhmwx3g0m6xi2oh57g4z35nu, 2513579m13glsous1p82fbjzd, 5r1v2w303bvj0vv1893qr5d5h, 7zaveckhldl5rieo5ddsqtt2i, 4qo7eu3xwhkpssbuyk4n70fe1, 6wrch4yhbs6utcc0doguj90q, bplpqy3ierwlm12d1f3prue7e, cugmerpydsw8kqbo2rle9npm2, n2annzbap7hll02zo2v0ccgk, 242y4x99xvpu9zvln5vxoepjp, 55u45p7vwom7civ3xy3hdf71m, avtms6bcr8i7qdacuv225evo5, d0xv8spbowuj5vafz7zoy47hl, 7h39w16zvj1lbfb0rqr7kvt1x, lioz4hr2umpne2bwar18qa96, 5k4gsy5f7ius93bbks9wbvqei, 2of6xfvdgpsrqehwxrc39kcq2, cuufy3ioo1kio56er2cfn0mqc, 89xit2bryc0g4yhqina7akjkk",5112353917,194,b2492j7qzdo7g3ysxz6gq4g5x,5112283435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5112283429,59,"1, 3, 2, 14, 25, 4, 20, 6, 9, 23, 7, 5, 8, 16, 19, 21, 22, 29, 33, 36",5112283431,130,9,5112353919,197,6293,5112283427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5112283433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420869,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-07-21T12:01:41.162Z,2024-07-21T17:11:52Z,,,,,5112361345,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420875,2,32,1,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-21T12:01:41.162Z,2024-07-21T12:01:43Z,,,,,5112361365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420891,3,1,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,50.1,49.9,2024-07-21T12:01:41.163Z,2024-07-21T14:36:16Z,cugmerpydsw8kqbo2rle9npm2,A. Lind,,,5112361469,213,1.06,5112361465,141,52.1,5112361473,278,,5112361461,56,Center,5112361467,212,1.7,5112361463,140,50.9,5112361471,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420903,4,1,1,0,4,ahnt9ejgwj58ul8auzdvi3czf,1,45.3,53.3,2024-07-21T12:01:46.076Z,2024-07-21T12:01:48Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5112361561,141,73.1,5112361563,212,14.2,5112361565,213,1.90,5112361557,56,Back,5112361559,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420923,5,1,1,0,6,ahnt9ejgwj58ul8auzdvi3czf,1,40.9,73.1,2024-07-21T12:01:47.915Z,2024-07-21T12:01:50Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5112361673,213,0.67,5112361665,56,Left,5112361669,141,91.7,5112361671,212,20.4,5112361667,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420935,6,1,1,0,9,ahnt9ejgwj58ul8auzdvi3czf,1,56.2,91.7,2024-07-21T12:01:50.395Z,2024-07-21T12:01:51Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5112361745,213,3.78,5112361743,212,16.5,5112361737,56,Back,5112361741,141,77.3,5112361739,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420953,7,1,1,0,10,ahnt9ejgwj58ul8auzdvi3czf,1,43.6,77.3,2024-07-21T12:01:51.595Z,2024-07-21T12:01:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5112361847,140,34.5,5112361853,213,3.43,5112361849,141,73.1,5112361851,212,10.0,5112361845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702420981,8,1,1,0,12,ahnt9ejgwj58ul8auzdvi3czf,1,34.7,72.2,2024-07-21T12:01:53.595Z,2024-07-21T12:01:58Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5112361993,141,89.6,5112361997,213,0.38,5112361991,140,63.2,5112361995,212,32.2,5112361999,1,,5112361989,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
