id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2704203513,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-28T13:10:21.629Z,2024-07-28T15:09:23Z,,,,,5122337245,197,1731,5122246621,59,"1, 20, 24, 14, 4, 3, 11, 16, 19, 8, 10, 6, 13, 17, 21, 22, 26, 27, 2, 5",5122246625,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5122246627,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5122246617,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, brinkgys7026490q3ixx6h9uc, eyx42tgneccybvhk8bfhtcaqy, 7yst1mucy7jynmpzu1thox2i, dq2eqqywinhsh9ijg8amqyp78, 1arzd8hqj73byhduozscqz5uy, 6v1kpakd3t0jhnoh1eh75ev4k, 5hw5sfiqhzg7mnghdp52f7fqi, 3q4tnk1z46lop4rbdpjtfoc2c, 5lz41celw55rz3zh8pohclw5w, 8mkrj5bnkyhx8kutc4656cy96, 8vi3l756ez0e96k7muvg4ekbu, 8bi1tlz62rjwyak4pnnzgp562, ejixz16616b7krftxyzv9yiac, cul6phe87idi5dn1hsfywxhwp, cw6s5hf1tytvb98vjuosz9r6d, 5vrsflxiv2dgfa8199a2qxsve, hpzxgnwobdttfgd04dykf26t, bcdp9e3dezuaybm8ndrsanbx0",5122481361,194,1arzd8hqj73byhduozscqz5uy,5122246619,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5122246623,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704203539,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-07-28T13:10:24.992Z,2024-07-28T14:04:07Z,,,,,5122246743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5122246735,30,"b2492j7qzdo7g3ysxz6gq4g5x, 55u45p7vwom7civ3xy3hdf71m, 9zhmwx3g0m6xi2oh57g4z35nu, 5r1v2w303bvj0vv1893qr5d5h, 7zaveckhldl5rieo5ddsqtt2i, 4qo7eu3xwhkpssbuyk4n70fe1, avtms6bcr8i7qdacuv225evo5, bplpqy3ierwlm12d1f3prue7e, cugmerpydsw8kqbo2rle9npm2, n2annzbap7hll02zo2v0ccgk, lioz4hr2umpne2bwar18qa96, 2513579m13glsous1p82fbjzd, 242y4x99xvpu9zvln5vxoepjp, d0xv8spbowuj5vafz7zoy47hl, 7h39w16zvj1lbfb0rqr7kvt1x, 6wrch4yhbs6utcc0doguj90q, 5k4gsy5f7ius93bbks9wbvqei, cuufy3ioo1kio56er2cfn0mqc, 89xit2bryc0g4yhqina7akjkk, lmrff8mviimc33yyrpjzr2tw",5122246737,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5122340185,194,b2492j7qzdo7g3ysxz6gq4g5x,5122246741,130,9,5122246745,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5122246739,59,"1, 5, 3, 14, 25, 4, 8, 6, 9, 23, 21, 2, 7, 16, 19, 20, 22, 33, 36, 41",5122337411,197,21755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222233,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-07-28T14:02:51.928Z,2024-07-28T14:02:53Z,,,,,5122341533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222229,2,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-28T14:02:51.928Z,2024-07-28T16:37:34Z,,,,,5122341531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222253,3,1,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,50.0,50.3,2024-07-28T14:02:51.929Z,2024-07-28T14:13:22Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5122341645,56,Back,5122341651,212,19.8,5122341655,279,S,5122341653,213,3.53,5122341649,141,39.3,5122341647,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222279,4,1,1,0,4,ahnt9ejgwj58ul8auzdvi3czf,0,31.3,45.2,2024-07-28T14:02:56.860Z,2024-07-28T14:13:21Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5122341787,141,83.6,5122341783,56,Left,5122341793,1,,5122341789,212,46.4,5122341785,140,67.8,5122341791,213,0.60,5122341781,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222281,3,44,1,0,6,36g6ifzjliec1jqnbtf7yesme,1,31.3,20.7,2024-07-28T14:02:58.468Z,2024-07-28T14:03:00Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5122341797,56,Back,5122341799,285,,5122341855,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222283,5,44,1,0,6,ahnt9ejgwj58ul8auzdvi3czf,0,68.7,79.3,2024-07-28T14:02:58.469Z,2024-07-28T14:03:00Z,cugmerpydsw8kqbo2rle9npm2,A. Lind,,,5122341813,286,,5122341869,233,3,5122341811,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222297,4,1,1,0,7,36g6ifzjliec1jqnbtf7yesme,0,27.6,24.4,2024-07-28T14:02:58.944Z,2024-07-28T14:03:00Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5122341891,56,Back,5122341895,141,0.0,5122341897,212,22.0,5122341893,140,40.0,5122341889,3,,5122341899,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704222303,5,5,1,0,8,36g6ifzjliec1jqnbtf7yesme,0,42.8,-1.4,2024-07-28T14:03:00.294Z,2024-07-28T14:03:03Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5122342057,233,6,5122341917,347,,5122341915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
