id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value
2713360557,1,34,16,0,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-25T14:55:05.539Z,2024-08-25T16:01:07Z,,,,,5172792379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5173121481,197,5111,5172792373,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5172792375,59,"1, 2, 37, 4, 32, 31, 35, 10, 36, 28, 11, 5, 7, 8, 9, 16, 18, 22, 24, 99",5173111391,194,etz3rjq7chhaomst5u28nnff9,5172792381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5172792371,30,"4ilnnpfgjfz35lni9ppzd93v9, hsobzlp177f9755mpsi7szmy, 1gr0k94d0nh7msa32f6728aok, bnar4f48vnx4oaz2lzch48es5, 506kxojakimt5s0v2c4q6b33e, 6anvl82jyio52wo87cbxdp4np, 2xp7fbcl6a4nua9jpm7b4k1sk, etz3rjq7chhaomst5u28nnff9, 7z1pv1wezn5rydamnknklv2ay, 53nd6a4o02ebb0w2s12prijje, 9auqrrixu34cgkpe8trlkaoh6, bmkq3hz1z7lsji7wgr3j8978p, chteizjcvxpvze9p77gcttcoa, 8domjmewnw5h6b19vef8w0afp, 53tbs0tyag4c741oqro5t7b2t, 3hi7nroqhsvj8elv8nd9a8ted, cft1n7qn5juaedelpvqwo2f3d, 94didhw8o1blxonn4amoahcr9, 2tthm6h5o033dz440e476rhbe, 22760086vtvx2xulry32q21hw",5172792377,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713372469,1,34,16,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-08-25T15:09:13.090Z,2024-08-25T16:01:03Z,,,,,5172855289,59,"1, 27, 44, 6, 3, 4, 10, 28, 19, 9, 30, 5, 7, 15, 16, 24, 25, 29, 90, 20",5173119833,197,23959,5172855285,30,"dmxzug2enscx331w5vmdzn2s5, 6m5ftd7c68b2d4d2931xs5srt, 60z63hezwwosjnhvamcwxtre1, 6uj3c69lgu6boblkjiuhoy6eh, effgiwtme6eu08o1ninlnqqqd, 8cox96ikk1k4c24f0y5ef45x, ag40mk09zc8tzbkr7dnnqumay, 2mawaijd9czgtd5jh9myk434l, 6w9yjs87tue7noq71ftksxez8, 606hufq6dapf3qxcgilbc8tt5, 4vfbiav52mg5s9vnx53f0nhuc, 1t67kvg37jg2elz9voix5kcet, 1329qhvvxpp6j4q5esh4n3hii, 2datlbzulrzdgpyxv3fkzn0et, brsecgiiou4wcogoimzawyhp0, 3cdo7b8vwb5kzeoaxzqm6esk4, cyuoj9pesenese4i3pklv7d2h, 2lyhi7j3id7emsh54ehdva3ca, 9yuyz4ci6wqikd6ckjstbt2i1, bz76p441ynj57eytvsz9kmtck",5172855293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5172855295,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5173119831,194,8cox96ikk1k4c24f0y5ef45x,5172855287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5172855291,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423545,2,32,1,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-08-25T16:02:22.374Z,2024-08-25T16:02:24Z,,,,,5173126001,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423539,2,32,1,0,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-25T16:02:22.374Z,2024-08-25T16:02:22Z,,,,,5173125955,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423577,3,1,1,0,0,9qsmopgutr7ut5g6workk8w4i,1,50.1,49.7,2024-08-25T16:02:22.896Z,2024-08-25T16:02:25Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5173126189,213,5.74,5173126193,278,,5173126185,141,47.0,5173126183,140,53.0,5173126187,212,3.6,5173126191,279,S,5173126181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423583,4,1,1,0,2,9qsmopgutr7ut5g6workk8w4i,1,53.0,50.6,2024-08-25T16:02:24.619Z,2024-08-25T16:02:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5173126253,213,2.11,5173126245,56,Back,5173126251,212,16.0,5173126247,140,45.1,5173126249,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423625,5,1,1,0,3,9qsmopgutr7ut5g6workk8w4i,1,45.6,75.3,2024-08-25T16:02:26.091Z,2024-08-25T16:02:29Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5173126471,141,92.9,5173126469,140,56.0,5173126467,56,Left,5173126475,213,0.83,5173126473,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423661,6,1,1,0,7,9qsmopgutr7ut5g6workk8w4i,1,58.5,94.2,2024-08-25T16:02:29.475Z,2024-08-25T16:02:32Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5173126709,140,39.8,5173126715,213,3.31,5173126713,212,19.9,5173126707,56,Back,5173126711,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423675,7,1,1,0,10,9qsmopgutr7ut5g6workk8w4i,1,37.2,85.2,2024-08-25T16:02:32.619Z,2024-08-25T16:02:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5173126819,212,9.6,5173126817,141,95.6,5173126823,213,0.83,5173126813,56,Back,5173126815,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423733,8,1,1,0,11,9qsmopgutr7ut5g6workk8w4i,0,43.6,96.5,2024-08-25T16:02:34.316Z,2024-08-25T16:02:37Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5173127049,140,72.3,5173127053,212,30.3,5173127055,213,0.10,5173127047,56,Left,5173127051,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423861,3,5,1,0,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.6,-1.2,2024-08-25T16:02:37.864Z,2024-08-25T16:10:44Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5173127813,347,,5173127815,233,9,5173127811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423739,9,5,1,0,15,9qsmopgutr7ut5g6workk8w4i,0,73.4,101.2,2024-08-25T16:02:37.864Z,2024-08-25T16:10:44Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5173127085,56,Left,5173127821,233,3,5173127087,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423881,4,1,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.9,0.0,2024-08-25T16:02:49.634Z,2024-08-25T16:02:52Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5173127947,141,9.8,5173127951,213,0.20,5173127941,107,,5173127945,140,63.6,5173127949,212,38.2,5173127943,56,Right,5173127953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423905,10,61,1,0,32,9qsmopgutr7ut5g6workk8w4i,1,36.5,86.1,2024-08-25T16:02:54.987Z,2024-08-25T17:04:20Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5173128091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713423981,12,1,1,0,34,9qsmopgutr7ut5g6workk8w4i,1,24.9,83.1,2024-08-25T16:02:56.506Z,2024-08-25T17:04:24Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5173128479,140,35.3,5173128481,141,76.7,5173128483,212,11.8,5173128485,213,5.90,5173128477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713424041,13,1,1,0,36,9qsmopgutr7ut5g6workk8w4i,1,38.0,80.5,2024-08-25T16:02:59.147Z,2024-08-25T17:04:32Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5173128827,141,44.2,5173128831,213,4.99,5173128829,212,25.6,5173128825,140,44.6,5173128823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713424085,14,1,1,0,42,9qsmopgutr7ut5g6workk8w4i,1,46.3,47.5,2024-08-25T16:03:04.427Z,2024-08-25T16:03:07Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5173129065,141,70.7,5173129069,213,0.90,5173129063,140,58.2,5173129067,212,20.1,5173129061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713424047,5,43,1,0,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-08-25T16:03:04.850Z,2024-08-25T16:03:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5173129111,144,45,5173128865,285,0,5173128863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
