id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2777872113,1,34,16,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-02-17T16:59:37.113Z,2025-02-17T18:07:53Z,,,,,5524369027,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5524369021,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5524369025,130,8,5524499801,194,8cox96ikk1k4c24f0y5ef45x,5524497891,197,4650,5524369019,30,"dmxzug2enscx331w5vmdzn2s5, 6m5ftd7c68b2d4d2931xs5srt, 60z63hezwwosjnhvamcwxtre1, 6uj3c69lgu6boblkjiuhoy6eh, effgiwtme6eu08o1ninlnqqqd, 8cox96ikk1k4c24f0y5ef45x, d1j2a0az2datf1l2efdzne7vu, 2mawaijd9czgtd5jh9myk434l, 54ipja7wrxji6kn8yw5uhr6ga, 606hufq6dapf3qxcgilbc8tt5, 8domjmewnw5h6b19vef8w0afp, 1329qhvvxpp6j4q5esh4n3hii, ag40mk09zc8tzbkr7dnnqumay, o7nooyu95nab78ys541e3uuh, brsecgiiou4wcogoimzawyhp0, 2datlbzulrzdgpyxv3fkzn0et, 3aoh34sqan7y34c2qa1d6xkyy, bz76p441ynj57eytvsz9kmtck, cyuoj9pesenese4i3pklv7d2h, 4vfbiav52mg5s9vnx53f0nhuc",5524369023,59,"1, 27, 44, 6, 3, 4, 11, 28, 26, 9, 17, 7, 10, 14, 16, 15, 18, 20, 25, 30",5524369029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777872437,1,34,16,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-02-17T17:02:56.106Z,2025-02-17T18:00:24Z,,,,,5524496155,197,27262,5524370899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5524370893,59,"41, 13, 15, 27, 5, 6, 11, 17, 7, 8, 16, 1, 2, 10, 22, 24, 30, 33, 36, 19",5524370889,30,"f2ibn3ej2doay3b4u8ezeix62, 6b8vhoisrfwkljhz4u7pduej8, dux0skggr99ydjz3kn58p3wmh, 4gqnyyx3i92fayq6cxvekqwut, 4cbaoo2irqtme9goxuz6s3ey2, ayqy2vql1oumokqly9ahfrnx1, aahyom322jdc6f21960ycuzth, c9u2w9ikckbrra8vln2ucbf9w, 8g4r9maz4invihjmdzpfxy0np, 8inyievyp1az6q3dtlkpynf56, bbezbukg20q5b6kfnjuzhs55g, ckhhpn9ppgvlrtubf7li3se09, 7xc0qldxpidl07vij2wgu1sk5, 6tckvu2rw7ns18dq7dim0sout, 9ic9msq3tj4gx8wqa6wfwk50q, 2ubad2kxha6n1c8c8sr2ogmad, ssluj1c3ft94nkfs58dc8cq2, rq6npjy37kolscu8lrj4r2dx, ftw3io63hk5vuoa3lyfgowes, 823p7p1amx8lp445bo6bi01lg",5524370891,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5524496609,194,8g4r9maz4invihjmdzpfxy0np,5524370897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5524370895,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895151,2,32,1,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-02-17T18:02:32.517Z,2025-02-17T20:45:36Z,,,,,5524500141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895147,2,32,1,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-02-17T18:02:32.517Z,2025-02-17T18:02:32Z,,,,,5524500127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895167,3,1,1,0,0,b3r6d8ydtmtjckam6pku9y400,1,50.1,49.9,2025-02-17T18:02:32.518Z,2025-02-17T20:57:34Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5524500223,212,24.8,5524500217,56,Back,5524500221,141,33.5,5524500227,279,S,5524500225,213,3.61,5524500219,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895179,4,1,1,0,4,b3r6d8ydtmtjckam6pku9y400,1,29.0,33.5,2025-02-17T18:02:37.059Z,2025-02-17T18:15:49Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524500289,213,0.76,5524500279,157,,5524500283,140,61.8,5524500291,1,,5524500287,212,47.5,5524500281,56,Left,5524500285,141,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895189,5,1,1,0,6,b3r6d8ydtmtjckam6pku9y400,0,61.2,83.6,2025-02-17T18:02:38.860Z,2025-02-17T20:57:47Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5524500341,56,Left,5524500337,3,,5524500347,212,10.9,5524500345,141,93.7,5524500339,168,,5524500349,213,0.68,5524500343,140,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895185,3,44,1,0,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.5,9.7,2025-02-17T18:02:40.373Z,2025-02-17T19:27:39Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524500429,233,6,5524500331,285,,5524500329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895193,6,44,1,0,7,b3r6d8ydtmtjckam6pku9y400,0,73.5,90.3,2025-02-17T18:02:40.374Z,2025-02-17T19:27:39Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5524500367,286,,5524500365,56,Left,5524500449,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895197,4,12,1,0,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.8,11.0,2025-02-17T18:02:40.819Z,2025-02-17T18:02:42Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524500387,212,6.4,5524500383,140,25.9,5524500381,56,Back,5524500385,141,11.1,5524500389,213,0.01,5524500399,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895207,7,1,1,0,9,b3r6d8ydtmtjckam6pku9y400,0,65.2,89.7,2025-02-17T18:02:42.484Z,2025-02-17T18:02:44Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5524500457,3,,5524500467,213,5.65,5524500463,141,75.9,5524500461,140,77.3,5524500465,212,15.8,5524500459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895205,5,44,1,0,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.6,22.2,2025-02-17T18:02:43.427Z,2025-02-17T19:27:40Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5524500453,56,Back,5524500455,285,,5524500489,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895209,8,44,1,0,10,b3r6d8ydtmtjckam6pku9y400,0,78.4,77.8,2025-02-17T18:02:43.428Z,2025-02-17T19:27:40Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5524500473,286,,5524500503,233,5,5524500471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895211,6,12,1,0,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.5,18.9,2025-02-17T18:02:43.827Z,2025-02-17T18:02:45Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5524500485,15,,5524500475,56,Back,5524500477,140,30.4,5524500481,212,11.6,5524500483,213,0.14,5524500479,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895225,8,1,1,0,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.0,19.4,2025-02-17T18:02:46.227Z,2025-02-17T18:02:47Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5524500545,140,18.1,5524500547,141,23.9,5524500549,212,13.9,5524500551,213,2.92,5524500543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895227,9,1,1,0,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,18.3,23.9,2025-02-17T18:02:46.603Z,2025-02-17T20:58:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5524500563,212,46.1,5524873707,157,,5524500557,56,Center,5524500559,140,62.2,5524500565,213,0.01,5524500561,141,24.3,5524500567,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895231,9,1,1,0,17,b3r6d8ydtmtjckam6pku9y400,0,40.0,71.3,2025-02-17T18:02:49.973Z,2025-02-17T18:02:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524500589,141,65.9,5524500591,212,25.5,5524500583,155,,5524500593,213,6.14,5524500585,56,Center,5524500587,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895247,10,1,1,0,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.7,31.8,2025-02-17T18:02:52.643Z,2025-02-17T18:02:54Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5524500657,56,Back,5524500665,213,1.00,5524500659,140,46.1,5524500663,212,14.4,5524500661,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
