id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2724169903,1,34,16,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-22T11:16:29.981Z,2024-09-22T11:59:51Z,,,,,5231997731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5231997727,130,4,5231997725,59,"16, 21, 23, 6, 12, 4, 7, 8, 10, 15, 17, 1, 5, 9, 11, 18, 22, 24, 25, 26",5232166641,194,5j9d1plbsd5ic01r3ggziutwp,5231997723,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5232166645,197,23447,5231997729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5231997721,30,"c7gwbtdqptxjtu3tn3xctvit, 5rgwuoboh1keb2gf21wcw5dqt, 7sbdudf1vycn8hinw0giakpyi, 5j9d1plbsd5ic01r3ggziutwp, 6rd849oap6uh93wdwjk8590q1, czpstoiy12awqpasz573ckp91, 5x8064b3yr7txk0czddfjtffu, 1902oagnhlo7x9xpumxvg1t78, a8opuarwq9byw73nhfgvo9nca, 3ejggtt1du1cui3wc1f8oqx62, 6gh4z3yubnpypzoakjom1rj3e, a6ham5hnwv62w3tynikyal68l, 33sxiwcjeqcop3ukuok86ujmd, 828b7y3phhpb62srvtrjhtgk4, 7foqorbwhgqjghtxa2nax6kgk, bh06w40pwo6dy3cjrw3r2i0ru, 3361cs2j60yxzy9mir80byqc5, 94560hgwsjkx8qgz48f7gzitw, adg5dfvzxjrzlz1n2jsfeyx3o, 5jdkdvxssuc8gvzwwrq5bs76y",,,,,,,,,,,,,,,,,,,,,,,,,,,
2724174159,1,34,16,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-22T11:25:17.221Z,2024-09-22T12:05:12Z,,,,,5232021051,130,8,5232155899,197,12608,5232021053,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5232021049,59,"1, 25, 59, 5, 29, 4, 37, 34, 18, 8, 17, 7, 10, 11, 13, 14, 15, 24, 33, 71",5232021047,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5232021045,30,"53y263xxfdf1itytiqhg3v6c5, 9s85lkd1qi525r4horgbtostl, 6c2isptqoy4cq5c8rlr9s1roq, 2anc9ug5nr25khmtcc4id2pxx, chsirsawrhuh787kofklnjmqd, 7hukebiijqntuvetwzralzuju, 1hbucfyn2l3bxcw5r4zcb1dlg, 7uia9zlz3axnuc6usdn9u4kfe, 9yiz575rldkwu7icgqwk1qmdx, 22zuxw8lez5w4vjd8spzzysyc, 94hei5v2f93ga4b0iwxxisbu1, 1yqlkot5sh85ot3eemo67djv9, 3ylgelxr6ssp42hidfnchqp2i, 7rtrg77m3xozgfhu3p2ihfey2, 1ykl08k2c2kwxukw0gvslf6qd, 6ylzm57bvpufg3cenadtv7qhh, 2rgil8e1uix2orli95p1si0ut, 1k9g7x8jwhzcpx8bc5ji7og0k, 22760086vtvx2xulry32q21hw, 6uvp2evoo07gv5rc5ht2l012i",5232021055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5232155897,194,7hukebiijqntuvetwzralzuju,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203177,2,32,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-22T12:01:45.638Z,2024-09-22T12:01:45Z,,,,,5232175643,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203187,2,32,1,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-22T12:01:45.638Z,2024-09-22T15:02:08Z,,,,,5232175685,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203199,3,1,1,0,0,aljua8crr0vkwit0j3m59jw9j,1,50.0,50.0,2024-09-22T12:01:45.673Z,2024-09-22T12:49:19Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5232175731,213,3.15,5232175733,279,S,5232175727,141,49.8,5232175725,140,34.2,5232175723,56,Back,5232175729,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203283,4,1,1,0,2,aljua8crr0vkwit0j3m59jw9j,0,34.8,51.5,2024-09-22T12:01:48.401Z,2024-09-22T12:49:27Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5232176245,1,,5232176239,141,69.9,5232176233,157,,5232176241,212,43.9,5232176235,56,Center,5232176243,213,0.29,5232176237,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203289,3,44,1,0,6,c165yjiny1qnmfdvefxvflnkc,1,24.6,27.9,2024-09-22T12:01:52.053Z,2024-09-22T12:06:49Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5232176371,233,5,5232176273,285,,5232176271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203307,5,44,1,0,6,aljua8crr0vkwit0j3m59jw9j,0,75.4,72.1,2024-09-22T12:01:52.054Z,2024-09-22T12:49:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5232176355,56,Center,5232176387,233,3,5232176357,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203321,4,1,1,0,6,c165yjiny1qnmfdvefxvflnkc,0,24.0,25.3,2024-09-22T12:01:52.555Z,2024-09-22T12:03:06Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5232176435,213,6.05,5232176427,56,Back,5232176425,3,,5232176431,141,20.9,5232176429,140,36.1,5232176433,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203343,6,1,1,0,10,aljua8crr0vkwit0j3m59jw9j,0,58.0,86.6,2024-09-22T12:01:55.906Z,2024-09-22T12:01:56Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5232176575,212,11.0,5232176569,56,Left,5232176577,213,6.25,5232176571,140,68.5,5232176579,1,,5232176573,141,86.1,5232176567,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203407,6,1,1,0,13,c165yjiny1qnmfdvefxvflnkc,0,30.1,4.4,2024-09-22T12:01:59.452Z,2024-09-22T12:02:00Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5232176903,140,55.2,5232176901,56,Right,5232176909,213,0.29,5232176907,212,27.5,5232176899,155,,5232176905,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203479,7,1,1,0,14,aljua8crr0vkwit0j3m59jw9j,1,37.4,84.3,2024-09-22T12:02:00.433Z,2024-09-22T12:49:55Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5232177273,213,0.00,5232177267,140,52.9,5232177265,56,Left,5232177271,212,16.3,5232177263,3,,5232177269,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203501,8,1,1,0,17,aljua8crr0vkwit0j3m59jw9j,1,52.9,84.4,2024-09-22T12:02:03.042Z,2024-09-22T12:50:01Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5232177417,141,78.1,5232177409,3,,5232177413,140,52.9,5232177421,212,4.3,5232177423,213,4.71,5232177411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203523,9,1,1,0,18,aljua8crr0vkwit0j3m59jw9j,1,52.8,77.9,2024-09-22T12:02:04.370Z,2024-09-22T15:17:30Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5232177543,141,95.5,5232177537,155,,5232177541,140,45.2,5232177553,213,2.16,5232177547,212,14.4,5232177539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
