id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/17/value
2807114939,1,34,16,0,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-27T13:35:25.952Z,2025-04-27T14:32:01Z,,,,,5684891433,59,"1, 2, 3, 11, 6, 24, 5, 8, 18, 7, 28, 39, 4, 9, 10, 16, 17, 20, 22, 32",5684891439,194,4w8yuib6lrya8ucle0j9maxka,5684891441,197,25126,5684891431,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5684891435,130,4,5684891429,30,"27hg1g0tz1l6mt4eugz841hw5, 2mfqgk982ky4y88ddcljx25n8, reelt18o0lhvy8vl8h33glpl, 6vy0wrnn1jz4tjp9ofxr9qesq, 1t67kvg37jg2elz9voix5kcet, 8ebx705t6jvq53z6tjk0ke1d6, 4w8yuib6lrya8ucle0j9maxka, 174tz9lh744fhcxzabu00746h, 5svga5s2fg0n058ms3pndyhhw, 40l3vtezw1ofwk2occi4z5w45, 2e1xnfe3hisebv1tytnkzk178, 4id56bnddab7qd1mxxsm8ueqc, dczigjj5jklu5214hs3rw1mvo, cntz26i7p4q9fyzh55xswpudw, 30117qloj2vhnxq4djfktp7u1, 7uqexxe985u3bbx5lxx2vgand, b83hbe115qfbfh703m5idim8k, 2e1j4tbrlrgqvm7io0hfu7is5, 8wz2m0yj4f0ci90m0wjftnoid, 9eaa74frc7sjli4e48cey3r4k",5684891437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684891443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807122375,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-27T13:40:16.927Z,2025-04-27T13:40:16Z,,,,,5684931733,194,8ntq70sdmvbmmvchvu5jd6ndh,5684931725,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5684931727,59,"40, 37, 3, 9, 2, 19, 7, 15, 5, 22, 8, 30, 4, 10, 11, 14, 20, 21, 24, 28",5684931723,30,"3qlfkqrawehngfhe1zmy1a61g, 7a08ravzlia5dhw5dm1q707pw, 2lafgzvhv0er31i6c2nb6xqfo, 9d08simhpio6vi217mqtro6ad, bfnqlxk0wiv1uy0ptwwqhk9hw, 4er21aspnwqojlenu6lhc2b4l, 3kgwkv2bjw5h244h675kmsclx, 2k1v6526ielemu1w3rayxdkkq, 8ntq70sdmvbmmvchvu5jd6ndh, 3v40cf58jryvu4l4cxu4w9ht6, ay6mgdylpu08d9pydxejbd562, b8022a60ucgg0syjuj2m85atw, sxahqo62pj3wu3yfeah4fiay, a2ggooyqi2s1berhxtm75j5qt, ez7xc7vakt4fmabtp61w72yju, 3hn1o03lxsjzju3uorl6rnpxw, ekiy8mogxcfn05kwouydbdwr8, 5jv0xmo83g4lbzo8nodqbh46i, 7e058o66inex7g90wrwaeauw9, 4xkiduv00nq24op9s8nuxbqxg",5684931731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684931735,197,24931,5684931737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684931729,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186115,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-27T14:30:33.684Z,2025-04-27T14:30:33Z,,,,,5685279483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186137,2,32,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-27T14:30:33.684Z,2025-04-27T14:30:36Z,,,,,5685279589,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186191,3,1,1,0,0,7hlumphk42363z3i2nry2wrzj,1,50.1,49.9,2025-04-27T14:30:33.685Z,2025-04-27T14:30:37Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5685279919,213,2.67,5685279921,279,S,5685279913,140,23.1,5685279917,212,31.7,5685279915,141,70.9,5685279911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186257,4,1,1,0,4,7hlumphk42363z3i2nry2wrzj,0,25.9,78.8,2025-04-27T14:30:38.356Z,2025-04-27T14:30:39Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5685280343,212,52.5,5685280341,141,27.3,5685280337,56,Center,5685280345,213,5.55,5685280339,140,63.2,5685280335,157,,5685280347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186307,3,61,1,0,7,durq4oppf7c08tnbzrlebt0uz,0,36.2,86.9,2025-04-27T14:30:41.537Z,2025-04-27T14:41:03Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5685280633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186429,5,1,1,0,9,7hlumphk42363z3i2nry2wrzj,0,55.6,29.7,2025-04-27T14:30:43.411Z,2025-04-27T14:30:48Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685281329,213,0.27,5685281319,140,83.0,5685281321,141,41.3,5685281323,212,29.8,5685281313,155,,5685281315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186415,4,44,1,0,13,durq4oppf7c08tnbzrlebt0uz,1,16.8,60.2,2025-04-27T14:30:47.523Z,2025-04-27T14:40:17Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5685281583,233,6,5685281241,56,Back,5685281243,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186451,6,44,1,0,13,7hlumphk42363z3i2nry2wrzj,0,83.2,39.8,2025-04-27T14:30:47.524Z,2025-04-27T14:40:17Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5685281461,286,,5685281603,233,4,5685281459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186421,5,12,1,0,14,durq4oppf7c08tnbzrlebt0uz,1,16.4,62.4,2025-04-27T14:30:47.996Z,2025-04-27T14:30:47Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5685281257,56,Back,5685281269,213,1.08,5685281285,15,,5685281265,141,74.4,5685281261,140,20.6,5685281267,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186449,6,12,1,0,15,durq4oppf7c08tnbzrlebt0uz,1,20.6,74.4,2025-04-27T14:30:49.228Z,2025-04-27T14:30:53Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5685281441,56,Back,5685281443,140,27.7,5685281445,141,73.3,5685281449,213,6.18,5685281527,15,,5685281447,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186513,7,1,1,0,17,7hlumphk42363z3i2nry2wrzj,1,76.7,33.7,2025-04-27T14:30:50.692Z,2025-04-27T14:41:36Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5685281847,56,Center,5685281853,212,3.4,5685368799,3,,5685281849,140,78.4,5685281851,141,37.9,5685281855,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186567,8,1,1,0,18,7hlumphk42363z3i2nry2wrzj,1,78.4,37.9,2025-04-27T14:30:52.067Z,2025-04-27T14:30:54Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5685282155,141,42.5,5685282151,56,Center,5685282153,140,83.6,5685282157,212,6.3,5685282159,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
