id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2817812365,1,34,16,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-22T16:07:40.261Z,2025-05-22T17:02:18Z,,,,,5744099261,59,"1, 2, 19, 5, 6, 4, 8, 20, 7, 26, 18, 27, 3, 13, 15, 17, 21, 22, 23, 29",5744099271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5744099269,197,22116,5744099265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5744099257,30,"ch1ehgr9guufs2wmz5dbvmvo5, 1ojl4m8rsuzsjufucdotav4es, 7eo3ceto09y3x4j4gh9m91kvd, 4mroygq2ruxkml5c5j4awwted, 5s647zr10m1nxt4xxpxkpgmw9, 9s3boszvqn3fzsx0r1xswqyqy, cyfvxg9z9aqfsoydhz7sr3qxg, chzhwdk4l54t2kf606bkuiaqd, 8hq0so8nzsuzmsffae5nwdwmi, 2v1tnyzorjyx7pyf3auj73ytw, 83uml6n0wlgtirmi30sa2ihd6, ec8biuf2bhu7sjwni7dhirz6x, 3uj9aygyfvo2sm844e72oeesq, p4vij77v1xw1bl68jl4jts0k, 6mworg0saiu0e3pfg8sqopo2c, 8fle9xgnd83jth2i2d6vh0k16, b1sztx2xd79amygbbvdia24et, 5e2tf15sp7zo70njveqg1b2z9, 5ib5990rsa8y9pf2bu4risjqh, dwmmr57jqlzrzvkpxr01fnt3o",5744099267,194,chzhwdk4l54t2kf606bkuiaqd,5744099259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5744099263,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817812975,1,34,16,0,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-22T16:11:18.637Z,2025-05-22T16:11:18Z,,,,,5744102991,194,5h6xr50d54zcxnktz7q58oa1h,5744102989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5744102981,30,"4cytj4f9uirlo8vb8mcsv6v6y, 43anppywo7v1ydan12sq816ac, 9dfl060r1skgp74piehh2uvhl, 5h6xr50d54zcxnktz7q58oa1h, a0i74nqik3lbi02ngno0m0ys4, 507n9mr51v21q8isz9ll3m6eh, to4j02so007q7mkqpnrrumtw, drzdo6ouxi5n4jafhfajpor85, dgxqp83lhb316dec1rpi5op62, bbrdybdlcobf8cc9epxzeledw, f0iow2x82mfh6x1olrrjo5puc, bomd9wl2cnqwck46ctwjqju1h, 93qjy2eilbuufwu2kbwpfng7p, 23iwje6cgkgc05szzf2l5z97u, bqravo7lm21jq5m4cz8uhx638, 9hg51o20uf6u2bjgshjax9soa, 15mg49mqn215ce4ojukev0o2x, b7bmxh0q5aa8646sxmvy0etqs, eb0ovd9v1dlil87ty5ueboy6s",5744102985,59,"1, 26, 11, 24, 5, 4, 39, 10, 16, 6, 19, 35, 7, 14, 15, 17, 18, 25, 27",5744102995,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5744102987,130,13,5744102983,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5744102993,197,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822189,2,32,1,0,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-22T17:01:14.071Z,2025-05-22T17:01:16Z,,,,,5744157187,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822185,2,32,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-22T17:01:14.071Z,2025-05-22T17:01:14Z,,,,,5744157185,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822191,3,1,1,0,0,spvvjmk37iid7hsky9g3nce7,1,50.0,50.0,2025-05-22T17:01:14.099Z,2025-05-22T17:01:17Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5744157197,213,3.12,5744157193,141,50.7,5744157199,279,S,5744157191,140,27.7,5744157189,56,Back,5744157195,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822233,4,1,1,0,2,spvvjmk37iid7hsky9g3nce7,0,25.4,51.9,2025-05-22T17:01:16.810Z,2025-05-22T17:01:23Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5744157419,213,0.37,5744157409,157,,5744157411,56,Center,5744157415,141,74.8,5744157421,1,,5744157417,212,43.5,5744157413,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822231,3,44,1,0,6,2nnlsjfbcea40t4jeclcbw9lk,1,33.4,25.4,2025-05-22T17:01:20.987Z,2025-05-22T17:55:06Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5744157387,56,Back,5744157463,233,5,5744157389,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822241,5,44,1,0,6,spvvjmk37iid7hsky9g3nce7,0,66.6,74.6,2025-05-22T17:01:20.988Z,2025-05-22T17:55:07Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5744157451,286,,5744157449,56,Center,5744157467,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822237,4,12,1,0,7,2nnlsjfbcea40t4jeclcbw9lk,1,28.3,26.7,2025-05-22T17:01:21.240Z,2025-05-22T17:01:22Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5744157437,56,Back,5744157445,213,5.82,5744157439,140,38.0,5744157443,212,11.4,5744157441,141,19.2,5744157447,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823757,57,61,1,0,7,spvvjmk37iid7hsky9g3nce7,1,72.1,71.6,2025-05-22T17:01:21.306Z,2025-05-22T17:06:08Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5744166521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822265,6,1,1,0,9,spvvjmk37iid7hsky9g3nce7,1,54.4,77.2,2025-05-22T17:01:23.962Z,2025-05-22T17:01:27Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5744157573,140,44.6,5744157575,141,81.8,5744157571,56,Back,5744157577,212,10.8,5744157579,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822277,7,1,1,0,13,spvvjmk37iid7hsky9g3nce7,1,39.0,77.8,2025-05-22T17:01:27.161Z,2025-05-22T17:01:32Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5744157667,213,3.86,5744157655,140,21.4,5744157651,56,Back,5744157663,212,24.6,5744157659,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822285,8,1,1,0,18,spvvjmk37iid7hsky9g3nce7,1,17.3,51.0,2025-05-22T17:01:32.537Z,2025-05-22T17:01:36Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5744157691,140,18.0,5744157689,56,Back,5744157697,213,1.52,5744157693,141,73.6,5744157695,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822289,9,1,1,0,22,spvvjmk37iid7hsky9g3nce7,0,17.4,74.4,2025-05-22T17:01:36.136Z,2025-05-22T17:01:38Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5744157731,1,,5744157725,141,78.4,5744157721,56,Center,5744157729,213,0.07,5744157723,140,53.7,5744157727,212,38.2,5744157719,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822313,5,1,1,0,25,2nnlsjfbcea40t4jeclcbw9lk,1,30.4,20.6,2025-05-22T17:01:40.055Z,2025-05-22T17:01:44Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5744157851,212,9.5,5744157843,3,,5744157847,140,38.5,5744157845,56,Back,5744157853,213,0.45,5744157849,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822323,11,83,1,0,30,spvvjmk37iid7hsky9g3nce7,0,54.7,73.3,2025-05-22T17:01:44.314Z,2025-05-22T17:07:16Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5744157931,399,5s647zr10m1nxt4xxpxkpgmw9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822317,7,1,1,0,30,2nnlsjfbcea40t4jeclcbw9lk,0,37.8,28.9,2025-05-22T17:01:44.391Z,2025-05-22T17:07:00Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5744157861,141,18.9,5744157865,213,4.71,5744157857,56,Back,5744157863,212,6.8,5744157859,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822319,10,8,1,0,30,spvvjmk37iid7hsky9g3nce7,1,52.1,79.9,2025-05-22T17:01:45.049Z,2025-05-22T17:01:45Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5744157867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822329,8,1,1,0,32,2nnlsjfbcea40t4jeclcbw9lk,0,32.4,20.3,2025-05-22T17:01:46.887Z,2025-05-22T17:01:47Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5744157897,140,50.7,5744157893,157,,5744157903,213,0.23,5744157899,141,26.8,5744157901,212,19.7,5744157895,56,Center,5744157905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822335,12,1,1,0,34,spvvjmk37iid7hsky9g3nce7,1,37.1,70.2,2025-05-22T17:01:48.185Z,2025-05-22T17:01:49Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5744157943,213,0.21,5744157937,140,48.1,5744157935,56,Back,5744157941,212,11.8,5744157939,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822341,14,1,1,0,35,spvvjmk37iid7hsky9g3nce7,1,48.6,75.1,2025-05-22T17:01:49.689Z,2025-05-22T17:01:50Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5744157965,141,81.8,5744157961,56,Left,5744157969,213,0.98,5744157963,140,51.5,5744157967,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822353,15,1,1,0,36,spvvjmk37iid7hsky9g3nce7,1,51.5,81.8,2025-05-22T17:01:50.841Z,2025-05-22T17:01:53Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5744158035,212,7.0,5744158033,141,71.7,5744158029,56,Center,5744158037,213,4.52,5744158031,140,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822347,9,83,1,0,37,2nnlsjfbcea40t4jeclcbw9lk,0,40.5,23.9,2025-05-22T17:01:51.799Z,2025-05-22T17:01:55Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5744158111,399,f0iow2x82mfh6x1olrrjo5puc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822367,16,1,1,0,39,spvvjmk37iid7hsky9g3nce7,1,53.1,68.5,2025-05-22T17:01:53.433Z,2025-05-22T17:01:55Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5744158099,141,58.4,5744158095,56,Center,5744158103,213,5.57,5744158101,212,10.5,5744158097,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822371,17,50,1,0,41,spvvjmk37iid7hsky9g3nce7,1,64.6,61.2,2025-05-22T17:01:55.321Z,2025-05-22T17:02:06Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5744158109,286,,5744158307,233,10,5744158107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822405,10,7,1,0,41,2nnlsjfbcea40t4jeclcbw9lk,0,35.4,38.8,2025-05-22T17:01:55.322Z,2025-05-22T17:02:05Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5744158287,285,,5744158289,233,17,5744158285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822409,18,1,1,0,45,spvvjmk37iid7hsky9g3nce7,0,75.4,86.3,2025-05-22T17:01:59.770Z,2025-05-22T17:02:25Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5744158323,212,42.8,5744158315,155,,5744158327,1,,5744158319,140,100.0,5744158325,213,5.40,5744158313,2,,5744158317,56,Center,5744158321,141,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822433,20,43,1,0,47,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-22T17:02:01.418Z,2025-05-22T17:02:20Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5744158435,22,0,5744158439,56,Center,5744158661,144,13,5744158437,16,0,5744158491,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
