id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2809235381,1,34,16,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-03T12:08:53.180Z,2025-05-03T12:08:53Z,,,,,5696775423,130,13,5696775431,194,9469qatlpe6rdqko8c6ha4out,5696775433,197,10418,5696775417,59,"25, 12, 2, 7, 5, 4, 11, 8, 9, 16, 10, 1, 15, 17, 18, 23, 24, 27, 30",5696775427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5696775435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696775413,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5696775411,30,"6pdqmo7vuzy9lt7v6vvmqybu2, ec6qqle54cq9gck2jhnbpjzs9, 7qsp3fm0wkymgiej6s7jj06p5, a4f6z4alegkvrhm4k864w9lg5, b5kncgqkpiofwduo2snjz74dl, 3n6cx9whi75ybd9h6pv7i3mga, 9ajfpzjfipsub15tats3mo2j9, 9469qatlpe6rdqko8c6ha4out, cxq6miltbekjrfil30uuo0tn8, 3ihcnb7xmqlsefg10xbdraqqd, 2mk86jc25lu7lqklnvntxmtxw, 43tfpd1zge7whbwd5xchiu06i, el14eiipsagmeuhborw0ksfoq, 81bn1esm8kuwq5yofmyxnnemt, 43qtylo4kl50nmdiiu5hufqj8, 46ups8z9vhv73u0op2ld07wus, 10dorj1evvavs9abofp4ix4b8, 8e8v25kjfqsohkczqxj5xsmj8, 96v3rv4y74yt6ukwh2churhbe",,,,,,,,,,,,,,,,,,,,,,,,,,,
2809248805,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-03T12:21:16.491Z,2025-05-03T14:28:23Z,,,,,5696846983,30,"dsw7clrtv93nkdnppqhfm1n9, bdgqvvkpadpthmlm40wa6dcyx, 77767sxrg8n7kfm58qf1wq32s, 546vmchsyl1wt10pr13r5oup6, dcewpavwmjbplo5fahrzfxega, 6lykrd3hzedl7xljr167gow5x, 451liwl34giar3r8y7b295w16, di0z3rihhkz11o1ccqo2b654a, 9mvwnz2zlvx54nggvvw3l9ega, 21ht7s882is4sisnr8dpf61yi, 2cvq4wyrr0xtelibpirkxqpsk, 6f0gn0s326avqwshii5mvfz10, 4ly7t29cozmc49wu7avkvv3yt, 5k4gsy5f7ius93bbks9wbvqei, 3907otfahqaiqsy7hx3k142dw, 3xrja99d4b0jewfjzelq4rspg, cdlngd5oc988etq8dp8bh4s7p, rxypx04u4hxdd5dfwoazp2xg, es8z1xh8vhhtrjs8jrfbrqrro, 9jqz6yi90pj9dlvgktdwrsf10",5696846997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696846995,197,5799,5696846991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696846993,194,dsw7clrtv93nkdnppqhfm1n9,5696846987,59,"1, 3, 33, 10, 13, 15, 17, 14, 9, 7, 19, 34, 5, 8, 12, 18, 21, 29, 36, 20",5696846989,130,4,5696846985,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281389,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-03T13:01:19.423Z,2025-05-03T13:01:22Z,,,,,5697018261,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281379,2,32,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-03T13:01:19.423Z,2025-05-03T13:01:19Z,,,,,5697018197,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281451,3,1,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,50.2,49.6,2025-05-03T13:01:19.424Z,2025-05-03T13:01:24Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5697018527,213,3.19,5697018525,212,21.7,5697018529,279,S,5697018519,56,Back,5697018523,141,48.1,5697018521,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281487,4,1,1,0,4,46yo78zak2j7kaxc5ak1fnm60,0,30.4,49.6,2025-05-03T13:01:24.210Z,2025-05-03T13:01:26Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5697018741,141,72.6,5697018743,212,42.6,5697018745,213,0.38,5697018737,56,Center,5697018747,1,,5697018735,157,,5697018739,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281495,3,61,1,0,7,4jg5vd59i24chckyua90dr1lg,1,27.4,7.0,2025-05-03T13:01:26.931Z,2025-05-03T13:01:27Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5697018777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281585,5,1,1,0,9,4jg5vd59i24chckyua90dr1lg,1,13.5,12.5,2025-05-03T13:01:29.097Z,2025-05-03T13:06:47Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5697019233,212,29.0,5697019231,141,24.0,5697019227,56,Back,5697019235,213,0.27,5697019225,157,,5697019237,1,,5697019229,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281589,6,43,1,0,11,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-03T13:01:31.137Z,2025-05-03T13:07:35Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5697019247,285,0,5697019265,233,5,5697051513,144,44,5697019245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809281583,5,43,1,0,11,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-03T13:01:31.138Z,2025-05-03T13:07:36Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5697019211,56,Center,5697051645,144,44,5697019215,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
