id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value
2812587259,1,34,16,0,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-10T14:36:02.773Z,2025-05-10T15:27:40Z,,,,,5715245907,30,"27hg1g0tz1l6mt4eugz841hw5, 4w8yuib6lrya8ucle0j9maxka, reelt18o0lhvy8vl8h33glpl, 174tz9lh744fhcxzabu00746h, 1t67kvg37jg2elz9voix5kcet, 8ebx705t6jvq53z6tjk0ke1d6, 6vy0wrnn1jz4tjp9ofxr9qesq, 8wz2m0yj4f0ci90m0wjftnoid, cntz26i7p4q9fyzh55xswpudw, 40l3vtezw1ofwk2occi4z5w45, 30117qloj2vhnxq4djfktp7u1, 4id56bnddab7qd1mxxsm8ueqc, 2mfqgk982ky4y88ddcljx25n8, dczigjj5jklu5214hs3rw1mvo, 5svga5s2fg0n058ms3pndyhhw, 2e1j4tbrlrgqvm7io0hfu7is5, 3llas47eqkf3qv6t8oyqdjeok, 3eo81o5kixwopw1onaipk3l78, 2e1xnfe3hisebv1tytnkzk178, 9eaa74frc7sjli4e48cey3r4k",5715245919,194,8wz2m0yj4f0ci90m0wjftnoid,5715245911,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5715245923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5715245921,197,25126,5715245913,59,"1, 5, 3, 8, 6, 24, 11, 22, 9, 7, 10, 39, 2, 4, 18, 20, 21, 26, 28, 32",5715245915,130,4,5715245917,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2812596273,1,34,16,0,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-10T14:41:14.977Z,2025-05-10T14:41:16Z,,,,,5715294565,194,5ijbt4bhic3y1zasavky12311,5715294557,59,"1, 6, 5, 7, 12, 4, 8, 10, 28, 9, 26, 13, 11, 16, 18, 19, 22, 24, 25, 32",5715294575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5715294555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5715294569,197,23548,5715294553,30,"kod0xzh15xxa52700ufz7kyd, 5ijbt4bhic3y1zasavky12311, f10q2mnvhe30a9au85fjnnt3o, c8uz8jj2xzomls23oz4rcuiqy, 4nx0njulsjs2hegiee011dxpl, 7wesnkwthjcluc9b83s8ab1g4, 7d9e5tvw9ghew36m4mh2nr23u, aybt4s09eeonv6pdk2v9c9v6c, 6dljoel48bfd9nsmmnkck3owl, 6ivuk1j53ybmv5hhzp55ybzzd, 1bufat0ubgsc88lkybvxb1bs9, 3s86186xnukjddv1sqf3pvl9m, cpamr0c0qq5lf5u6de1cbvgx6, bi57bgog4e5pmkde5tl4bvxg4, 1a112nxaob06fjynlat625u96, 4psxc0t1nm2o7a984utuzwciy, 6nh2bvbggqul1m3t1gv9k7pqs, b3jbj4ayr4x1x0ynt9dcu5u6s, bi5afrvo7cv1elj9wxyn5vsut, 7ctf2925tg7mc3a05unhxsd1w",5715294561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5715294559,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667693,2,32,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-10T15:30:33.487Z,2025-05-10T15:30:33Z,,,,,5715672681,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667705,2,32,1,0,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-10T15:30:33.487Z,2025-05-10T15:30:36Z,,,,,5715672737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667755,3,1,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,50.0,50.0,2025-05-10T15:30:33.488Z,2025-05-10T15:30:36Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5715673067,140,26.8,5715673081,213,2.71,5715673083,279,S,5715673077,212,26.8,5715673057,56,Back,5715673073,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667799,4,1,1,0,3,durq4oppf7c08tnbzrlebt0uz,1,27.1,67.5,2025-05-10T15:30:36.565Z,2025-05-10T15:30:40Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5715673365,213,5.67,5715673357,56,Right,5715673367,1,,5715673355,155,,5715673363,212,63.8,5715673361,141,13.2,5715673359,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667807,5,44,1,0,6,durq4oppf7c08tnbzrlebt0uz,1,73.6,10.8,2025-05-10T15:30:39.897Z,2025-05-10T15:30:43Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5715673415,56,Right,5715673475,233,3,5715673417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667805,3,44,1,0,6,33hzf6j2rd9r50g2n4agsytkd,0,26.4,89.2,2025-05-10T15:30:39.898Z,2025-05-10T15:30:42Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5715673407,285,,5715673405,56,Back,5715673517,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667871,6,1,1,0,6,durq4oppf7c08tnbzrlebt0uz,0,76.7,13.2,2025-05-10T15:30:40.477Z,2025-05-10T15:30:43Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5715673747,3,,5715673755,141,0.0,5715673757,212,13.7,5715673759,213,5.43,5715673749,168,,5715673751,56,Right,5715673753,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667875,4,5,1,0,8,33hzf6j2rd9r50g2n4agsytkd,1,18.7,101.8,2025-05-10T15:30:42.149Z,2025-05-10T15:50:10Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5715673773,56,Back,5715673783,233,7,5715673775,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667879,7,5,1,0,8,durq4oppf7c08tnbzrlebt0uz,0,81.3,-1.8,2025-05-10T15:30:42.149Z,2025-05-10T15:50:10Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5715673793,233,4,5715673779,347,,5715673777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667963,5,1,1,0,13,33hzf6j2rd9r50g2n4agsytkd,1,25.4,100.0,2025-05-10T15:30:46.921Z,2025-05-10T15:30:48Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5715674289,56,Back,5715674291,140,28.5,5715674293,141,88.0,5715674297,213,5.05,5715674285,107,,5715674295,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
