id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2817124251,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-19T16:12:52.246Z,2025-05-19T16:53:23Z,,,,,5740152889,30,"2qac7z5bt0grylf296n67j384, 5l4q2q8nszqp6k8exo9eyqnrp, 2d1dh619cfgvel4bv7tpfxjo5, agsollzstr45ee0z17tle8d1w, 85mzxov9sqq8gec4e0wwt8h78, 6legryh9z8lvc4bq4s456m09h, 21abg7evjtjt6kzisu43jckmi, 60fbyywnjiz6l8n7gmi2mjld5, 116vh3v105pa9vyw10hpvuwdm, wv67qz43iwolqireq2ttfx1w, 25ytwmg2c5xcqp5ta12oznm22, 5uek9dtfn577w1mv9w83oznbp, 1qyvk3eveiz8n40houjgtko9h, amgtzrnw9lmo9o506a0mhzip6, 18m0hkgbsvq0axzflltkyylsl, 3vezn38wnyk5dtstopwbl0dn8, dp4bh2qpsagd632sfe3qq4hqt, 6tqclthbz4m9kqiukixum1mhg, 5kgu7z697mnyizf6pbaf5j5zo, 8zvc2mjym1u4uev3t60rhmvis",5740152891,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5740152893,59,"1, 15, 23, 2, 29, 8, 27, 10, 24, 21, 25, 30, 4, 6, 13, 16, 18, 20, 26, 28",5740152897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5740152895,130,13,5740152899,194,6legryh9z8lvc4bq4s456m09h,5740152901,197,25078,5740152903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817124831,1,34,16,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-19T16:17:02.035Z,2025-05-19T17:06:05Z,,,,,5740156439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5740156445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5740156447,194,ebhyx7fm13sy9qjf4vylzg89h,5740156451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5740156443,130,4,5740156441,59,"45, 12, 27, 14, 4, 3, 20, 13, 9, 29, 10, 35, 5, 19, 25, 31, 32, 34, 36, 38",5740156435,30,"d5jgrd0clyl4rskqu6j8hcwkp, csd7qb9u0a9am2ltse9w31uz8, ab3og2sas7q4czd31wbdbnro, 6051gs5j7d6zss35h2twoqnd, ebhyx7fm13sy9qjf4vylzg89h, 23p0dby12ymf55wwi0xz2fnx1, dkc69jkzi4e9ysgmwldz249as, bhaqw4112j43c753dlxhy61ud, 3bepi58wwope38a478y7jwlxw, a3jetivxcnpp4z36nhboz5ysq, dvl8q7nwvz3o6d73220d1ag2d, 26dlb4txygf7qzukjikr23mxh, 5jos8v6hr086q8at9iuyhwded, 9jszz4regvdvl0v4i8s41jbah, 820rgu4x8w0jmh6v9d6udhwyc, 8awq0zw9oyj9gy3ruxv105jis, 2zjl0xu23wp9j6ciq25irsq38, aklu4afzffv8ggxwn5wm5wphw, 1kmf6cvipol87w83cf6gb504, 1nhbmj4k7snfiqubfjweje710",5740156449,197,23999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135185,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-19T17:10:53.433Z,2025-05-19T17:10:55Z,,,,,5740219333,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135181,2,32,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-19T17:10:53.433Z,2025-05-19T17:11:06Z,,,,,5740219325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135211,3,1,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,50.1,50.1,2025-05-19T17:10:53.434Z,2025-05-19T17:11:05Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5740219469,141,41.9,5740219475,213,3.32,5740219471,212,30.7,5740219467,140,21.3,5740219479,279,S,5740219465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135227,4,1,1,0,5,czkf5t3ai00ghwbga03i5aqxw,0,21.9,42.1,2025-05-19T17:10:59.289Z,2025-05-19T17:18:45Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5740219563,56,Left,5740219567,140,55.4,5740219575,212,53.2,5740219581,213,0.85,5740219571,141,100.0,5740219583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135247,3,5,1,0,6,1939bnru25svvgv15k2c7tw2y,1,43.8,-1.2,2025-05-19T17:11:00.185Z,2025-05-19T18:11:08Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5740219679,347,,5740219681,233,5,5740219677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135233,5,5,1,0,6,czkf5t3ai00ghwbga03i5aqxw,0,56.2,101.2,2025-05-19T17:11:00.185Z,2025-05-19T17:11:03Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5740219597,56,Left,5740219705,233,3,5740219599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135265,4,1,1,0,10,1939bnru25svvgv15k2c7tw2y,1,42.6,0.0,2025-05-19T17:11:04.255Z,2025-05-19T17:11:05Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5740219801,141,24.7,5740219803,212,18.2,5740219799,140,43.1,5740219805,213,1.54,5740219795,107,,5740219797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817135283,5,1,1,0,11,1939bnru25svvgv15k2c7tw2y,1,43.1,24.7,2025-05-19T17:11:05.375Z,2025-05-19T17:11:07Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5740219929,140,44.6,5740219935,213,4.84,5740219927,56,Back,5740219933,212,11.9,5740219931,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
