id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812431615,1,34,16,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-10T12:11:12.226Z,2025-05-10T12:11:12Z,,,,5714425279,194,8unnvgvft6knxupbp9oxh621h,5714425281,197,22113,5714425273,59,"25, 21, 6, 27, 2, 3, 19, 10, 23, 31, 7, 40, 4, 16, 17, 20, 24, 32, 34, 77",5714425265,30,"8vl4hue7ixvxh4dtner52sfrp, aqjwz3wm0it916o2vb5tz9vxl, 2lyhi7j3id7emsh54ehdva3ca, dxjb3lzx9qudbom1zbgyupt78, 253za05jf3mmaqkjndm10d2lm, 8unnvgvft6knxupbp9oxh621h, ci5y030e6r9umgyjbupwske7d, aw75jdzi3u012jkwj7t0eln2s, 9niqy9wbsy6b03fa5iyx22gic, aykbbz6l05b9t5n8uaxp6n2fo, 7qgiqoaaarr6c2bs4yffqwju2, 89ow55pri5urh5lk857koiihg, 6a6ki8j5n8w1oa3wvdc00chqt, hm7w2b4a6j0q3bprq118r5uy, av9lz5umeimwlq7v4q4d7twr8, 7srm9q1vlw55g0p0tugtlr3ai, c9qk8n9d4130okk9go1brzskq, bpu2cfexsy3lcf7avl9im6gb8, 47ymu9whey6w61nk2nx7gpv6c, 4smb0sorl9dms1k26si6tbqzu",5714425277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714425283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714425269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5714425275,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437253,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-05-10T12:16:42.881Z,2025-05-10T12:55:50Z,,,,5714454155,30,"87x84p759ef1d1qyffeghbp3p, atxo9oz3czimyk1t4xigfrkrt, 9bmo8w8t7slkzbb5owilyoqju, b248ue8bteo0awvp627dokd0, bdw87kq6mx8rdkkpb9w5nar1m, c36ffo382u9flu5foebt4di39, edzj7i715cpyuuumcttajkc0l, bpzni5riygngh99pfbcu8f78q, 8uzx6yb66zjn0ke2rwqlg7wus, bzm752bvefjt54nj6ruf9tbtg, d7nx940m1bs3895u6vnu8ah1x, 2trecv075gi4o78mfuyh4xiol, 7q001jk9hk2ylv31sv48fv7dg, eikthetfmpxyeqsisa7vs3hsl, eacqkvqbdrk7h93nzhwk0jff9, e9q5sweea5ymhqqwh5tucuzth, 2iaisohuaaw7ioyox0d9zuvl6, 2s9ra3bnhkcid5uz7abhdhr6d, l7librn1vzdub2poztkj3fv8, 3xpfng5pdiv25frh985emkl5g",5714454167,197,19334,5714454161,130,13,5714454163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714454169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714454165,194,87x84p759ef1d1qyffeghbp3p,5714454157,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5714454159,59,"12, 11, 15, 2, 4, 5, 6, 25, 9, 29, 7, 1, 10, 13, 14, 8, 20, 21, 26, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470753,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-05-10T13:00:31.008Z,2025-05-10T13:00:31Z,,,,5714627159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470761,2,32,1,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-10T13:00:31.008Z,2025-05-10T13:00:34Z,,,,5714627191,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470803,3,1,1,0,0,6i936isoyj6d0uuxdj537uc97,1,50.0,50.0,2025-05-10T13:00:31.009Z,2025-05-10T13:00:35Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,5714627401,212,22.5,5714627399,141,50.1,5714627397,140,28.6,5714627403,213,3.14,5714627405,279,S,5714627395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470825,4,1,1,0,3,6i936isoyj6d0uuxdj537uc97,1,27.3,49.6,2025-05-10T13:00:34.953Z,2025-05-10T13:00:37Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5714627537,1,,5714627531,141,88.6,5714627525,157,,5714627533,212,48.3,5714627535,213,0.58,5714627529,140,65.7,5714627527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470845,5,1,1,0,6,6i936isoyj6d0uuxdj537uc97,0,65.7,88.6,2025-05-10T13:00:37.448Z,2025-05-10T13:00:50Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5714627667,212,17.5,5714627661,140,80.4,5714627657,3,,5714627669,213,5.80,5714627663,141,76.6,5714627659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470869,3,12,1,0,9,ac8jow4mdkvnsv5s0och4qqm,1,17.7,16.4,2025-05-10T13:00:40.009Z,2025-05-10T13:00:42Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5714627839,212,22.0,5714627841,213,5.68,5714627831,56,Back,5714627837,141,0.0,5714627859,167,,5714627835,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470871,4,5,1,0,10,ac8jow4mdkvnsv5s0och4qqm,0,32.8,-2.0,2025-05-10T13:00:41.831Z,2025-05-10T15:05:01Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5714628221,233,6,5714627843,56,Back,5714627845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470959,6,5,1,0,10,6i936isoyj6d0uuxdj537uc97,1,67.2,102.0,2025-05-10T13:00:41.831Z,2025-05-10T15:05:01Z,d7nx940m1bs3895u6vnu8ah1x,B. Ingason,,5714628195,233,4,5714628175,56,Left,5714628177,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471161,7,1,1,0,30,6i936isoyj6d0uuxdj537uc97,0,72.6,100.0,2025-05-10T13:01:01.384Z,2025-05-10T13:01:07Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5714629233,107,,5714629245,1,,5714629239,141,62.9,5714629237,140,98.6,5714629241,212,37.8,5714629235,56,Center,5714629243,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471173,5,12,1,0,37,ac8jow4mdkvnsv5s0och4qqm,1,3.8,43.3,2025-05-10T13:01:08.136Z,2025-05-10T13:01:14Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,5714629349,167,,5714629335,56,Back,5714629343,213,3.85,5714629341,212,6.2,5714629337,140,0.0,5714629339,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471177,6,6,1,0,37,ac8jow4mdkvnsv5s0och4qqm,0,0.1,37.2,2025-05-10T13:01:08.676Z,2025-05-10T14:59:07Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,5714629383,233,8,5714629355,56,Back,5714629357,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471175,8,6,1,0,37,6i936isoyj6d0uuxdj537uc97,1,99.9,62.8,2025-05-10T13:01:08.676Z,2025-05-10T14:59:06Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5714629353,73,,5714629351,56,Center,5714629375,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471513,9,1,1,1,3,6i936isoyj6d0uuxdj537uc97,0,99.5,99.5,2025-05-10T13:01:34.841Z,2025-05-10T13:08:57Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,5714631239,155,,5714631249,212,32.0,5714631245,140,97.7,5714631237,6,,5714631251,213,4.65,5714631241,223,,5714631247,141,52.5,5714631253,1,,5714680065,233,7,5714631235,2,5714631243,56,Center,,,,,,,,,,,,,,,,,,,,,
2812471527,7,41,1,1,7,ac8jow4mdkvnsv5s0och4qqm,1,3.8,51.0,2025-05-10T13:01:38.857Z,2025-05-10T13:08:57Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5714680119,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471595,10,1,1,1,10,6i936isoyj6d0uuxdj537uc97,0,78.4,15.6,2025-05-10T13:01:41.544Z,2025-05-10T13:01:45Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,5714631795,213,1.03,5714631785,155,,5714631783,2,,5714631789,140,95.7,5714631793,212,35.5,5714631787,56,Center,5714631791,141,60.5,5714631797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471607,8,4,1,1,15,ac8jow4mdkvnsv5s0och4qqm,1,4.8,41.2,2025-05-10T13:01:46.601Z,2025-05-10T14:59:01Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5714632073,285,,5714632071,152,,5714632065,13,,5714632069,56,Back,5714632067,264,,5714632153,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471635,11,4,1,1,15,6i936isoyj6d0uuxdj537uc97,0,95.2,58.8,2025-05-10T13:01:46.602Z,2025-05-10T14:59:01Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,5714632107,56,Center,5714632105,264,,5714632115,286,,5714632103,13,,5714632175,233,8,5714632111,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471873,9,1,1,1,31,ac8jow4mdkvnsv5s0och4qqm,1,6.8,41.0,2025-05-10T13:02:02.152Z,2025-05-10T13:09:42Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5714633267,56,Back,5714633275,213,5.01,5714633263,5,,5714633269,140,11.5,5714633271,141,17.7,5714685941,189,,5714633265,152,,5714633273,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471947,10,1,1,1,33,ac8jow4mdkvnsv5s0och4qqm,1,11.5,17.7,2025-05-10T13:02:04.968Z,2025-05-10T13:09:44Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5714633777,212,18.0,5714633771,56,Back,5714633773,140,4.9,5714686171,189,,5714633779,213,1.97,5714633775,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471993,11,1,1,1,41,ac8jow4mdkvnsv5s0och4qqm,1,12.1,46.3,2025-05-10T13:02:12.168Z,2025-05-10T13:02:15Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5714634037,212,30.5,5714634031,56,Back,5714634035,141,5.9,5714634033,140,24.7,5714634039,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472033,12,1,1,1,44,ac8jow4mdkvnsv5s0och4qqm,0,17.7,6.0,2025-05-10T13:02:15.512Z,2025-05-10T13:02:31Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5714634291,140,38.9,5714634297,212,22.9,5714634293,141,0.0,5714634289,56,Back,5714634301,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472055,13,43,1,1,48,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-10T13:02:19.112Z,2025-05-10T13:02:27Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5714634413,56,Back,5714634419,212,28.7,5714634889,144,1,5714634417,141,31.2,5714634421,213,2.39,5714634415,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472333,12,5,1,1,52,6i936isoyj6d0uuxdj537uc97,1,64.8,102.0,2025-05-10T13:02:23.930Z,2025-05-10T15:05:02Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,5714635897,347,,5714635965,233,14,5714635895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472109,14,5,1,1,52,ac8jow4mdkvnsv5s0och4qqm,0,35.2,-2.0,2025-05-10T13:02:23.930Z,2025-05-10T15:05:02Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5714634689,347,,5714636005,233,12,5714634687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472401,13,1,1,2,9,6i936isoyj6d0uuxdj537uc97,1,68.1,100.0,2025-05-10T13:02:40.873Z,2025-05-10T13:02:45Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5714636311,107,,5714636317,141,67.6,5714636319,212,35.9,5714636313,56,Center,5714636315,140,94.1,5714636321,213,5.58,5714636323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472409,14,1,1,2,14,6i936isoyj6d0uuxdj537uc97,0,94.1,67.6,2025-05-10T13:02:45.304Z,2025-05-10T13:02:46Z,d7nx940m1bs3895u6vnu8ah1x,B. Ingason,,5714636367,140,81.2,5714636363,3,,5714636369,141,62.1,5714636371,212,14.1,5714636365,56,Center,5714636373,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472755,15,12,1,2,16,ac8jow4mdkvnsv5s0och4qqm,1,23.3,37.6,2025-05-10T13:02:47.817Z,2025-05-10T13:10:50Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5714638167,213,0.37,5714638161,140,53.4,5714638165,212,33.9,5714638163,141,55.5,5714638159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472545,15,1,1,2,22,6i936isoyj6d0uuxdj537uc97,1,48.4,38.0,2025-05-10T13:02:53.017Z,2025-05-10T13:02:55Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,5714637053,213,2.96,5714637049,141,45.8,5714637045,56,Back,5714637051,212,30.1,5714637047,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472587,16,1,1,2,24,6i936isoyj6d0uuxdj537uc97,1,23.8,45.8,2025-05-10T13:02:55.225Z,2025-05-10T13:02:57Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,5714637289,1,,5714637279,140,74.9,5714637273,157,,5714637281,141,85.1,5714637287,213,0.46,5714637275,56,Left,5714637285,212,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472631,17,1,1,2,26,6i936isoyj6d0uuxdj537uc97,1,74.9,85.1,2025-05-10T13:02:57.384Z,2025-05-10T13:03:00Z,d7nx940m1bs3895u6vnu8ah1x,B. Ingason,,5714637529,212,14.2,5714637523,56,Center,5714637521,3,,5714637527,141,64.3,5714637531,213,4.81,5714637525,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472693,18,1,1,2,28,6i936isoyj6d0uuxdj537uc97,1,73.8,63.0,2025-05-10T13:02:59.993Z,2025-05-10T13:03:02Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5714637833,56,Center,5714637839,212,9.9,5714637837,141,48.5,5714637835,140,73.6,5714637843,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472741,19,1,1,2,31,6i936isoyj6d0uuxdj537uc97,1,74.7,49.4,2025-05-10T13:03:02.648Z,2025-05-10T13:03:04Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,5714638087,213,5.11,5714638081,140,79.7,5714638079,56,Center,5714638085,212,13.4,5714638083,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472749,20,61,1,2,33,6i936isoyj6d0uuxdj537uc97,0,79.8,30.9,2025-05-10T13:03:04.569Z,2025-05-10T13:03:04Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,5714638135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472809,17,1,1,2,35,ac8jow4mdkvnsv5s0och4qqm,0,19.0,58.1,2025-05-10T13:03:06.856Z,2025-05-10T13:03:07Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5714638411,141,53.1,5714638417,1,,5714638413,212,27.8,5714638405,157,,5714638415,213,6.16,5714638409,140,45.3,5714638407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472853,21,1,1,2,37,6i936isoyj6d0uuxdj537uc97,1,49.7,48.4,2025-05-10T13:03:08.040Z,2025-05-10T13:03:09Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5714638603,212,17.9,5714638595,3,,5714638601,141,60.0,5714638599,140,65.0,5714638605,213,0.46,5714638597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
