id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2807122317,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-27T13:40:15.751Z,2025-04-27T15:30:24Z,,,,,5684931439,130,17,5684931441,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684931447,197,19334,5684931443,194,edzj7i715cpyuuumcttajkc0l,5684931451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684931433,30,"2trecv075gi4o78mfuyh4xiol, atxo9oz3czimyk1t4xigfrkrt, 9bmo8w8t7slkzbb5owilyoqju, b248ue8bteo0awvp627dokd0, c36ffo382u9flu5foebt4di39, 9uumw2ntt4397bee2p3m2qdt6, edzj7i715cpyuuumcttajkc0l, bpzni5riygngh99pfbcu8f78q, 8uzx6yb66zjn0ke2rwqlg7wus, c3jxdm8s5meuohhv6hthhdy0a, bzm752bvefjt54nj6ruf9tbtg, 87x84p759ef1d1qyffeghbp3p, bdw87kq6mx8rdkkpb9w5nar1m, d7nx940m1bs3895u6vnu8ah1x, 7q001jk9hk2ylv31sv48fv7dg, eikthetfmpxyeqsisa7vs3hsl, eacqkvqbdrk7h93nzhwk0jff9, 2iaisohuaaw7ioyox0d9zuvl6, 2s9ra3bnhkcid5uz7abhdhr6d, l7librn1vzdub2poztkj3fv8",5684931437,59,"1, 11, 15, 2, 5, 3, 6, 25, 9, 18, 29, 12, 4, 7, 10, 13, 14, 20, 21, 26",5684931435,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807135173,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T13:49:03.607Z,2025-04-27T15:26:45Z,,,,,5685000957,30,"dsw7clrtv93nkdnppqhfm1n9, dcewpavwmjbplo5fahrzfxega, 77767sxrg8n7kfm58qf1wq32s, 3xrja99d4b0jewfjzelq4rspg, 6lykrd3hzedl7xljr167gow5x, 10lj2qekb1e4c8ful68b1pazt, 21ht7s882is4sisnr8dpf61yi, di0z3rihhkz11o1ccqo2b654a, 9mvwnz2zlvx54nggvvw3l9ega, 546vmchsyl1wt10pr13r5oup6, rxypx04u4hxdd5dfwoazp2xg, 6f0gn0s326avqwshii5mvfz10, bdgqvvkpadpthmlm40wa6dcyx, 5k4gsy5f7ius93bbks9wbvqei, 3907otfahqaiqsy7hx3k142dw, 451liwl34giar3r8y7b295w16, 2cvq4wyrr0xtelibpirkxqpsk, cdlngd5oc988etq8dp8bh4s7p, es8z1xh8vhhtrjs8jrfbrqrro",5685000963,130,8,5685000961,59,"1, 13, 33, 18, 15, 4, 7, 14, 9, 10, 29, 34, 3, 8, 12, 17, 19, 21, 36",5685000965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5685000967,194,3xrja99d4b0jewfjzelq4rspg,5685000971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5685000959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5685000969,197,5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186541,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T14:30:53.323Z,2025-04-27T14:30:53Z,,,,,5685282017,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186587,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-27T14:30:53.323Z,2025-04-27T14:30:55Z,,,,,5685282275,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186637,3,1,1,0,0,6i936isoyj6d0uuxdj537uc97,1,50.0,50.0,2025-04-27T14:30:53.324Z,2025-04-27T14:30:57Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5685282559,141,44.3,5685282557,140,31.4,5685282555,56,Back,5685282563,213,3.34,5685282561,212,19.9,5685282565,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186699,4,1,1,0,4,6i936isoyj6d0uuxdj537uc97,0,31.8,47.0,2025-04-27T14:30:57.632Z,2025-04-27T14:31:00Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685282877,56,Left,5685282875,157,,5685282887,213,0.45,5685282881,141,84.2,5685282883,212,58.2,5685282891,1,,5685282879,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186731,3,12,1,0,7,4jg5vd59i24chckyua90dr1lg,1,28.7,25.9,2025-04-27T14:31:00.843Z,2025-04-27T14:37:09Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685283095,15,,5685283049,56,Back,5685283053,141,27.7,5685283051,140,40.8,5685283057,213,0.10,5685283055,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186777,5,1,1,0,9,6i936isoyj6d0uuxdj537uc97,1,66.1,73.6,2025-04-27T14:31:02.920Z,2025-04-27T14:38:03Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5685283323,213,5.91,5685283319,141,66.2,5685283321,212,14.0,5685283313,3,,5685283315,56,Center,5685283317,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807196327,43,1,1,0,10,6i936isoyj6d0uuxdj537uc97,1,79.3,71.1,2025-04-27T14:31:03.344Z,2025-04-27T14:38:15Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5685339845,213,4.25,5685340121,3,,5685339839,212,9.6,5685339833,141,58.5,5685339829,56,Center,5685339831,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186943,6,1,1,0,14,6i936isoyj6d0uuxdj537uc97,1,72.0,47.8,2025-04-27T14:31:07.585Z,2025-04-27T14:38:23Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685284189,140,65.6,5685341151,155,,5685284195,213,4.35,5685284191,141,21.6,5685284193,212,19.0,5685284187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186995,7,1,1,0,15,6i936isoyj6d0uuxdj537uc97,1,67.4,22.4,2025-04-27T14:31:08.464Z,2025-04-27T14:40:14Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685284467,141,46.9,5685284461,56,Center,5685284463,140,88.1,5685284457,2,,5685284459,155,,5685284471,212,27.4,5685284475,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807199951,64,61,1,0,16,6i936isoyj6d0uuxdj537uc97,0,87.8,44.6,2025-04-27T14:31:09.336Z,2025-04-27T14:40:35Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685359685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187211,6,1,1,0,27,4jg5vd59i24chckyua90dr1lg,1,4.7,50.3,2025-04-27T14:31:21.034Z,2025-04-27T14:31:22Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5685285637,56,Back,5685285643,212,11.4,5685285641,141,35.2,5685285645,213,5.16,5685285639,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187243,7,1,1,0,29,4jg5vd59i24chckyua90dr1lg,1,9.4,35.2,2025-04-27T14:31:22.827Z,2025-04-27T14:31:24Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685285821,213,2.03,5685285819,212,12.9,5685285815,140,3.9,5685285817,141,52.2,5685285811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187309,8,1,1,0,30,4jg5vd59i24chckyua90dr1lg,1,4.4,52.1,2025-04-27T14:31:23.979Z,2025-04-27T14:31:26Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5685286117,213,1.04,5685286115,212,19.6,5685286111,140,13.9,5685286113,141,76.9,5685286109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187361,9,1,1,0,33,4jg5vd59i24chckyua90dr1lg,1,11.4,74.8,2025-04-27T14:31:26.330Z,2025-04-27T14:31:28Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685286437,56,Back,5685286441,141,95.6,5685286445,213,1.00,5685286443,212,16.8,5685286439,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187401,10,1,1,0,35,4jg5vd59i24chckyua90dr1lg,0,20.0,95.6,2025-04-27T14:31:28.570Z,2025-04-27T14:31:30Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685286695,233,8,5685286693,236,,5685286649,213,0.19,5685286643,140,22.4,5685286641,56,Back,5685286645,141,96.3,5685286647,212,2.6,5685286701,286,,5685286639,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187389,8,74,1,0,35,6i936isoyj6d0uuxdj537uc97,1,79.3,3.4,2025-04-27T14:31:28.571Z,2025-04-27T14:31:31Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685286777,233,10,5685286579,56,Right,5685286581,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187455,9,5,1,0,39,6i936isoyj6d0uuxdj537uc97,0,86.2,-1.8,2025-04-27T14:31:32.568Z,2025-04-27T14:31:37Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685286949,56,Right,5685286951,347,,5685287089,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187475,11,5,1,0,39,4jg5vd59i24chckyua90dr1lg,1,13.8,101.8,2025-04-27T14:31:32.568Z,2025-04-27T15:27:37Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685287059,233,9,5685287021,56,Back,5685287023,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187663,12,1,1,0,46,4jg5vd59i24chckyua90dr1lg,1,7.9,100.0,2025-04-27T14:31:39.578Z,2025-04-27T14:31:41Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685288123,213,4.72,5685288121,212,8.5,5685288113,107,,5685288117,140,8.0,5685288115,56,Back,5685288119,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187725,13,1,1,0,48,4jg5vd59i24chckyua90dr1lg,1,7.6,87.2,2025-04-27T14:31:41.515Z,2025-04-27T14:31:43Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685288445,56,Back,5685288447,140,10.5,5685288449,141,96.3,5685288453,213,1.11,5685288451,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187839,14,1,1,0,49,4jg5vd59i24chckyua90dr1lg,1,10.5,96.3,2025-04-27T14:31:43.210Z,2025-04-27T14:31:47Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685289171,213,6.25,5685289169,212,20.9,5685289163,56,Back,5685289167,141,95.4,5685289165,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187845,15,1,1,0,54,4jg5vd59i24chckyua90dr1lg,0,34.2,94.6,2025-04-27T14:31:47.434Z,2025-04-27T14:41:54Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685371225,140,37.7,5685371227,141,88.7,5685371229,212,5.4,5685371231,213,5.45,5685289181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188203,11,1,1,1,0,6i936isoyj6d0uuxdj537uc97,1,62.3,17.8,2025-04-27T14:31:54.153Z,2025-04-27T14:44:50Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5685291273,56,Back,5685291277,140,30.6,5685291287,1,,5685291281,141,65.0,5685291285,213,2.37,5685291283,212,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188245,12,1,1,1,11,6i936isoyj6d0uuxdj537uc97,1,35.0,64.0,2025-04-27T14:32:05.168Z,2025-04-27T15:36:25Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685291567,213,4.68,5685291565,212,22.7,5685291563,141,30.7,5685291555,56,Back,5685291559,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188281,13,1,1,1,14,6i936isoyj6d0uuxdj537uc97,1,34.7,35.1,2025-04-27T14:32:07.448Z,2025-04-27T15:36:27Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685291771,56,Right,5685291777,212,41.8,5685291775,141,4.4,5685291773,140,69.2,5685291769,155,,5685291779,213,5.76,5685291781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188299,14,44,1,1,14,6i936isoyj6d0uuxdj537uc97,1,62.9,10.4,2025-04-27T14:32:08.044Z,2025-04-27T16:16:48Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685291857,56,Right,5685291903,233,16,5685291859,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188257,16,44,1,1,14,4jg5vd59i24chckyua90dr1lg,0,37.1,89.6,2025-04-27T14:32:08.045Z,2025-04-27T16:16:48Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685291641,285,,5685291637,56,Back,5685291919,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188377,15,1,1,1,16,6i936isoyj6d0uuxdj537uc97,1,70.2,4.4,2025-04-27T14:32:09.512Z,2025-04-27T14:32:14Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685292345,213,1.25,5685292341,141,33.0,5685292343,212,20.5,5685292339,140,76.3,5685292335,3,,5685292337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188401,16,1,1,1,17,6i936isoyj6d0uuxdj537uc97,0,76.1,30.1,2025-04-27T14:32:11.240Z,2025-04-27T14:45:48Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5685292483,140,100.0,5685292481,56,Center,5685292487,212,26.8,5685292485,141,21.5,5685403501,156,,5685292489,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188357,17,83,1,1,18,4jg5vd59i24chckyua90dr1lg,0,30.5,69.0,2025-04-27T14:32:11.499Z,2025-04-27T14:46:01Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685292789,399,c3jxdm8s5meuohhv6hthhdy0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807208055,102,1,1,1,18,6i936isoyj6d0uuxdj537uc97,0,76.8,31.7,2025-04-27T14:32:12.070Z,2025-04-27T14:46:07Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685406313,212,29.2,5685406307,56,Right,5685406311,141,10.3,5685406315,213,5.76,5685406309,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188441,17,5,1,1,22,6i936isoyj6d0uuxdj537uc97,0,100.8,20.4,2025-04-27T14:32:15.732Z,2025-04-27T14:32:21Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685292737,56,Right,5685292873,233,18,5685292739,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188447,18,5,1,1,22,4jg5vd59i24chckyua90dr1lg,1,-0.8,79.6,2025-04-27T14:32:15.732Z,2025-04-27T15:27:38Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685292827,233,17,5685292759,56,Back,5685292761,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188609,19,1,1,1,30,4jg5vd59i24chckyua90dr1lg,1,5.6,54.8,2025-04-27T14:32:23.498Z,2025-04-27T14:32:25Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5685293715,237,,5685293707,213,4.80,5685293705,212,16.0,5685293701,141,31.3,5685293691,124,,5685293697,140,6.9,5685293695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
