id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2808664553,1,34,16,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-01T23:00:46.772Z,2025-05-02T00:09:47Z,,,,,5693639827,130,13,5693639825,59,"1, 15, 2, 32, 5, 4, 17, 27, 23, 25, 7, 3, 9, 12, 13, 16, 24, 31",5693639831,194,42hi96pvzz8f69ixlcncn0549,5693639821,30,"a3k4grlhkn63p3xfb2rzslkdm, aomjkj5s52jkzgk3ljsz0osiy, cla0i94uyddjw7jzqoyfsplre, 42hi96pvzz8f69ixlcncn0549, e2rv433ve4ytatjl94dcz1hm2, 9gvsswyf0gzxekrjdkpuqrh0p, d2ny0huv78m4m6p65y8eou7oq, 486r7pszrdk085ot7cy2008dm, aj5x0l6jpxl7s8pfmhgc4060a, 3hb6yji6u8ftefif91lfrbtre, cxscznjyygtsgbajv08q04sq2, 2g5s1bd38e3v7j8h11xq3uo6h, 35bpd9cmuep6cqczngaqpc19m, hglsr5ybsi6bsl178ge0c31m, 7f1q3d59u9n16v9xrskfxqsq1, achy1l1rfq2d4ftn6l1esht9m, 5rdtu4wmswu65eqjjw38uao0k, 15jb2rb0mvhaz492ii7yqrk6h",5693639823,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5693639829,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5693676799,197,18847,5693639833,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808665283,1,34,16,0,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-01T23:06:35.088Z,2025-05-02T03:14:13Z,,,,,5693643751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5693643747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5693675299,197,28243,5693643743,59,"1, 6, 24, 80, 5, 27, 11, 3, 99, 8, 33, 14, 16, 17, 22, 31, 37, 83",5693643749,194,2yflerah2shma2hzhm99msez9,5693643745,130,8,5693643739,30,"4o2odluv4usimcdtryht04zjd, 6pqyqf9v6g60ci7jjggalqsq1, 2wj1w4opn7f0jyz1ps6ebvc6i, 2yflerah2shma2hzhm99msez9, 16ndalf4kfr7e6rd9mwj7gfmc, 2l6v8ab245wzmb1litvkir1ii, csx9pmpibyblftludnkd6j36x, khvgxqohya7mawca1qx5q590, bvmqiuxeyjf68mz3jbm6i295h, 1b9b97pxox77ia41cilqqm4iy, 5m3bxdstyhzoplpzam8c94t90, rtercnq9nn7y0814ghe7wo2x, 97rumgrdtahzassy8weq13dyi, 4f03usm5tnljkqleajmz9kmol, cc7auv8d89ohifqg7qwz62mwa, 1rknkp6cfxg6powoea2tttoiy, 441plehxckmdj5gb2mr6y8ne2, 7oxivwr2b7bq70t35dgsjloiy",5693643741,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808670999,2,32,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-02T00:06:41.340Z,2025-05-02T00:06:42Z,,,,,5693675567,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808670997,2,32,1,0,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-02T00:06:41.340Z,2025-05-02T00:06:41Z,,,,,5693675565,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671003,3,1,1,0,0,ck22dnk93ng8ax7wonlff7yms,1,49.9,49.7,2025-05-02T00:06:41.341Z,2025-05-02T00:06:44Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5693675581,140,31.6,5693675585,212,22.1,5693675587,213,3.66,5693675579,56,Back,5693675589,279,S,5693675583,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671005,4,1,1,0,2,ck22dnk93ng8ax7wonlff7yms,0,31.6,33.6,2025-05-02T00:06:43.494Z,2025-05-02T00:06:45Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5693675607,213,0.48,5693675597,155,,5693675605,212,48.9,5693675601,140,72.9,5693675599,56,Center,5693675603,141,66.7,5693675609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671009,3,1,1,0,6,83cpn99fh7ulkwe8nezy8a3mx,0,25.0,49.1,2025-05-02T00:06:47.458Z,2025-05-02T00:13:10Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5693675627,3,,5693675637,213,0.53,5693675631,140,43.7,5693675635,212,22.8,5693675629,56,Back,5693675633,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671013,5,1,1,0,6,ck22dnk93ng8ax7wonlff7yms,0,52.5,53.0,2025-05-02T00:06:47.532Z,2025-05-02T00:09:18Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5693675643,3,,5693675649,141,50.4,5693675645,56,Center,5693675651,212,17.0,5693675653,213,6.18,5693675647,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671021,6,1,1,0,9,ck22dnk93ng8ax7wonlff7yms,1,68.7,48.1,2025-05-02T00:06:50.604Z,2025-05-02T00:06:53Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5693675695,212,5.4,5693675691,140,63.7,5693675693,141,50.0,5693675687,3,,5693675697,213,2.90,5693675689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808671029,7,1,1,0,11,ck22dnk93ng8ax7wonlff7yms,1,64.8,47.0,2025-05-02T00:06:53.044Z,2025-05-02T00:06:55Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5693675719,213,4.12,5693675713,140,56.0,5693675711,56,Center,5693675715,141,26.8,5693675717,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
