id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2800307781,1,34,16,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-13T00:00:32.159Z,2025-04-13T03:48:35Z,,,,,5647699315,197,22464,5647482175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5647482169,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5647482179,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5647482173,130,11,5647482177,194,9tknltys66s9j8ljchwu5efv9,5647482171,59,"1, 14, 10, 55, 5, 66, 8, 15, 7, 44, 13, 4, 9, 16, 17, 19, 24, 26",5647482167,30,"ac5zpx8c09rtmidm654e67xsl, 411grh3cytippnnanb767qvsa, 4l0iztasx0cae3j4f15d8gd4a, 6a6bagymcckyt43w6b31irsvd, 9tknltys66s9j8ljchwu5efv9, vg3ha8h2d35wgexer2i6ao0k, 7ejohb009byubwiqv36vag5jo, 1tsiml56f2xxym8h4tfjmho2c, 6u93ok0drr4byri2lu5g6rq0a, 8e6kj3506n4gum041dok8v1ex, 69wq859yz6wzirpbvpnt3n8bt, 4t3akio43zpg7pyr3dtmoipnu, 4avmtni30rahy4h40ffg89q6t, ecipfh5r0gqsf0skgvgpu8cbu, f21web74a70mly9i28jpa1yvp, 68lho3sxw1cm1acgk4phg9wtm, 18g5ilv70mq7igiooy5yb8sno, 3cj2fww973bv21rfjlnu15yc4",,,,,,,,,,,,,,,,,,,,,,,,,,,
2800311809,1,34,16,0,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-13T00:07:19.863Z,2025-04-13T04:42:17Z,,,,,5647504439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5647917503,197,18628,5647637607,194,cvdn34vl3zje5uq54nvg77sut,5647504441,59,"1, 16, 24, 6, 12, 22, 11, 15, 17, 8, 9, 4, 7, 10, 13, 19, 23, 25, 42, 54",5647504447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5647504443,130,21,5647504445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5647504437,30,"zczt4alpawz5522hff8x39p1, 2o86bp6u8hbr8q43mea7srco9, 52rcg38mijjjusfwqxa2l7hex, 4fbaxgikw7z9sfhuz6vvnfmxh, 9imj5ig0i01uljnd3gd2cz1m, cvdn34vl3zje5uq54nvg77sut, bhzsz7pbe6pbwojtc1mi8m28l, djau5chcmoyiyq28jt9ypzh4a, dxd6p1c8k96armsbg5isjbu95, ew8oodr9hiuqve7xlz24xznfu, 7b346y8ad54mkc0h1343ybs2x, c5xcmwzyq3g1tvtyj8i5ud65m, bosdsb16w79aihfktvp4cjvje, 3nvijn3ctkplajtt1dd23wycp, 18iz45ww0nara0xdaleg72ort, caxfn5xu1taewgtxil6ah2rjd, 1iyhipdn84for8bbxb07kw4x5, g31cspu8sa8eohwakxm28ne2, 85k1701p1ihv5ty1q457tjaqc, 2yabsbl3yiatag3ufybc35mvo",,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352791,2,32,1,0,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-13T01:06:59.330Z,2025-04-13T01:07:03Z,,,,,5647732747,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352785,2,32,1,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-13T01:06:59.330Z,2025-04-13T01:06:59Z,,,,,5647732667,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352821,3,1,1,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,49.7,50.0,2025-04-13T01:06:59.331Z,2025-04-13T01:07:03Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5647732965,141,60.2,5647732969,213,2.85,5647732963,140,27.5,5647732967,212,24.3,5647732961,56,Back,5647732971,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352849,4,1,1,0,3,6597wqy6gmpv3zjx7rp8cdj46,0,27.6,59.6,2025-04-13T01:07:02.335Z,2025-04-13T01:07:04Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5647733125,1,,5647733115,56,Center,5647733119,141,28.8,5647733113,157,,5647733123,213,5.86,5647733121,212,50.8,5647733117,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352863,3,12,1,0,6,bk3zg8yaj5uoqhxzwons3bo8a,1,36.8,68.5,2025-04-13T01:07:06.002Z,2025-04-13T01:07:08Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5647733211,212,16.9,5647733209,141,73.2,5647733203,56,Center,5647733229,15,,5647733213,213,0.19,5647733205,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352891,4,1,1,0,8,bk3zg8yaj5uoqhxzwons3bo8a,0,49.3,72.7,2025-04-13T01:07:08.064Z,2025-04-13T01:07:08Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5647733407,212,8.4,5647733401,56,Center,5647733411,1,,5647733399,157,,5647733405,141,60.6,5647733409,213,4.94,5647733403,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352913,5,1,1,0,10,6597wqy6gmpv3zjx7rp8cdj46,1,51.8,53.3,2025-04-13T01:07:09.775Z,2025-04-13T01:07:11Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5647733515,56,Back,5647733519,141,53.4,5647733523,213,3.14,5647733517,140,41.4,5647733521,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352975,6,1,1,0,11,6597wqy6gmpv3zjx7rp8cdj46,1,41.4,53.4,2025-04-13T01:07:10.919Z,2025-04-13T01:07:15Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5647733865,212,16.3,5647733863,141,72.4,5647733861,140,50.9,5647733859,56,Center,5647733867,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
