id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2803330993,1,34,16,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-04-19T19:04:01.037Z,2025-04-19T23:04:30Z,,,,,5664154719,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5664154709,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5664154711,59,"1, 13, 23, 6, 5, 4, 11, 19, 21, 8, 17, 7, 14, 20, 24, 28, 30, 31, 33",5664509709,197,28546,5664154713,130,8,5664154707,30,"9zolq6c0x4ubmtfusbz2c3xwq, ersabc33m0ihy01uxccpnon4k, 52qwgcxm3vpgabixc8c2i3aax, 3sp46qr51lu5o2213enn5xtjp, ds74l5fmanizrflvvfkl42pcl, 8sydisziijh84elb8dprtlduy, 5nv5d35t6x08kuujy5qptrlec, f1j8v0figkewc23fmaexubo4p, 4eo92l592013pjmwitoxmuyvo, 7qt4r82kyz05r8kd8cmdh1xqs, 6ydk69km9oe49cg6plrc6u0wk, 6kp2pv58u27yf5tnclyhnuoh6, 7d1v02o7kk9guqpn77xzgtvu2, a2crcglwdookm6m397dxw2qdw, 3461sfmst5pjeiaof78d0efo, 6wjjjmu5dw9m7chorpc4lcnbo, 66munwmhmpdq06686gawcz9ck, 46nav8x1n8s7c9zrmzo5eobje, 2m8m4aavjwesbh6oea1ta1vys",5664154717,194,ds74l5fmanizrflvvfkl42pcl,5664154715,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803332593,1,34,16,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-19T19:05:42.845Z,2025-04-19T23:50:22Z,,,,,5664163481,59,"1, 25, 2, 3, 15, 33, 9, 18, 11, 12, 7, 4, 5, 6, 10, 14, 35, 45, 48, 88",5664163477,30,"6j38lv6xa3gnzzsn5x2i35rdh, evk0esdocrzt5zxqmv4ostdcl, 69j92vzo1swgodk0g9g2ksqqy, 3xd2kq7cxmvdbqsfzgi644c4q, 2w7w1l7lwhu2u6nhvqg1bnd2h, 4e47ixpbc8x9qzn7l3aeej0tl, cclpvd1z3yyruciida1q3x4o9, ov91zkisppven9tp72gfbjf8, doseo9fbdr1a1srm0jhdqmr55, 4jq1xl8ott88bxfdo4bjm47hl, 6g7v93m80xq6x38o9u3t8y3je, ei30dsbb51ri88sr7aku2t13p, 777irocsl9y6fja05sevniy95, bogxgfao7j28diagxffy0z9ey, cxnq0rc4u1efzt82nw3xgk355, cqhpjp9q1pl5gy4nfrpd7m3h0, 629pbkngxk7ucy0qt9mngvkd1, e0879u9ckqe6xv1h2j8bqto9g, 97rzxcaw3u0qqov2uci1m4ges, 24r8fdf8ypk7ejch9t86zjwgk",5664974567,197,23854,5664974565,194,4jq1xl8ott88bxfdo4bjm47hl,5664163479,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5664163483,130,11,5664163487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5664163485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388433,2,32,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-04-19T20:06:51.078Z,2025-04-19T20:10:16Z,,,,,5664475147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388241,3,32,1,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-19T20:06:51.078Z,2025-04-19T20:10:34Z,,,,,5664474007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803390817,33,79,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,0,0.0,0.0,2025-04-19T20:06:51.700Z,2025-04-19T20:53:00Z,,,,,5664488217,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803390851,28,79,1,2,59,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-19T20:09:50.697Z,2025-04-19T20:53:13Z,,,,,5664488405,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388559,4,1,1,3,10,b5l2e3csycjb8twvq9ek0j5gq,0,28.9,100.0,2025-04-19T20:10:01.458Z,2025-04-19T21:02:19Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5664475793,212,41.3,5664475795,213,6.00,5664709971,107,,5664475797,1,,5664475789,140,66.6,5664475787,56,Left,5664475791,141,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388583,3,12,1,3,15,cf5r1qpotp6n5i3vdchsp2en1,1,41.4,17.0,2025-04-19T20:10:06.109Z,2025-04-19T20:10:08Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5664475921,56,Right,5664475929,213,5.38,5664475971,15,,5664475925,141,0.0,5664475927,212,16.5,5664475923,140,51.2,5664476153,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388617,4,5,1,3,17,cf5r1qpotp6n5i3vdchsp2en1,0,51.6,-1.8,2025-04-19T20:10:08.204Z,2025-04-19T22:28:09Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5664476091,56,Right,5664476093,347,,5664477085,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388783,5,5,1,3,17,b5l2e3csycjb8twvq9ek0j5gq,1,48.4,101.8,2025-04-19T20:10:08.204Z,2025-04-19T22:28:09Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5664477033,56,Back,5664477035,347,,5664477045,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
