id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2788905529,1,34,16,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-16T01:00:48.480Z,2025-03-16T04:24:31Z,,,,,5584847745,30,"6j38lv6xa3gnzzsn5x2i35rdh, 777irocsl9y6fja05sevniy95, cqhpjp9q1pl5gy4nfrpd7m3h0, bogxgfao7j28diagxffy0z9ey, 4e47ixpbc8x9qzn7l3aeej0tl, 2w7w1l7lwhu2u6nhvqg1bnd2h, doseo9fbdr1a1srm0jhdqmr55, 4jq1xl8ott88bxfdo4bjm47hl, 2j9i9ersvndkywcgqx9pzc9ka, cxnq0rc4u1efzt82nw3xgk355, 6g7v93m80xq6x38o9u3t8y3je, 69j92vzo1swgodk0g9g2ksqqy, ei30dsbb51ri88sr7aku2t13p, cclpvd1z3yyruciida1q3x4o9, evk0esdocrzt5zxqmv4ostdcl, 3apux7dih2628a7b7q0dt6bu2, e0879u9ckqe6xv1h2j8bqto9g, dcirx0bnhlf1ua9c3lltqpe96, aa8wxd6orgx3wa187n63htjpw, 24r8fdf8ypk7ejch9t86zjwgk",5584847747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5585056089,197,23854,5584847751,130,2,5584847749,59,"1, 5, 14, 6, 33, 15, 11, 12, 22, 10, 7, 2, 4, 9, 25, 26, 45, 50, 60, 88",5584847755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5585310359,194,4jq1xl8ott88bxfdo4bjm47hl,5584847753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788906207,1,34,16,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-16T01:01:49.551Z,2025-03-16T04:37:48Z,,,,,5584851341,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5584851339,30,"isauuse3yqdwymvfne6ci385, f2nxaemhqi8kbtbejnqekgd4a, bnhjfu5p8tysruk7aep5dr1ex, 9x7teazvqgbnj3pnam6rf2xgp, 1j010cibh247p8kjchww6ny3u, bnpu23zlwzn5gtr4t8j8qtnh0, ewibb8s7p2l6f5sekvkqu4a5m, 5gc4aouty93b7kbin9cpgrdre, 6d45ccicyo6dregi9cm4ad4kq, 7d326gljgym4qtmxvx5t5poq2, 2m28wyud6xi78nt8e92p9keay, b32tamno8dpk5te2oq7d9a6t, a8ngovgs2qfu5udzb97kelg16, 9glti6ay2zxkigdtjcxtkj7it, b0zo05bu61v32nw35mriue0yy, 9ij293r1mbtygl6v3u2s43i3u, 8bwjj53jwbsi0emx370uka5g4, d2yqubc3u7bjj96yqawjojod0",5584851349,194,1j010cibh247p8kjchww6ny3u,5585062151,197,14784,5584851351,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5584851343,59,"1, 22, 12, 6, 2, 3, 7, 21, 20, 9, 11, 5, 8, 10, 14, 15, 18, 88",5584851347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5584851345,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945357,2,32,1,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-16T02:07:32.172Z,2025-03-16T02:07:35Z,,,,,5585063603,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945353,2,32,1,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-16T02:07:32.172Z,2025-03-16T02:07:32Z,,,,,5585063593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945371,3,1,1,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,50.0,50.0,2025-03-16T02:07:32.173Z,2025-03-16T02:07:36Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5585063659,279,S,5585063651,140,32.2,5585063655,212,18.9,5585063649,56,Back,5585063657,213,3.30,5585063653,141,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945399,4,1,1,0,2,b5l2e3csycjb8twvq9ek0j5gq,1,32.2,45.6,2025-03-16T02:07:34.875Z,2025-03-16T05:12:14Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5585063809,213,0.36,5585063799,157,,5585063801,56,Center,5585063805,141,69.7,5585063807,212,46.4,5585063811,1,,5585063803,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945403,5,4,1,0,8,b5l2e3csycjb8twvq9ek0j5gq,1,72.8,71.5,2025-03-16T02:07:41.130Z,2025-03-16T04:18:04Z,2j9i9ersvndkywcgqx9pzc9ka,E. Johnson,,,5585063827,13,,5585063835,286,,5585063829,56,Center,5585063895,233,3,5585063939,294,,5585063831,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945397,3,4,1,0,8,kfq8fhwnmycbtad1u0fyefx0,0,27.2,28.5,2025-03-16T02:07:41.131Z,2025-03-16T04:18:04Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5585063871,13,,5585063879,285,,5585063873,294,,5585063875,56,Back,5585063899,233,5,5585063877,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945731,6,1,1,1,1,b5l2e3csycjb8twvq9ek0j5gq,0,75.5,79.7,2025-03-16T02:08:33.661Z,2025-03-16T02:08:35Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5585065335,56,Center,5585065337,140,93.0,5585065327,2,,5585065343,213,5.35,5585065333,152,,5585065329,5,,5585065339,141,43.3,5585065331,155,,5585065341,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788945763,4,12,1,1,5,kfq8fhwnmycbtad1u0fyefx0,1,10.6,53.4,2025-03-16T02:08:37.337Z,2025-03-16T05:13:28Z,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,5585065387,140,43.7,5585065389,141,33.9,5585065385,56,Back,5585065393,213,5.92,5585065391,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
