id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2791026539,1,34,16,0,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-03-23T01:04:38.529Z,2025-03-23T04:22:25Z,,,,,5596502889,194,arrnspfznjcs9fmng4finp87p,5596604405,197,23488,5596502881,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5596502879,30,"arrnspfznjcs9fmng4finp87p, 9ch7zgxlcjiio0xbo2hhl2yvo, eg5pbxm7emj77mdcub4xp6m3u, couplbg5c1wzrb14ycd8f7h0p, c8svt3yazcfaq478j0cpbmbfu, f472o0229a6xev8qudf1tyf6y, 8pqvmz8g1yhe7hqqc1d68c4mi, 2gsbai5bpg1fbullzvngv2l1w, 711t32tk6qwl567dngcldfw15, 449e2muutlpvx9lhv1t2tcsmh, 2w38gs56nefz2s67peyzb10q1, 3o4uxnvpnf3cwjs3srwegxp90, f0rcvbvmbh2gcjxw6jfy5fe5m, 4vdbw63j0s7npezknabq6p7xm, 9nkrr0mwqni0mehkgw6nk5gfe, 9txqixk3uycvort3ntzkva1g5, duad6xilu5s6c7ul48b7gab1m, 1diaoqi51gzx23j4d5f8xc8b8",5596502885,130,18,5596502887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5596502883,59,"1, 11, 3, 5, 24, 15, 12, 8, 21, 10, 9, 99, 16, 18, 19, 20, 23, 77",5596502891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791032251,1,34,16,0,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-03-23T01:19:18.039Z,2025-03-23T04:20:54Z,,,,,5596535353,194,8pwslovfo5ostdhvpx53cxclw,5596535347,59,"1, 2, 14, 8, 4, 5, 9, 44, 91, 10, 19, 13, 3, 34, 88, 7, 29, 70, 37, 38",5596535343,30,"7y56spdjsagw833hgo5ranvf9, 9xjixcn3jhf7m75dl49u0qe7e, 7lzda1yh1eixs7rqn46y1ulpm, 6ahu72g0u39bxbjiz7ggefai1, 8pwslovfo5ostdhvpx53cxclw, 2p7o7pd4vfw3mvp5o8euss6xg, c0of0cn2tec0yn2vtwdqgxxpl, a5h691d1wvz871qz9t1cmi68k, 4x3md4d2zvyvxlhtqp0ocvmqx, 74bhj4xi5zgq6evsr4c766p04, 2lpjr3oys0s0u2pnhut8epqwa, cdaayu6d9xzn4gyn5jg5p6vl6, e076q290ab1o6qz9vthl2c0a2, 3csngjh4kjgpkfayppiwfbw2c, bb524gi3hf6soharvgp7bumtw, 6dpxvfpnaua6y4gevop02qc8a, 6naqq6f6acfec3zh2msuxrmqd, wkmy6d72qnd2c9ibbq3iihas, 5dcrraswa6ydkfxq32znp7wno, dt8nthxqalx3bhz723zdty39w",5596598867,197,23588,5596535351,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5596535345,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5596535355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5596535349,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045139,2,32,1,0,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-03-23T02:08:25.973Z,2025-03-23T02:08:29Z,,,,,5596608227,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045135,2,32,1,0,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-03-23T02:08:25.973Z,2025-03-23T02:08:26Z,,,,,5596608221,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045155,3,1,1,0,0,daicfonrbj124lu2la2rctxck,1,50.0,50.0,2025-03-23T02:08:25.974Z,2025-03-23T02:08:30Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5596608311,213,2.82,5596608303,56,Back,5596608307,141,63.1,5596608305,140,24.8,5596608313,279,S,5596608309,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045173,4,1,1,0,3,daicfonrbj124lu2la2rctxck,1,24.8,63.1,2025-03-23T02:08:29.261Z,2025-03-23T02:08:32Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5596608415,140,63.3,5596608423,1,,5596608421,213,0.21,5596608411,157,,5596608417,141,75.7,5596608413,56,Center,5596608419,212,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045179,5,1,1,0,6,daicfonrbj124lu2la2rctxck,1,64.6,73.3,2025-03-23T02:08:32.612Z,2025-03-23T02:08:33Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5596608485,213,4.00,5596608479,140,60.2,5596608481,141,65.5,5596608477,56,Center,5596608483,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045185,6,1,1,0,7,daicfonrbj124lu2la2rctxck,1,60.2,65.5,2025-03-23T02:08:33.652Z,2025-03-23T02:08:34Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5596608505,141,68.1,5596608503,140,68.8,5596608501,56,Center,5596608507,212,9.2,5596608509,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045187,7,1,1,0,8,daicfonrbj124lu2la2rctxck,0,68.8,68.1,2025-03-23T02:08:34.460Z,2025-03-23T02:08:34Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5596608521,213,1.51,5596608515,140,68.9,5596608519,212,1.7,5596608517,141,70.6,5596608513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045203,3,1,1,0,10,2iwybwokic7nmr1t33abdbjoq,0,24.0,20.6,2025-03-23T02:08:36.196Z,2025-03-23T02:08:41Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5596608589,56,Back,5596608607,286,,5596608603,233,8,5596608597,213,0.68,5596608593,141,24.0,5596608595,212,3.7,5596608601,236,,5596608587,157,,5596608591,140,26.7,5596608599,1,,,,,,,,,,,,,,,,,,,,,,,,,,
