id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2793310699,1,34,16,0,0,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-03-30T01:02:37.714Z,2025-03-31T01:49:58Z,,,,5608990717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5608990705,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5608990703,30,"470xuwiwevwy86l2ararrkyga, 7wbwaew3d712kxl54ztdxe87o, 20z2nx7xh9mgty7qp6xur14yy, 8p3y7tm4lzwp39tojonnohaay, 8i5k1tx7x5hx4kk3qzyvrfj84, a1v4h4gcsepnaknru3jjnwl5g, 40qi53orb0eur2jevowkvrcb8, e6gr1t1rp2x7waywgzlrj8yqx, f3ftrudyp33naykboqmua0jro, o0a1acp618ig9detdym1m0pg, 613kkjtvfyf7mbvrqt9pcizmd, catp73eq6wn8hxggfcpzks3u2, 9elhnfsovx9efu5f92mkkls7o, 8hamv2lpjznz8mettx8dc5tsk, 3u22kckqpecmgcw7ee3xrdppm, 2jxho5va9q638vkklji2n8cx6, a4staqjshva5lhcr0dw744nze, bnsuxef1oaaye5fise5qlur8q",5608990711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5608990709,130,13,5608990715,194,e6gr1t1rp2x7waywgzlrj8yqx,5609154767,197,28375,5608990707,59,"56, 20, 33, 3, 5, 18, 17, 27, 14, 11, 7, 1, 6, 9, 24, 28, 34, 41",,,,,,,,,,,,,,,,,,,,,,,,
2793312459,1,34,16,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-30T01:05:45.014Z,2025-03-30T02:02:33Z,,,,5609000555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5609000553,30,"6j38lv6xa3gnzzsn5x2i35rdh, 3apux7dih2628a7b7q0dt6bu2, 69j92vzo1swgodk0g9g2ksqqy, 4jq1xl8ott88bxfdo4bjm47hl, 4e47ixpbc8x9qzn7l3aeej0tl, 2w7w1l7lwhu2u6nhvqg1bnd2h, doseo9fbdr1a1srm0jhdqmr55, bogxgfao7j28diagxffy0z9ey, cclpvd1z3yyruciida1q3x4o9, cxnq0rc4u1efzt82nw3xgk355, 6g7v93m80xq6x38o9u3t8y3je, 3xd2kq7cxmvdbqsfzgi644c4q, ei30dsbb51ri88sr7aku2t13p, cqhpjp9q1pl5gy4nfrpd7m3h0, 2j9i9ersvndkywcgqx9pzc9ka, evk0esdocrzt5zxqmv4ostdcl, e0879u9ckqe6xv1h2j8bqto9g, 97rzxcaw3u0qqov2uci1m4ges, 24r8fdf8ypk7ejch9t86zjwgk, 629pbkngxk7ucy0qt9mngvkd1",5609149749,197,10793,5609000559,130,8,5609000563,194,4jq1xl8ott88bxfdo4bjm47hl,5609000565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5609000561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5609000557,59,"1, 26, 2, 12, 33, 15, 11, 6, 9, 10, 7, 3, 4, 14, 22, 25, 45, 48, 88, 35",,,,,,,,,,,,,,,,,,,,,,,,
2793340103,2,32,1,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-30T02:06:45.027Z,2025-03-30T02:06:48Z,,,,5609155401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340095,2,32,1,0,0,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-03-30T02:06:45.027Z,2025-03-30T02:06:45Z,,,,5609155387,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340117,3,1,1,0,0,7c9knuwazz9k9449u5rnuuy5m,1,50.2,50.3,2025-03-30T02:06:45.028Z,2025-03-30T02:06:49Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,5609155505,56,Back,5609155511,212,22.6,5609155509,141,44.2,5609155513,213,3.33,5609155515,279,S,5609155507,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340123,4,1,1,0,4,7c9knuwazz9k9449u5rnuuy5m,0,24.2,41.9,2025-03-30T02:06:49.171Z,2025-03-30T02:07:13Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5609155557,56,Center,5609155561,141,72.0,5609155567,1,,5609155555,157,,5609155559,140,73.8,5609155565,213,0.37,5609155563,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340129,3,3,1,0,7,b5l2e3csycjb8twvq9ek0j5gq,0,31.8,25.0,2025-03-30T02:06:52.317Z,2025-03-30T02:07:02Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5609155579,56,Back,5609155581,285,,5609155657,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340131,5,7,1,0,7,7c9knuwazz9k9449u5rnuuy5m,0,68.2,75.0,2025-03-30T02:06:52.318Z,2025-03-30T02:06:56Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,5609155585,286,,5609155583,56,Center,5609155621,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340153,5,1,1,0,11,b5l2e3csycjb8twvq9ek0j5gq,1,22.8,32.2,2025-03-30T02:06:57.004Z,2025-03-30T02:06:58Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5609155719,56,Back,5609155721,140,23.3,5609155725,212,13.9,5609155723,141,11.7,5609155727,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340169,6,1,1,0,13,b5l2e3csycjb8twvq9ek0j5gq,1,23.3,11.5,2025-03-30T02:06:58.172Z,2025-03-30T02:07:02Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,5609155835,212,25.4,5609155833,141,40.6,5609155837,213,2.25,5609155831,140,8.1,5609155829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
