id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796854313,1,34,16,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-06T01:11:35.380Z,2025-04-06T19:13:45Z,,,,5628484307,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5628656935,197,23584,5628484311,130,13,5628484305,30,"a3k4grlhkn63p3xfb2rzslkdm, aomjkj5s52jkzgk3ljsz0osiy, cla0i94uyddjw7jzqoyfsplre, 42hi96pvzz8f69ixlcncn0549, e2rv433ve4ytatjl94dcz1hm2, 9gvsswyf0gzxekrjdkpuqrh0p, 486r7pszrdk085ot7cy2008dm, d2ny0huv78m4m6p65y8eou7oq, 35bpd9cmuep6cqczngaqpc19m, 3hb6yji6u8ftefif91lfrbtre, cxscznjyygtsgbajv08q04sq2, 1xb2wmuzlhgo6vt7f9yl2rnkk, bteydgv4om5ylyoznx9vesogl, hglsr5ybsi6bsl178ge0c31m, 7f1q3d59u9n16v9xrskfxqsq1, achy1l1rfq2d4ftn6l1esht9m, aj5x0l6jpxl7s8pfmhgc4060a, 5rdtu4wmswu65eqjjw38uao0k, 2ekg8ntkxc3szd8d9bnv20npw",5628484309,59,"1, 15, 2, 32, 5, 4, 27, 17, 9, 25, 7, 8, 11, 12, 13, 16, 23, 24, 83",5628484315,194,42hi96pvzz8f69ixlcncn0549,5628484317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5628484313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796855949,1,34,16,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-06T01:13:32.106Z,2025-04-07T02:30:14Z,,,,5628493881,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5628493891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5628493879,30,"9l35nvd07jhy457u1yehm3gx6, ea8jgqvyafx5wvgd5d70mgx9m, t8bq7sttljbcrrspxz5tnm5l, 7y9k549gjh2183ylplvwg2q5l, b7hyxpaqt3ymfbuah1yop5rai, 5u1uufcs8jlvvkzodpi5ykovd, 8qjls72u1tvwuxas420p8ed5g, 2054x8z63k74or3inr9sl0bu1, 2p1887g4xd36ac2trpyf42wru, do8svqsgqomasmzdwwsgg7qlm, 9lqozbr0ghw2fhep938p8snah, cc7jk41tn9qi5px4pb9l4bn8q, 1ntf3x9ay255qut54al2mt0q, 271x0k4dhjqn4h7ecmt44pzo5, 23vdzclmewq139wius9oy3m51, c7xfrcywzfkh6ysuhv3bk8fvu, dwyatw1wz3nrh1fcwu27ie8ve, 9r38gjqqpwb3jue2rna0nwdsl, 6e7vgxyzx00c79hw1wg4d01sk, 113mck575esofosg0reheh7je",5628657027,197,23592,5628493883,59,"1, 2, 17, 22, 6, 5, 20, 96, 24, 10, 11, 3, 7, 8, 9, 21, 23, 43, 55, 99",5628493885,130,17,5628493887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5628493889,194,9l35nvd07jhy457u1yehm3gx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886863,2,32,1,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-06T02:10:45.342Z,2025-04-06T02:10:47Z,,,,5628661015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886855,2,32,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-06T02:10:45.342Z,2025-04-06T02:10:45Z,,,,5628660979,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886865,3,1,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,50.2,50.0,2025-04-06T02:10:45.343Z,2025-04-06T02:10:48Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,5628661061,212,18.6,5628661053,140,32.6,5628661057,141,52.8,5628661063,213,3.04,5628661051,56,Back,5628661065,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886881,4,1,1,0,2,83cpn99fh7ulkwe8nezy8a3mx,0,33.5,42.7,2025-04-06T02:10:48.261Z,2025-04-06T02:10:52Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5628661141,212,54.4,5628661133,155,,5628661143,213,5.69,5628661137,140,76.5,5628661135,56,Right,5628661145,1,,5628661139,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886917,3,5,1,0,5,7neuneh44n9rtsfsh6r0sb9no,1,26.1,102.0,2025-04-06T02:10:51.045Z,2025-04-06T04:43:00Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5628661303,233,5,5628661299,56,Back,5628661301,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886887,5,5,1,0,5,83cpn99fh7ulkwe8nezy8a3mx,0,73.9,-2.0,2025-04-06T02:10:51.045Z,2025-04-06T04:43:00Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5628661159,56,Right,5628661161,347,,5628661307,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886935,4,1,1,0,14,7neuneh44n9rtsfsh6r0sb9no,0,37.1,100.0,2025-04-06T02:10:59.962Z,2025-04-06T02:11:04Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5628661373,212,24.2,5628661371,141,92.3,5628661369,140,59.4,5628661365,107,,5628661367,56,Left,5628661375,213,6.02,5628661377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886931,6,44,1,0,16,83cpn99fh7ulkwe8nezy8a3mx,1,40.2,11.0,2025-04-06T02:11:01.869Z,2025-04-06T02:11:05Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5628661447,233,5,5628661357,285,,5628661355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886937,5,44,1,0,16,7neuneh44n9rtsfsh6r0sb9no,0,60.1,85.8,2025-04-06T02:11:01.870Z,2025-04-06T02:29:53Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5628661391,286,,5628661455,233,6,5628661389,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886943,7,1,1,0,17,83cpn99fh7ulkwe8nezy8a3mx,0,39.2,20.7,2025-04-06T02:11:02.573Z,2025-04-06T02:11:04Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5628661409,3,,5628661413,140,56.5,5628661411,56,Center,5628661415,141,21.2,5628661417,212,18.2,5628661419,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886955,6,1,1,0,19,7neuneh44n9rtsfsh6r0sb9no,0,49.7,88.4,2025-04-06T02:11:05.113Z,2025-04-06T02:30:24Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5628661491,213,5.90,5628661481,3,,5628661485,140,53.6,5628661487,141,86.0,5628661489,212,4.4,5628661483,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886965,8,1,1,0,20,83cpn99fh7ulkwe8nezy8a3mx,1,40.5,32.8,2025-04-06T02:11:06.117Z,2025-04-06T02:11:07Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5628661541,212,28.0,5628661533,3,,5628661543,213,0.38,5628661537,140,65.3,5628661535,56,Center,5628661539,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796886975,9,1,1,0,21,83cpn99fh7ulkwe8nezy8a3mx,1,65.3,47.9,2025-04-06T02:11:07.341Z,2025-04-06T02:15:08Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5628661611,141,74.5,5628661607,56,Back,5628661613,212,32.1,5628661609,140,40.1,5628661617,1,,5628661615,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
