id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2823503761,1,34,16,0,0,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-20T22:48:01.177Z,2025-06-21T02:32:15Z,,,,,5775976521,194,ekzwxb68vg0w7o14zcq8n4vs9,5775976517,130,2,5775976511,30,"7lmf6beyvhncglhw9avm40qju, 59kky4fyi0w9bdz4ow3gs95yi, 7ehcrcdv82ib5fkpo3498gpgp, 21vmi7qtrujzez3ziux0wa4et, dek9c2ef9ahynvfrk60d9tm5m, 906pdcavtipx0q93b1ed1lrai, 3y5650rx37d3hnh3sxzhaz7xl, db1h2huu8z1quj816wol1wgkp, ekzwxb68vg0w7o14zcq8n4vs9, 8xte0mzawblk2ufasxalijk2y, agl19e1fx5123lk28avksxb3e, e2olfsduxvaqsx6rdbaasa356, 87n7hmq7f1q1avazbmwmcg222, 2cu5uohq2rwhe2hy3y72zhc2y, e0i0n47bol0sigq7s1zdiay1, f0wprovraucxrx9wwd5au2pzo, 1rsr9bg12y3480inhp9pn22vo, 6z4eha1ejqruj39ddvzvy0ju2",5775976525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5775976515,59,"23, 3, 6, 10, 5, 16, 20, 4, 14, 15, 11, 8, 12, 13, 22, 30, 31, 21",5775976513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5775976523,197,29732,5775976519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823504113,1,34,16,0,0,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T22:55:30.439Z,2025-06-20T23:32:03Z,,,,,5775978465,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5775978473,194,38ghqgck8fwnxap6em08avzs9,5775978467,59,"77, 2, 19, 4, 15, 22, 10, 94, 9, 71, 11, 44, 6, 7, 8, 17, 30, 81",5775978475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5775978471,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5776007509,197,29725,5775978463,30,"crhe42indjb3mb7di7yh1zndg, 8qqehla9xvhut6uua4a0zcju2, 6tesoh4ckbbkisphokig9yqz8, 38ghqgck8fwnxap6em08avzs9, dqvxmefhimxvxstvlz5yd7ysp, c7q476j0dkl7e4fhqqlsp5rai, 7i9qesz7fugndupldntvshwd0, 6pqwh2z47uwgr9u9y8n79ppzp, 9izknjlz6zunwjpo4u94q855g, 5r88subg9jy8zg4y97tzwzxm1, dkk3twgai2ldi75eh0xr37hbe, 8ecb1shzu9migh6lv1bnku8es, 9blzzcpytqe7o9rdte1s6mw6i, b7pzjfl5fuvivmc2x9defzfmx, 16si0dgkuqvahp0x1bjr37xuc, 3ei1s8oyub83owfxxbsygmsmi, 984jr9d6sbi5l5vt9ct1b6cph, lu2g4n0jcfxk41i8ro05ad5g",5775978469,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509941,2,32,1,0,0,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:36:11.601Z,2025-06-20T23:36:13Z,,,,,5776011177,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509939,2,32,1,0,0,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-20T23:36:11.601Z,2025-06-20T23:36:11Z,,,,,5776011169,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509947,3,1,1,0,0,5x54jbfk11lrsmipgsx7cdbai,1,50.0,50.0,2025-06-20T23:36:11.602Z,2025-06-20T23:36:14Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5776011195,212,27.5,5776011189,56,Back,5776011197,213,3.21,5776011191,140,23.9,5776011193,141,47.3,5776011199,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509957,4,1,1,0,2,5x54jbfk11lrsmipgsx7cdbai,1,25.4,46.1,2025-06-20T23:36:14.439Z,2025-06-20T23:36:21Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5776011259,157,,5776011265,141,10.9,5776011261,56,Right,5776011267,212,46.9,5776011271,1,,5776011263,140,63.8,5776011269,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509959,5,44,1,0,6,5x54jbfk11lrsmipgsx7cdbai,1,63.2,24.8,2025-06-20T23:36:18.498Z,2025-06-21T01:56:04Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5776011281,233,3,5776011279,286,,5776011277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509953,3,44,1,0,6,2n3wgr89m7jl8tmioemit2pgq,0,36.8,75.2,2025-06-20T23:36:18.499Z,2025-06-21T01:56:04Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5776011285,233,5,5776011237,56,Back,5776011239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509963,6,1,1,0,7,5x54jbfk11lrsmipgsx7cdbai,1,63.8,10.9,2025-06-20T23:36:19.256Z,2025-06-20T23:41:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5776011311,213,6.16,5776011303,56,Right,5776011309,212,21.4,5776011305,140,84.0,5776011299,3,,5776011307,141,7.0,5776011301,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509967,7,1,1,0,10,5x54jbfk11lrsmipgsx7cdbai,0,84.0,7.0,2025-06-20T23:36:22.128Z,2025-06-20T23:39:42Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5776011337,213,1.18,5776011331,140,93.2,5776011329,56,Center,5776011335,212,25.6,5776011325,2,,5776011333,141,41.9,5776011327,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509981,4,12,1,0,11,2n3wgr89m7jl8tmioemit2pgq,1,5.9,54.3,2025-06-20T23:36:23.410Z,2025-06-20T23:43:07Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5776011417,212,16.6,5776011413,140,19.8,5776011411,56,Back,5776011419,213,0.49,5776011415,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509983,8,1,1,0,12,5x54jbfk11lrsmipgsx7cdbai,1,80.9,6.5,2025-06-20T23:36:24.243Z,2025-06-20T23:39:45Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5776011427,141,30.9,5776011421,3,,5776011425,140,86.9,5776011429,212,17.7,5776011423,56,Center,5776011431,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509987,9,61,1,0,13,5x54jbfk11lrsmipgsx7cdbai,0,87.0,32.1,2025-06-20T23:36:25.184Z,2025-06-20T23:44:55Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5776011447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509993,6,12,1,0,18,2n3wgr89m7jl8tmioemit2pgq,1,10.1,68.3,2025-06-20T23:36:30.410Z,2025-06-20T23:46:01Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5776011473,213,0.25,5776011467,140,13.1,5776022019,397,,5776011465,56,Back,5776011471,212,3.3,5776011469,141,69.5,5776022021,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509989,10,74,1,0,18,5x54jbfk11lrsmipgsx7cdbai,1,88.0,30.9,2025-06-20T23:36:30.411Z,2025-06-20T23:46:05Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5776022029,233,6,5776011449,56,Center,5776022005,397,,5776021949,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509995,7,43,1,0,19,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:36:30.962Z,2025-06-20T23:36:35Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5776011505,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509991,5,12,1,0,20,2n3wgr89m7jl8tmioemit2pgq,1,6.3,65.8,2025-06-20T23:36:32.185Z,2025-06-20T23:45:49Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5776021923,141,80.8,5776022503,167,,5776021925,212,12.8,5776022567,15,,5776021921,140,0.0,5776021927,213,2.22,5776011453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823509999,11,43,1,0,21,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-20T23:36:32.968Z,2025-06-20T23:36:41Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5776011511,56,Center,5776011513,75,0,5776011551,144,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510003,8,43,1,0,29,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:36:41.002Z,2025-06-20T23:36:48Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5776011555,347,0,5776011607,144,5,5776011553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510017,9,6,1,0,37,2n3wgr89m7jl8tmioemit2pgq,0,1.0,93.2,2025-06-20T23:36:48.831Z,2025-06-21T02:10:59Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5776011631,73,,5776011637,233,12,5776011629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510015,12,6,1,0,37,5x54jbfk11lrsmipgsx7cdbai,1,99.0,6.8,2025-06-20T23:36:48.831Z,2025-06-21T02:10:58Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5776011633,233,9,5776011625,56,Right,5776011627,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510069,13,1,1,1,2,5x54jbfk11lrsmipgsx7cdbai,0,99.5,0.5,2025-06-20T23:37:13.921Z,2025-06-20T23:37:16Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5776011939,56,Center,5776011943,141,43.1,5776011933,6,,5776011945,212,29.3,5776011935,155,,5776011941,140,95.4,5776011947,213,1.72,5776011937,224,,5776011931,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510073,10,43,1,1,5,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:37:17.327Z,2025-06-20T23:37:27Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5776011967,213,0.00,5776011961,140,10.8,5776011963,141,41.0,5776011969,15,0,5776012023,144,12,5776011959,56,Back,5776011965,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510089,11,4,1,1,5,2n3wgr89m7jl8tmioemit2pgq,1,8.2,57.3,2025-06-20T23:37:17.431Z,2025-06-21T00:25:41Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5776012045,265,,5776012041,56,Back,5776012047,285,,5776012861,233,14,5776012039,13,,5776012043,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510145,14,4,1,1,5,5x54jbfk11lrsmipgsx7cdbai,0,91.8,42.7,2025-06-20T23:37:17.432Z,2025-06-21T00:25:42Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5776012385,286,,5776012865,233,11,5776012381,152,,5776012383,265,,5776012379,56,Center,5776012377,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510193,12,27,1,1,42,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:37:53.983Z,2025-06-20T23:37:59Z,,,,,5776012595,53,dkk3twgai2ldi75eh0xr37hbe,5776012593,41,Injury,5776012607,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510173,15,27,1,1,42,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-20T23:37:53.983Z,2025-06-20T23:37:59Z,,,,,5776012619,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510781,13,28,1,1,44,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:37:55.967Z,2025-06-21T01:56:56Z,,,,,5776196011,233,16,5776016129,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510179,16,28,1,1,44,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-20T23:37:55.967Z,2025-06-21T01:56:56Z,,,,,5776012549,55,15,5776196015,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510875,14,1,1,5,22,2n3wgr89m7jl8tmioemit2pgq,1,9.3,59.3,2025-06-20T23:41:34.153Z,2025-06-20T23:41:37Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5776016719,140,66.4,5776016723,212,61.9,5776016713,157,,5776016715,152,,5776016725,213,0.25,5776016711,5,,5776016727,1,,5776016721,141,82.0,5776016717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510881,15,44,1,5,24,2n3wgr89m7jl8tmioemit2pgq,1,67.8,79.8,2025-06-20T23:41:36.389Z,2025-06-21T01:56:05Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5776016757,56,Left,5776016759,286,,5776016761,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510873,17,44,1,5,24,5x54jbfk11lrsmipgsx7cdbai,0,32.2,20.2,2025-06-20T23:41:36.390Z,2025-06-21T01:56:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5776016777,233,15,5776016707,56,Back,5776016709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510893,16,1,1,5,25,2n3wgr89m7jl8tmioemit2pgq,0,66.4,82.0,2025-06-20T23:41:36.848Z,2025-06-21T00:42:12Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5776016831,213,5.25,5776025457,168,,5776016823,56,Center,5776016829,212,5.7,5776016825,140,69.2,5776016827,141,74.8,5776016821,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510885,18,12,1,5,26,5x54jbfk11lrsmipgsx7cdbai,1,26.7,29.8,2025-06-20T23:41:38.196Z,2025-06-20T23:48:30Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5776016791,213,0.02,5776016787,141,30.3,5776016783,56,Back,5776016789,212,16.9,5776026391,15,,5776016785,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510907,17,1,1,5,29,2n3wgr89m7jl8tmioemit2pgq,1,69.2,74.8,2025-06-20T23:41:40.713Z,2025-06-20T23:41:41Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5776016897,56,Left,5776016905,213,0.63,5776016895,3,,5776016901,141,80.8,5776016899,140,74.5,5776016903,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510909,18,1,1,5,30,2n3wgr89m7jl8tmioemit2pgq,0,74.5,80.8,2025-06-20T23:41:41.768Z,2025-06-20T23:41:42Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5776016909,3,,5776016915,141,71.5,5776016911,56,Center,5776016917,212,7.7,5776016913,140,70.3,5776016919,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510931,19,1,1,5,31,5x54jbfk11lrsmipgsx7cdbai,1,29.2,51.6,2025-06-20T23:41:43.044Z,2025-06-20T23:41:46Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5776017047,140,34.5,5776017055,212,9.3,5776017051,141,62.6,5776017057,213,0.93,5776017039,3,,5776017043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510933,20,44,1,5,32,5x54jbfk11lrsmipgsx7cdbai,1,32.8,44.4,2025-06-20T23:41:44.408Z,2025-06-21T02:27:04Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5776017077,233,19,5776017061,56,Back,5776017063,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510925,19,44,1,5,32,2n3wgr89m7jl8tmioemit2pgq,0,67.2,55.6,2025-06-20T23:41:44.409Z,2025-06-21T01:56:06Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5776017093,233,20,5776017009,286,,5776017007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
