id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value
2813061187,1,34,16,0,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-10T22:30:23.251Z,2025-05-11T03:07:26Z,,,,,5717860529,30,"dp8j7znd4eavuoy3faqpamoa2, 2wufroeor0e7k6hvatj1ltwfe, 8vcytrkvxzki08gxqpulol3hl, e13oeez12fwnzyf2qkizwflec, 87rpg135z1k0ir74kdczwo2y1, bpkzxcqtmvei7lqkqzuvzelsl, ch01b74i78nggnffi81875ld6, 5s5sc7zxuw8cr7vyzeofb8hnu, 7ao58e6608lb8eu3dmk17jisp, 6mrzod8fbjpv5s30eyypfyv2t, 4ua2bfowedufy5hilbxb3cul1, du5dg5x7as3ub1iemjuwdd6uh, 56txiyhvsvhudyr1b21rznmjt, cbbip5xc4xfipnk6aal6cfywa, te1unnk7afru8djvu92vs00k, 374euncv00zs2oy6ux1u519be, c08hvq1hplcct8kxrxucfpqp6, 5eptcbetmcxxwzhed6i5rl0r8, lp6scacgnnb3d9uxypl2cn4k, 3gzatxlefe9axcrqyllbtrzmc",5717860533,59,"1, 27, 11, 18, 3, 33, 7, 17, 8, 9, 10, 2, 4, 20, 21, 26, 28, 34, 36, 41",5717860539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5718594027,194,bpkzxcqtmvei7lqkqzuvzelsl,5717860537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5718039927,197,22486,5717860535,130,2,5717860531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813061207,1,34,16,0,0,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-10T22:30:27.048Z,2025-05-11T00:39:57Z,,,,,5718039621,197,27037,5717860691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5717860679,30,"ect3pxkbjycux4simxmzp9jze, 6692w96w6qmvgcpo02dehq4iy, 94zkjopy373mgso15ljxmhd04, 14oq6mvlh5e51d9y20nbpok4p, dw8iyfupgsqkt8ogxssmtss4q, 3s1a50dskuehneuuy9b1nxg4, dmbqkvvaray373vy9eiq4l1ck, 5tyrfuxsp7s9thsmhfqevuoyx, caoq1dpq6lz1btrd75s9xuz56, 21y2ogvprtdai47j36w9m22cq, 1h85rt7bnqep3qovatft86pgq, 5htuxrszecd448kld1yguwpas, d8uer29a3oya05ks99q696221, ecjt2cd0xn1qyeyboapqwxbvu, bmuds0h4a4sbhg47zmamnld5h, 5jigl7kp5d2i5ws1602jm7n1m, f1gj1qng7x6nxfi8lbxa7tvpx, aur71sievd8d2fnrumu3xf6c",5717860689,194,5tyrfuxsp7s9thsmhfqevuoyx,5717860683,59,"56, 7, 91, 4, 34, 22, 80, 6, 26, 9, 10, 1, 2, 8, 14, 19, 42, 62",5717860687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5717860685,130,8,5717860681,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094339,2,32,1,0,0,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-10T23:37:02.010Z,2025-05-10T23:37:05Z,,,,,5718045389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094331,2,32,1,0,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-10T23:37:02.010Z,2025-05-10T23:37:02Z,,,,,5718045353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094369,3,1,1,0,0,5qfq6cwtrgzd2szijivns7rjl,1,50.2,50.3,2025-05-10T23:37:02.011Z,2025-05-10T23:37:06Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5718045547,213,3.03,5718045543,141,53.0,5718045549,279,S,5718045545,212,16.7,5718045541,140,34.4,5718045539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094379,4,1,1,0,4,5qfq6cwtrgzd2szijivns7rjl,1,34.6,53.0,2025-05-10T23:37:06.280Z,2025-05-10T23:37:07Z,e13oeez12fwnzyf2qkizwflec,N. Worth,,,5718045597,141,80.0,5718045601,213,1.75,5718045595,140,31.5,5718045593,56,Back,5718045599,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094387,5,1,1,0,5,5qfq6cwtrgzd2szijivns7rjl,0,31.8,80.2,2025-05-10T23:37:07.301Z,2025-05-10T23:39:03Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5718045657,1,,5718045653,213,5.99,5718045697,286,,5718045643,56,Back,5718045649,212,12.5,5718045647,141,74.8,5718045687,236,,5718045641,157,,5718045645,140,43.2,5718045689,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094383,3,74,1,0,5,e3k8yw2rbmphyfu5htn4yi5jk,1,56.6,22.8,2025-05-10T23:37:07.302Z,2025-05-10T23:37:08Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5718045725,233,5,5718045609,56,Center,5718045611,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094413,6,1,1,0,5,5qfq6cwtrgzd2szijivns7rjl,0,43.2,74.8,2025-05-10T23:37:07.829Z,2025-05-10T23:38:12Z,e13oeez12fwnzyf2qkizwflec,N. Worth,,,5718045785,56,Back,5718045955,286,,5718045793,213,3.31,5718045951,233,4,5718045791,212,1.6,5718045789,141,74.4,5718045949,236,,5718045787,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094435,4,74,1,0,5,e3k8yw2rbmphyfu5htn4yi5jk,1,58.0,25.6,2025-05-10T23:37:07.830Z,2025-05-11T01:43:50Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5718045981,233,6,5718045929,285,,5718045927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
