id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2791026265,1,34,16,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-23T01:04:00.480Z,2025-03-23T04:37:41Z,,,,,5596501405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5596501403,130,8,5596610747,197,28293,5596501401,59,"1, 18, 6, 34, 23, 5, 9, 10, 27, 22, 20, 2, 3, 7, 11, 21, 24, 77",5596538461,194,7i29w1zl3m6xdnurdll08jsvd,5596501407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5596501397,30,"duuhalibp64gdz6nub5ub0ovd, 3djjepgynp4qnhgvvqh9oa1ka, 6oj55tf7cdnnnft350f9fyhnt, 6lehq7bt5okf4y9lbxan577x1, dqekbs06e79n3vapj437pwyc, 7i29w1zl3m6xdnurdll08jsvd, b74yslq3huyhvwrhrebz0o3ys, drbcpa8qvrgin42q3it10nieh, 3ljxfq84ubqzlooixppmpfdd6, 6eqvj5hboqw5c21ofhsgo4p9l, cfx7vo0kbjvcly2nf1b7papsk, 6o5jqx64vum71hh2olnrb4178, 2h53fzt0ubszmkuwfnez8n622, ody1ty0csq2lnatvjwdrrv11, dio84sg1k4gsedcpordxs69lg, cnqxbvy77blk2ulx06t65it49, 8m19c2e0raanzp3dzf7aaf6jt, 4ccmn07kk0thmg6apfxgivmc5",5596501399,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791032941,1,34,16,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-23T01:20:55.203Z,2025-03-24T10:40:00Z,,,,,5596539237,194,9l35nvd07jhy457u1yehm3gx6,5596539239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5596539235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5596539233,130,18,5596539227,30,"9l35nvd07jhy457u1yehm3gx6, ea8jgqvyafx5wvgd5d70mgx9m, t8bq7sttljbcrrspxz5tnm5l, 7y9k549gjh2183ylplvwg2q5l, b7hyxpaqt3ymfbuah1yop5rai, 6e7vgxyzx00c79hw1wg4d01sk, 579n2n7oiogy83epzcfrxtd5h, 2054x8z63k74or3inr9sl0bu1, 8qjls72u1tvwuxas420p8ed5g, 2p1887g4xd36ac2trpyf42wru, 9lqozbr0ghw2fhep938p8snah, 113mck575esofosg0reheh7je, dwyatw1wz3nrh1fcwu27ie8ve, 9r38gjqqpwb3jue2rna0nwdsl, do8svqsgqomasmzdwwsgg7qlm, 5g8dr2qbefady0fa5wuwxvt3o, 1ntf3x9ay255qut54al2mt0q, 23vdzclmewq139wius9oy3m51, dv0qqd4mx117y4al165nsdic4, 41tlqtnoxrexhj8wi6d4sk2l0",5596610601,197,23592,5596539229,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5596539231,59,"1, 2, 17, 22, 6, 55, 19, 96, 20, 24, 11, 99, 23, 43, 10, 14, 7, 9, 39, 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046039,2,32,1,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-23T02:11:20.834Z,2025-03-23T02:11:21Z,,,,,5596613183,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046049,2,32,1,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-23T02:11:20.834Z,2025-03-24T06:57:23Z,,,,,5596613227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046071,3,1,1,0,0,ak0rmms5xl49w57i2rvid1tk9,1,49.8,50.1,2025-03-23T02:11:20.835Z,2025-03-23T02:11:24Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5596613337,213,3.15,5596613339,279,S,5596613335,212,14.4,5596613333,141,49.9,5596613331,140,36.1,5596613329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046075,4,1,1,0,2,ak0rmms5xl49w57i2rvid1tk9,1,36.1,49.9,2025-03-23T02:11:22.941Z,2025-03-23T02:11:25Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5596613359,56,Back,5596613365,212,15.0,5596613361,140,39.5,5596613363,141,28.5,5596613367,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046095,5,1,1,0,4,ak0rmms5xl49w57i2rvid1tk9,1,39.6,27.1,2025-03-23T02:11:24.996Z,2025-03-23T02:11:28Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5596613477,141,5.3,5596613475,140,50.2,5596613483,213,5.36,5596613473,56,Right,5596613481,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046113,6,1,1,0,7,ak0rmms5xl49w57i2rvid1tk9,1,50.2,5.3,2025-03-23T02:11:28.604Z,2025-03-23T02:23:29Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5596613573,140,68.2,5596613571,56,Right,5596613575,141,12.8,5596613577,212,19.6,5596613569,155,,5596613579,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046111,3,43,1,0,9,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-23T02:11:30.314Z,2025-03-23T03:12:15Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5596613565,56,Back,5596613567,285,0,5596720785,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046117,7,61,1,0,10,ak0rmms5xl49w57i2rvid1tk9,0,68.9,11.3,2025-03-23T02:11:31.007Z,2025-03-24T07:06:05Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5596614895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
