id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2821715713,1,34,16,0,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-08T01:02:35.144Z,2025-06-08T04:14:22Z,,,,,5765942903,130,8,5766179953,194,2yflerah2shma2hzhm99msez9,5765942905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5765942897,30,"1rknkp6cfxg6powoea2tttoiy, bezle40rjwnkdskjbf9yg4sq2, 2wj1w4opn7f0jyz1ps6ebvc6i, 2yflerah2shma2hzhm99msez9, 6pqyqf9v6g60ci7jjggalqsq1, 16ndalf4kfr7e6rd9mwj7gfmc, cf36p7zpnrtxhebod6rtsmr1m, 1b9b97pxox77ia41cilqqm4iy, 5m3bxdstyhzoplpzam8c94t90, khvgxqohya7mawca1qx5q590, csx9pmpibyblftludnkd6j36x, rtercnq9nn7y0814ghe7wo2x, 7ryen5rxs6y6uk93saq7vyd7u, 97rumgrdtahzassy8weq13dyi, cc7auv8d89ohifqg7qwz62mwa, 2l6v8ab245wzmb1litvkir1ii, 1xpjec3sk3ykvgcg67jkxtzo, 7oxivwr2b7bq70t35dgsjloiy",5765942901,59,"31, 12, 24, 80, 6, 5, 23, 8, 33, 3, 11, 14, 15, 16, 22, 27, 71, 83",5765942899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5766047141,197,28243,5765942907,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821719477,1,34,16,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-08T01:13:28.521Z,2025-06-08T04:43:45Z,,,,,5765964571,130,2,5765964577,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5765964567,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5766130605,197,29740,5765964573,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5765964569,59,"1, 15, 28, 21, 3, 5, 7, 6, 20, 9, 10, 11, 12, 13, 14, 18, 31, 88",5765964575,194,isauuse3yqdwymvfne6ci385,5765964565,30,"isauuse3yqdwymvfne6ci385, 9ij293r1mbtygl6v3u2s43i3u, 1vnfc466lc01fdfhyvzt8fhii, 5gc4aouty93b7kbin9cpgrdre, bnpu23zlwzn5gtr4t8j8qtnh0, b32tamno8dpk5te2oq7d9a6t, ewibb8s7p2l6f5sekvkqu4a5m, 9x7teazvqgbnj3pnam6rf2xgp, 6d45ccicyo6dregi9cm4ad4kq, 7d326gljgym4qtmxvx5t5poq2, 9glti6ay2zxkigdtjcxtkj7it, 2m28wyud6xi78nt8e92p9keay, bnhjfu5p8tysruk7aep5dr1ex, 6hdas9nshfgbjhj91y3ob8b11, b0zo05bu61v32nw35mriue0yy, 8bwjj53jwbsi0emx370uka5g4, djz5cm1g7ouen2y4o7w35jbl6, d2yqubc3u7bjj96yqawjojod0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733811,2,32,1,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-08T02:07:07.092Z,2025-06-08T04:16:40Z,,,,,5766046617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733777,2,32,1,0,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-08T02:07:07.092Z,2025-06-08T02:08:19Z,,,,,5766046479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733817,3,43,1,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-08T02:07:32.539Z,2025-06-08T02:08:03Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5766046663,141,50.0,5766046659,56,Back,5766046665,212,15.8,5766046669,279,S,5766047117,144,1,5766046661,140,35.0,5766046667,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733823,3,43,1,0,6,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-08T02:07:38.851Z,2025-06-08T02:08:00Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5766046699,140,74.1,5766046701,141,90.9,5766047087,144,1,5766046703,212,13.8,5766046697,56,Left,5766046705,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733835,4,43,1,0,7,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-08T02:07:40.163Z,2025-06-08T02:07:59Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5766046779,141,81.1,5766046775,56,Left,5766046783,212,7.0,5766046777,140,72.1,5766046787,213,4.41,5766047085,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821733837,5,43,1,0,10,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-08T02:07:42.987Z,2025-06-08T02:07:59Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5766046807,141,74.2,5766047081,144,1,5766046809,212,14.3,5766046805,140,58.9,5766046811,213,3.45,5766046803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821734333,31,1,1,0,11,ck22dnk93ng8ax7wonlff7yms,1,49.9,49.9,2025-06-08T02:07:18.643Z,2025-06-08T02:13:10Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5766053735,140,34.5,5766053739,212,22.9,5766053733,56,Back,5766053737,141,26.0,5766053841,189,,5766053741,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821734335,32,1,1,0,11,ck22dnk93ng8ax7wonlff7yms,1,35.6,16.6,2025-06-08T02:07:18.897Z,2025-06-08T02:13:18Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5766054061,213,1.79,5766054057,141,42.5,5766054053,56,Back,5766054059,212,18.0,5766054055,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
