id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2805362975,1,34,16,0,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-04-23T23:46:28.554Z,2025-04-24T04:26:43Z,,,,,5675366395,59,"1, 34, 4, 94, 21, 3, 32, 18, 11, 10, 7, 6, 8, 13, 14, 17, 22, 52, 70",5675366391,30,"h4nbagq5dsdltn9x62oi0t05, 9623rc4ywvt5nvq15qknn9l3o, c481wk3de3opu190d8z99w8yy, 61rlxmejof8zjv8uw3sk1l045, 4o1ryjpzoxzpi3ex53cmayui1, ks7omik17xov44i4hhjrldyh, euesmrqkdyvekqtpk81ln7uqy, bzu3rjr0r2qmxluguyseq5sdl, 4g4zufvyime7qp4ks4badls0k, zd582wgzhdcz8n6oipywt3vt, 4ceaxb019rb6flsigsqo80rca, 9izvs4qd03gfmqukkk5csxxxw, bfdes5ft117ggu7ue5tnu5hm2, 57h9hd13z846qsj0bqpdoegb8, 8gxutqok71ycyk3ojmudrqtck, 4695nvcz8lcrklltxvalcizmd, aigpzkjyja6ksrcl8dteylqs5, 4g3kwdb70mz44rezcwxdghb10, 8pg5wiwxujx3hnir5wie9xgfe",5675366393,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5675366399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5675366397,130,8,5675539541,197,3383,5675366403,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5675366401,194,ks7omik17xov44i4hhjrldyh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805363869,1,34,16,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-23T23:48:37.828Z,2025-04-24T04:26:42Z,,,,,5675371015,30,"8m19c2e0raanzp3dzf7aaf6jt, 2h53fzt0ubszmkuwfnez8n622, b9lt0sfts2zxf2ali8vpf0pn9, 6eqvj5hboqw5c21ofhsgo4p9l, 7i29w1zl3m6xdnurdll08jsvd, dqekbs06e79n3vapj437pwyc, rtca480n5ehey5ffvt8nudck, dio84sg1k4gsedcpordxs69lg, 4ccmn07kk0thmg6apfxgivmc5, bjm0d2f9er34ymm41sulmkout, 6oj55tf7cdnnnft350f9fyhnt, duuhalibp64gdz6nub5ub0ovd, 6o5jqx64vum71hh2olnrb4178, 3djjepgynp4qnhgvvqh9oa1ka, cfx7vo0kbjvcly2nf1b7papsk, 3ljxfq84ubqzlooixppmpfdd6, cnqxbvy77blk2ulx06t65it49, ody1ty0csq2lnatvjwdrrv11",5675405119,194,7i29w1zl3m6xdnurdll08jsvd,5675421913,197,28293,5675371019,59,"24, 3, 14, 22, 5, 23, 17, 11, 77, 13, 6, 1, 2, 18, 20, 27, 21, 7",5675371021,130,7,5675371017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5675371025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5675371023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373133,2,32,1,0,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-04-24T00:37:33.905Z,2025-04-24T00:37:37Z,,,,,5675426801,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373127,2,32,1,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-24T00:37:33.905Z,2025-04-24T00:37:34Z,,,,,5675426777,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373155,3,1,1,0,0,ak0rmms5xl49w57i2rvid1tk9,1,49.9,50.1,2025-04-24T00:37:34.083Z,2025-04-24T02:46:29Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,,5675683185,189,,5675429213,213,2.90,5675429209,141,54.6,5675429539,279,S,5675429205,56,Back,5675429207,140,38.2,5675429211,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373159,4,1,1,0,2,ak0rmms5xl49w57i2rvid1tk9,1,36.3,61.7,2025-04-24T00:37:36.234Z,2025-04-24T00:41:38Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5675434941,141,26.0,5675434933,56,Center,5675434931,155,,5675434947,212,46.5,5675434955,1,,5675434937,140,74.1,5675434951,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374893,36,44,1,0,4,ak0rmms5xl49w57i2rvid1tk9,1,79.8,15.5,2025-04-24T00:37:38.323Z,2025-04-24T02:37:56Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5675437143,56,Right,5675437247,233,58,5675437145,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805375071,58,44,1,0,4,87c66ubwpzykovmkaf1t46bis,0,20.2,84.5,2025-04-24T00:37:38.324Z,2025-04-24T02:37:56Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675437283,233,36,5675437053,56,Back,5675437055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374885,35,1,1,0,4,ak0rmms5xl49w57i2rvid1tk9,0,76.9,22.7,2025-04-24T00:37:38.756Z,2025-04-24T00:43:14Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5675437491,3,,5675437495,140,81.6,5675437497,141,37.2,5675437501,213,1.11,5675437499,212,11.0,5675437493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373165,3,12,1,0,4,87c66ubwpzykovmkaf1t46bis,1,17.4,64.2,2025-04-24T00:37:38.781Z,2025-04-24T00:43:30Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675426957,56,Back,5675426963,141,100.0,5675426973,167,,5675426961,140,32.6,5675426965,212,29.7,5675426967,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373167,4,5,1,0,5,87c66ubwpzykovmkaf1t46bis,0,36.0,101.0,2025-04-24T00:37:39.796Z,2025-04-24T02:40:15Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675426971,347,,5675426969,56,Back,5675427173,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373197,5,5,1,0,5,ak0rmms5xl49w57i2rvid1tk9,1,64.0,-1.0,2025-04-24T00:37:39.796Z,2025-04-24T02:40:15Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,,5675427139,347,,5675427165,233,4,5675427137,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373217,6,1,1,0,13,ak0rmms5xl49w57i2rvid1tk9,1,57.7,0.0,2025-04-24T00:37:47.073Z,2025-04-24T00:37:49Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5675427233,107,,5675427241,212,24.2,5675427245,1,,5675427239,141,23.3,5675427235,56,Center,5675427243,213,0.76,5675427237,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373273,8,44,1,0,14,ak0rmms5xl49w57i2rvid1tk9,1,76.6,14.8,2025-04-24T00:37:48.462Z,2025-04-24T00:38:00Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5675427409,286,,5675427407,56,Right,5675427427,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373221,5,44,1,0,14,87c66ubwpzykovmkaf1t46bis,0,23.4,85.2,2025-04-24T00:37:48.463Z,2025-04-24T00:38:01Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675427255,285,,5675427479,233,8,5675427253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373223,7,61,1,0,15,ak0rmms5xl49w57i2rvid1tk9,0,74.4,23.3,2025-04-24T00:37:49.222Z,2025-04-24T00:37:49Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5675427257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373259,6,1,1,0,17,87c66ubwpzykovmkaf1t46bis,1,26.5,93.0,2025-04-24T00:37:50.980Z,2025-04-24T00:44:15Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5675427369,212,8.9,5675427363,56,Back,5675440279,3,,5675427371,213,4.77,5675427365,140,27.0,5675427367,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
