,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/var,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/VAR,liveData/missedPen,liveData/matchDetails/delay,liveData/matchDetails/varReason,liveData/matchDetails/contestantId,liveData/matchDetails/playerId
0,0,dsrhz4csw4ix8fgdex6ehvl78,13,2025-05-25Z,15:00:00Z,2025-05-25,17:00:00,10,2,45,1,2025-05-26T00:52:50Z,AGF vs Brøndby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,e4g66hsa13ev57xabc7xjwurt,no,Ceres Park Vejlby,Ceres Park Vejlby,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,97,35,2,2,2,3,2,3,6211,,,,,,
1,1,dsdtj3vqif762ppqtz6on3y1g,13,2025-05-25Z,15:00:00Z,2025-05-25,17:00:00,10,2,45,1,2025-05-25T19:14:17Z,København vs Nordsjælland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,co9hilfk3pi1vfov0qn71f1ry,no,Parken,Parken,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,100,3,1,0,3,0,3,0,35972,,,,,,
2,2,ds043qg1u88m5kup8l80it2xg,13,2025-05-25Z,15:00:00Z,2025-05-25,17:00:00,10,2,45,1,2025-05-25T19:14:11Z,Midtjylland vs Randers,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,5n9tkrkugne47ziec3ir0ry1b,no,MCH Arena,MCH Arena,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,4,1,1,3,2,3,2,12018,"[{'contestantId': '9w3sjm5ml4sjr2v81oxzdrt8v', 'periodId': 1, 'timeMin': 35, 'timeMinSec': '34:37', 'lastUpdated': '2025-05-25T15:36:26Z', 'timestamp': '2025-05-25T15:35:46Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': '606hufq6dapf3qxcgilbc8tt5', 'playerName': 'S. Nordli', 'optaEventId': '2818912145'}]",,,,,
3,3,6ch0fs65kvdorrz5921mi2ivo,13,2025-05-24Z,13:00:00Z,2025-05-24,15:00:00,10,2,45,1,2025-05-24T22:06:39Z,Vejle vs SønderjyskE,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,ddvz2d0yzizuiiyi4lmpsdkfc,no,Vejle Stadion,Vejle Stadion,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,5,0,0,2,3,2,3,9490,"[{'contestantId': 'c165yjiny1qnmfdvefxvflnkc', 'periodId': 2, 'timeMin': 91, 'timeMinSec': '90:02', 'lastUpdated': '2025-05-24T14:48:41Z', 'timestamp': '2025-05-24T14:48:12Z', 'type': 'Goal not awarded', 'decision': 'Cancelled', 'outcome': 'Goal', 'playerId': '7rtrg77m3xozgfhu3p2ihfey2', 'playerName': 'M. Juwara', 'optaEventId': '2818247329'}]",,,,,
4,4,6c4bgrenuewouy0tbz843mkus,13,2025-05-24Z,13:00:00Z,2025-05-24,15:00:00,10,2,45,1,2025-05-24T20:01:38Z,Lyngby vs AaB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,c7zv9olp1x8lmd8fhvyod8ii7,no,Lyngby Stadion,Lyngby Stadion,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,4,1,0,3,1,3,1,4877,"[{'contestantId': '36g6ifzjliec1jqnbtf7yesme', 'periodId': 2, 'timeMin': 87, 'timeMinSec': '86:17', 'lastUpdated': '2025-05-24T14:45:07Z', 'timestamp': '2025-05-24T14:44:38Z', 'type': 'Red card given', 'decision': 'Confirmed', 'outcome': 'Red card', 'playerId': '8vi3l756ez0e96k7muvg4ekbu', 'playerName': 'B. Pudel', 'optaEventId': '2818243731'}]",,,,,
5,5,6briaegxcsurutd2ofx67xb84,13,2025-05-24Z,13:00:00Z,2025-05-24,15:00:00,10,2,45,1,2025-05-24T21:52:31Z,Silkeborg vs Viborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,71guq48u1cvcb235wf2hvsp2h,no,JYSK park,JYSK park,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,94,11,1,2,1,2,1,2,4838,,,,,,
6,6,drmfgli2d62v39qftt2aygb2s,13,2025-05-19Z,17:00:00Z,2025-05-19,19:00:00,9,2,45,1,2025-05-20T12:38:37Z,Brøndby vs Midtjylland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4vkcz3judvz7ln8lt7cq6gwh9,no,Brøndby Stadion,Brøndby Stadion,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,41,0,0,1,2,1,2,20982,,,,,,
7,7,dr8w8houh6zfc01824sjtlxjo,13,2025-05-18Z,16:00:00Z,2025-05-18,18:00:00,9,2,45,1,2025-05-20T12:55:45Z,Randers vs København,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4uod0svzkvduui274b6aqa263,no,Cepheus Park Randers,Cepheus Park Randers,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,19,0,2,0,4,0,4,9110,,,,,,
8,8,6beazs988v70ek8cec09t2hhw,13,2025-05-18Z,14:00:00Z,2025-05-18,16:00:00,9,2,45,1,2025-05-20T00:00:12Z,SønderjyskE vs Lyngby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,84444vw3yateimuknzw8ie167,no,Sydbank Park,Sydbank Park,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,16,3,0,5,1,5,1,6398,,,,,,
9,9,6b0sz65da52v9qvi0wxg4mec4,13,2025-05-18Z,12:00:00Z,2025-05-18,14:00:00,9,2,45,1,2025-05-19T00:17:53Z,Viborg vs Vejle,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,7d5976l78t1e03d95wjvrg49r,no,Energi Viborg Arena,Energi Viborg Arena,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,100,42,0,1,0,1,0,1,6136,,,,,,
10,10,6anna9ignd1uo055zk7r72as4,13,2025-05-18Z,12:00:00Z,2025-05-18,14:00:00,9,2,45,1,2025-05-19T00:17:53Z,AaB vs Silkeborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,1wd2dr3si3gqwhyaf32c2xepn,no,Aalborg Portland Park,Aalborg Portland Park,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,100,40,1,1,2,3,2,3,9276,"[{'contestantId': 'ahnt9ejgwj58ul8auzdvi3czf', 'periodId': 1, 'timeMin': 49, 'timeMinSec': '48:05', 'lastUpdated': '2025-05-18T12:51:17Z', 'timestamp': '2025-05-18T12:50:52Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': 'lioz4hr2umpne2bwar18qa96', 'playerName': 'A. Klynge', 'optaEventId': '2816417549'}]",,,,,
11,11,dqv9cqinj5jr9ec00c2h0rr4k,13,2025-05-16Z,17:00:00Z,2025-05-16,19:00:00,9,2,45,1,2025-05-19T13:47:43Z,Nordsjælland vs AGF,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,100,11,1,0,2,0,2,0,4168,,,,,,
12,12,6aal6nbdg3cygee5py2mrs74k,13,2025-05-12Z,17:00:00Z,2025-05-12,19:00:00,8,2,45,1,2025-05-18T20:48:25Z,Vejle vs Lyngby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,ddvz2d0yzizuiiyi4lmpsdkfc,no,Vejle Stadion,Vejle Stadion,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,37,1,0,2,0,2,0,9221,,,,,,
13,13,dqhan6odxwd07umzg9i1hxt04,13,2025-05-11Z,18:00:00Z,2025-05-11,20:00:00,8,2,45,1,2025-05-20T12:55:38Z,København vs Midtjylland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,co9hilfk3pi1vfov0qn71f1ry,no,Parken,Parken,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,34,0,1,1,1,1,1,34418,,,,,,
14,14,69xpr4xbdspxbgnfrodgsz9ck,13,2025-05-11Z,16:00:00Z,2025-05-11,18:00:00,8,2,45,1,2025-05-21T09:05:35Z,Viborg vs AaB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,7d5976l78t1e03d95wjvrg49r,no,Energi Viborg Arena,Energi Viborg Arena,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,22,0,0,3,1,3,1,5678,,,,,,
15,15,dq3he36eceyonm0rfqfffpp1w,13,2025-05-11Z,14:00:00Z,2025-05-11,16:00:00,8,2,45,1,2025-05-18T20:48:23Z,AGF vs Randers,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,e4g66hsa13ev57xabc7xjwurt,no,Ceres Park Vejlby,Ceres Park Vejlby,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,8,1,1,1,3,1,3,6786,,,,,,
16,16,dppynnf4jrh88ssuum0gvj02c,13,2025-05-11Z,12:00:00Z,2025-05-11,14:00:00,8,2,45,1,2025-05-20T12:38:36Z,Nordsjælland vs Brøndby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,98,11,1,1,2,2,2,2,7852,,,,,,
17,17,69ky0hmwcm1fk7nrbqgjrct90,13,2025-05-11Z,12:00:00Z,2025-05-11,14:00:00,8,2,45,1,2025-05-18T20:48:25Z,Silkeborg vs SønderjyskE,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,71guq48u1cvcb235wf2hvsp2h,no,JYSK park,JYSK park,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,2,0,0,1,0,1,0,3448,,,,,,
18,18,696j39tixqzkafwswlwg952qc,13,2025-05-05Z,17:00:00Z,2025-05-05,19:00:00,7,2,45,1,2025-05-18T20:48:26Z,SønderjyskE vs AaB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,84444vw3yateimuknzw8ie167,no,Sydbank Park,Sydbank Park,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,96,44,1,0,2,2,2,2,5487,,,,,,
19,19,dpae01131hew9mj99l1rtrzmc,13,2025-05-04Z,16:00:00Z,2025-05-04,18:00:00,7,2,45,1,2025-05-18T20:48:17Z,Midtjylland vs AGF,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,5n9tkrkugne47ziec3ir0ry1b,no,MCH Arena,MCH Arena,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,102,30,1,0,3,1,3,1,11303,"[{'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 1, 'timeMin': 19, 'timeMinSec': '18:57', 'lastUpdated': '2025-05-04T16:23:49Z', 'timestamp': '2025-05-04T16:20:04Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': 'drlp4xtkta08jiu0px6m4ocq2', 'playerName': 'O. Sørensen', 'optaEventId': '2810481969'}, {'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 2, 'timeMin': 72, 'timeMinSec': '71:42', 'lastUpdated': '2025-05-04T17:33:44Z', 'timestamp': '2025-05-04T17:33:10Z', 'type': 'Card upgrade', 'decision': 'Cancelled', 'outcome': 'Card upgraded', 'playerId': 'e73sexp7kse0wlykdi7xcbg2c', 'playerName': 'V. Byskov', 'optaEventId': '2810546931'}, {'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 2, 'timeMin': 81, 'timeMinSec': '80:06', 'lastUpdated': '2025-05-04T17:42:34Z', 'timestamp': '2025-05-04T17:41:34Z', 'type': 'Penalty awarded', 'decision': 'Confirmed', 'outcome': 'Penalty', 'playerId': 'djlyi0ad4x1p0k4thn8n0axw4', 'playerName': 'D. Osorio', 'optaEventId': '2810555741'}]",,,,,
