id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2796091489,1,34,16,0,0,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-05T13:07:24.182Z,2025-04-05T13:59:07Z,,,,,5624342531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5624342525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5624342527,59,"1, 6, 25, 10, 15, 16, 34, 13, 11, 21, 8, 19, 7, 17, 18, 12, 23, 32",5624342533,194,59d5otjevb4zussjofufdg4ph,5624342529,130,2,5624342535,197,22107,5624342537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5624342523,30,"b6uchs6rc43tlb0qj2tw3xzh1, 5skki9qedwo05d1scee0obu1h, 5irotktf4k5ynobf0zugdom0a, doxrlp6910n9l5b5zl8ee73ai, 289f8ysumkm0ilmx2z472cei2, dpegzp0t66wtgyc69v4rj6cyc, 7z2gs2b8ccchwf0h92hwx8d90, aa40go6nrv6mpdny6zdc1jeg9, 5t58neiqhud2d4h64owu8fwiy, 2yyodldan4gscxb0jjrpkygyy, 59d5otjevb4zussjofufdg4ph, 27tqgrgwe7bvct5ffmr0sqdey, c11fpnugs2ihyqk07ohha54np, 2vvnbkdgeje34aivohozzvm5l, 6bci7uqkdfkqzfyp3kq9lh3pw, 1p8qp744v6uor8li9wfcwi0dm, 3ani6i6zvyyz715jalqfbcvoq, 6r9gyu0ks64c9z4kfsfjj105w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102341,1,34,16,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-05T13:17:11.683Z,2025-04-05T13:58:23Z,,,,,5624404143,30,"7oxxp38dxp40lby1kwg4xpn56, a9234jafv17dcvbu54expih91, arxu3yjspsjmmobkj92c79ze2, d39zrjj1sao1lkkzief35sctl, 2fw3pz0v22kdbiognam8zsvoq, 53kd57a8pwjno3l6cou3nexn9, c1f7vp2u7fndbs1q67yhze1hw, bav07h3g8ygnek9u9jhedplh, bwn0e8pjrikjcpold20o2os2c, dlxtr9p8d7k733qhpq9qyydey, 524qf48twiwfk14oxmwsxj2tw, 50pntfz4g78co2q68kno332z9, 91c1ud1vk02de6uexycm07ml0, 8g3a6qtlb0xy12ntska7n8phw, 9618hk1lq7i6see347k7plkyy, 9wpb7yiz7zdsb7bj70ornyfis, 8r2wo4sh46kxmwos8wy8ugdg4, d2tr2mopsk225739f7xlc12ei, 98u2encce9933qd4y2kukej85, d34pugygez0vtpx1t8p5bnq0a",5624404153,194,53kd57a8pwjno3l6cou3nexn9,5624404151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5624404149,130,4,5624404155,197,19340,5624404157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5624404147,59,"1, 5, 2, 10, 22, 3, 28, 19, 23, 8, 6, 9, 14, 18, 20, 25, 13, 4, 16, 24",5624404145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149461,2,32,1,0,0,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-05T14:01:24.858Z,2025-04-05T14:01:26Z,,,,,5624648483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149417,2,32,1,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-05T14:01:24.858Z,2025-04-05T14:01:25Z,,,,,5624648209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149549,3,1,1,0,0,8eab5wbcnttsiosd1o8c71gmk,1,50.3,49.6,2025-04-05T14:01:24.859Z,2025-04-05T14:01:28Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5624648905,212,18.6,5624648907,213,3.29,5624648899,56,Back,5624648901,140,32.8,5624648909,279,S,5624648903,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149591,4,1,1,0,3,8eab5wbcnttsiosd1o8c71gmk,0,32.1,46.0,2025-04-05T14:01:28.741Z,2025-04-05T14:01:29Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5624649117,141,31.3,5624649115,140,75.8,5624649123,1,,5624649119,212,47.0,5624649111,157,,5624649121,213,6.07,5624649113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149877,3,12,1,0,7,1c7dv8ays675v9kp6a04sd8pq,1,27.5,71.2,2025-04-05T14:01:31.865Z,2025-04-05T14:01:36Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5624650561,212,18.4,5624650555,56,Back,5624650557,140,44.9,5624650559,141,73.8,5624650563,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149803,5,1,1,0,8,8eab5wbcnttsiosd1o8c71gmk,0,55.2,31.6,2025-04-05T14:01:33.156Z,2025-04-05T14:02:02Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5624650245,56,Center,5624650247,140,66.3,5624650255,213,6.16,5624650249,141,29.4,5624650241,3,,5624650251,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149899,4,1,1,0,9,1c7dv8ays675v9kp6a04sd8pq,0,32.4,64.2,2025-04-05T14:01:34.294Z,2025-04-05T14:58:24Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5624650683,140,31.7,5624650685,141,43.3,5624650687,212,14.2,5624650681,56,Back,5624650689,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150033,5,1,1,0,11,1c7dv8ays675v9kp6a04sd8pq,1,24.7,34.6,2025-04-05T14:01:36.646Z,2025-04-05T14:58:25Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5624651305,213,2.64,5624651297,56,Back,5624651301,141,50.1,5624651303,212,21.7,5624651299,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150205,7,1,1,0,13,1c7dv8ays675v9kp6a04sd8pq,0,8.2,47.9,2025-04-05T14:01:38.143Z,2025-04-05T14:58:39Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5624652135,157,,5624652151,1,,5624652149,213,0.01,5624652143,140,45.5,5624652139,56,Back,5624652145,141,48.2,5624652147,212,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149985,6,3,1,0,14,8eab5wbcnttsiosd1o8c71gmk,0,67.0,42.8,2025-04-05T14:01:38.884Z,2025-04-05T14:58:46Z,bav07h3g8ygnek9u9jhedplh,I. Järvinen,,,5624658447,211,,5624651047,56,Center,5624657911,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150353,8,4,1,0,22,1c7dv8ays675v9kp6a04sd8pq,1,46.6,46.8,2025-04-05T14:01:47.011Z,2025-04-05T14:01:56Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5624653353,294,,5624653359,286,,5624653351,13,,5624653537,233,7,5624653355,56,Back,5624653357,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150267,7,4,1,0,22,8eab5wbcnttsiosd1o8c71gmk,0,53.4,53.2,2025-04-05T14:01:47.012Z,2025-04-05T14:01:57Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5624652761,56,Center,5624652763,152,,5624652759,294,,5624652765,285,,5624652757,13,,5624653593,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151513,9,1,1,0,50,1c7dv8ays675v9kp6a04sd8pq,1,52.9,41.8,2025-04-05T14:02:15.542Z,2025-04-05T14:02:16Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5624658349,56,Center,5624658351,140,56.3,5624658353,141,51.5,5624658355,212,7.5,5624658357,213,1.07,5624658345,5,,5624658347,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151573,10,1,1,0,51,1c7dv8ays675v9kp6a04sd8pq,1,56.3,51.5,2025-04-05T14:02:16.470Z,2025-04-05T14:02:18Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5624658663,141,40.4,5624658651,56,Back,5624658669,212,12.2,5624658675,213,3.81,5624658657,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151789,11,1,1,0,53,1c7dv8ays675v9kp6a04sd8pq,1,47.2,40.4,2025-04-05T14:02:17.990Z,2025-04-05T14:02:23Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5624659673,212,24.0,5624659669,140,38.6,5624659671,141,7.7,5624659667,56,Back,5624659675,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151913,12,1,1,0,58,1c7dv8ays675v9kp6a04sd8pq,1,37.3,9.7,2025-04-05T14:02:22.902Z,2025-04-05T14:02:27Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5624660389,213,2.17,5624660381,56,Back,5624660391,1,,5624660383,140,16.9,5624660387,212,37.8,5624660385,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152007,13,1,1,1,2,1c7dv8ays675v9kp6a04sd8pq,0,25.4,52.2,2025-04-05T14:02:27.109Z,2025-04-05T14:02:30Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5624660853,56,Center,5624660861,213,0.02,5624660851,157,,5624660863,1,,5624660859,212,63.5,5624660855,140,85.9,5624660857,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152215,9,1,1,1,8,8eab5wbcnttsiosd1o8c71gmk,1,13.2,40.9,2025-04-05T14:02:33.092Z,2025-04-05T14:02:35Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5624661783,141,29.2,5624661777,56,Back,5624661785,212,8.0,5624661787,213,4.84,5624661771,123,,5624661779,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152517,10,1,1,1,10,8eab5wbcnttsiosd1o8c71gmk,1,14.2,29.2,2025-04-05T14:02:34.950Z,2025-04-05T14:02:40Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5624663293,56,Back,5624663309,213,1.62,5624663303,212,24.1,5624663299,141,64.6,5624663295,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152871,11,4,1,1,15,8eab5wbcnttsiosd1o8c71gmk,1,20.8,70.6,2025-04-05T14:02:40.644Z,2025-04-05T14:02:51Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5624665021,285,,5624665013,13,,5624665015,56,Back,5624665017,152,,5624665087,233,14,5624665019,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152721,14,4,1,1,15,1c7dv8ays675v9kp6a04sd8pq,0,79.2,29.4,2025-04-05T14:02:40.645Z,2025-04-05T14:02:50Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5624664791,265,,5624665171,233,11,5624664789,152,,5624664781,13,,5624664793,286,,5624664783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153263,12,1,1,1,26,8eab5wbcnttsiosd1o8c71gmk,1,20.9,80.6,2025-04-05T14:02:51.508Z,2025-04-05T14:02:56Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5624666929,140,17.9,5624666935,213,4.57,5624666923,5,,5624666931,141,47.2,5624666925,152,,5624666927,56,Back,5624666933,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153323,13,1,1,1,31,8eab5wbcnttsiosd1o8c71gmk,1,28.3,36.0,2025-04-05T14:02:56.036Z,2025-04-05T14:02:57Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5624667305,141,16.1,5624667307,212,14.0,5624667309,213,4.96,5624667301,56,Back,5624667303,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153429,14,1,1,1,32,8eab5wbcnttsiosd1o8c71gmk,1,31.6,16.1,2025-04-05T14:02:57.588Z,2025-04-05T14:03:00Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5624667783,56,Back,5624667791,213,1.92,5624667785,140,27.5,5624667787,141,33.3,5624667789,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153863,15,1,1,1,35,8eab5wbcnttsiosd1o8c71gmk,1,27.0,34.8,2025-04-05T14:02:59.860Z,2025-04-05T14:03:11Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5624670205,213,1.57,5624670197,56,Back,5624670199,140,27.0,5624670201,141,63.1,5624670203,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153955,16,1,1,1,46,8eab5wbcnttsiosd1o8c71gmk,1,32.2,65.7,2025-04-05T14:03:11.300Z,2025-04-05T14:03:13Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5624670625,141,65.7,5624670627,212,15.6,5624670629,213,0.00,5624670621,56,Back,5624670623,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153971,17,1,1,1,48,8eab5wbcnttsiosd1o8c71gmk,1,47.1,65.7,2025-04-05T14:03:13.060Z,2025-04-05T14:07:13Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5624670715,213,2.90,5624670709,140,34.6,5624670707,56,Back,5624670711,141,70.5,5624670713,212,13.5,5624670809,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796154261,18,1,1,1,51,8eab5wbcnttsiosd1o8c71gmk,0,35.0,73.9,2025-04-05T14:03:16.420Z,2025-04-05T14:03:22Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5624672753,157,,5624672185,140,79.3,5624672187,141,66.0,5624672179,56,Center,5624672199,213,6.17,5624672203,1,,5624672193,212,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
