id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/15/value
2799638047,1,34,16,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-12T13:05:20.580Z,2025-04-12T13:59:31Z,,,,,5643862077,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643862081,197,19340,5643862079,194,53kd57a8pwjno3l6cou3nexn9,5643862083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643862073,59,"1, 5, 2, 10, 22, 3, 28, 8, 9, 23, 6, 11, 14, 18, 20, 25, 12, 4, 16, 24",5643862075,130,4,5643862071,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5643862069,30,"7oxxp38dxp40lby1kwg4xpn56, a9234jafv17dcvbu54expih91, arxu3yjspsjmmobkj92c79ze2, d39zrjj1sao1lkkzief35sctl, 2fw3pz0v22kdbiognam8zsvoq, 53kd57a8pwjno3l6cou3nexn9, c1f7vp2u7fndbs1q67yhze1hw, dlxtr9p8d7k733qhpq9qyydey, 50pntfz4g78co2q68kno332z9, bwn0e8pjrikjcpold20o2os2c, 524qf48twiwfk14oxmwsxj2tw, 5fvzbq3mstt7eatkjpodbvpm2, 91c1ud1vk02de6uexycm07ml0, 8g3a6qtlb0xy12ntska7n8phw, 9618hk1lq7i6see347k7plkyy, 9wpb7yiz7zdsb7bj70ornyfis, 3ajcjogpfwl26hddeqetp75sk, d2tr2mopsk225739f7xlc12ei, 98u2encce9933qd4y2kukej85, d34pugygez0vtpx1t8p5bnq0a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641897,1,34,16,0,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-12T13:08:40.228Z,2025-04-12T14:00:08Z,,,,,5643883253,194,anqhl7ehns6thx9ldto2jp5ud,5643883245,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5643883251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5643883255,197,21330,5643883243,30,"dxlvcn8a2lhtne6py7w4tbpw5, 4a8qjfagq2xr6wqsv875jth0q, dlpw0ifxzwotsw2ttopgispka, bpjmwp030jnapyjfii8nyqdhx, 72oiz92rfd5sxtpxxnqb7kpre, anqhl7ehns6thx9ldto2jp5ud, b7x9fczqecsf267ewzcvccmhh, nxt066bqaqw7grehjw514d7t, b0wmozayt7xbjz6ihhdiczq0a, d8t6nh7paunxlvadzlfx69xx, 19yfn0sushy5fc003vhn0skwl, 8do2uv6sab8cz1556kk5o1q1g, 2h5u151i11d49on3k9cdtfqqc, bl43lr9kdb35de8gxvuk4xgk4, bbdoe533sbua0ikwxa8ldo91x, dxbmeigmdpwuz8u0g8iji45ey, 6q0g98fnbdx5sg52lazo2sqac, ecuwplrj6gv5s67cg9lu342ui",5643883249,130,19,5643883257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643883247,59,"1, 19, 12, 40, 4, 22, 26, 3, 10, 7, 44, 9, 11, 15, 28, 13, 24, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799696319,2,32,1,0,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-12T14:01:15.866Z,2025-04-12T14:01:16Z,,,,,5644171411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799696341,2,32,1,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-12T14:01:15.866Z,2025-04-12T14:01:18Z,,,,,5644171501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799696393,3,1,1,0,14,8eab5wbcnttsiosd1o8c71gmk,1,50.0,50.0,2025-04-12T14:01:29.867Z,2025-04-12T15:03:24Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5644171689,140,31.4,5644171687,56,Back,5644171699,279,S,5644171693,212,20.0,5644171695,213,3.37,5644171691,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697017,4,1,1,0,23,8eab5wbcnttsiosd1o8c71gmk,1,32.3,38.9,2025-04-12T14:01:39.743Z,2025-04-12T15:03:24Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5644174661,213,5.09,5644174657,212,13.6,5644174655,141,20.4,5644174651,56,Back,5644174653,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697119,5,1,1,0,33,8eab5wbcnttsiosd1o8c71gmk,0,43.8,16.4,2025-04-12T14:01:48.975Z,2025-04-12T15:03:24Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5644175151,212,17.4,5644175155,213,0.23,5644175143,140,59.9,5644175139,56,Center,5644175147,141,22.2,5644175137,157,,5644175159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697165,3,1,1,0,35,3cbke8cbou2ms925872vk6dwx,0,18.0,84.5,2025-04-12T14:01:51.165Z,2025-04-12T16:04:56Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5644175335,56,Back,5644175339,141,91.4,5644175341,212,27.3,5644175347,213,0.17,5644175337,140,43.6,5644175333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799804075,438,1,1,0,36,8eab5wbcnttsiosd1o8c71gmk,1,60.9,16.7,2025-04-12T14:01:51.866Z,2025-04-12T16:04:53Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5644733313,140,69.1,5644733321,213,5.59,5644733307,3,,5644733311,56,Right,5644733317,141,6.2,5644733319,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799804415,439,3,1,0,36,8eab5wbcnttsiosd1o8c71gmk,0,68.8,9.0,2025-04-12T14:01:52.865Z,2025-04-12T16:05:29Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5644735145,56,Right,5644735589,233,374,5644735147,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799804489,374,7,1,0,37,3cbke8cbou2ms925872vk6dwx,0,31.2,91.0,2025-04-12T14:01:52.866Z,2025-04-12T16:04:47Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5644735503,56,Back,5644735517,233,439,5644735505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799806171,375,4,1,0,37,3cbke8cbou2ms925872vk6dwx,1,33.8,71.4,2025-04-12T14:01:53.865Z,2025-04-12T16:05:28Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5644744471,13,,5644744507,233,440,5644744475,152,,5644744473,56,Back,5644744629,286,,5644744477,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799806151,440,4,1,0,38,8eab5wbcnttsiosd1o8c71gmk,0,66.2,28.6,2025-04-12T14:01:53.866Z,2025-04-12T15:03:23Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5644744329,265,,5644744327,152,,5644744575,233,375,5644744325,56,Center,5644744323,13,,5644744573,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697863,5,1,1,0,51,3cbke8cbou2ms925872vk6dwx,1,27.9,93.5,2025-04-12T14:02:07.580Z,2025-04-12T15:01:19Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5644178931,56,Back,5644178923,5,,5644178935,141,72.4,5644178933,140,22.6,5644178927,152,,5644178939,213,4.34,5644178937,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698033,6,1,1,0,58,3cbke8cbou2ms925872vk6dwx,1,21.5,51.8,2025-04-12T14:02:14.788Z,2025-04-12T15:01:19Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5644179775,213,5.82,5644179771,141,26.7,5644179769,140,54.1,5644179777,1,,5644179773,212,38.2,5644179767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799810627,378,1,1,0,59,3cbke8cbou2ms925872vk6dwx,1,20.5,83.3,2025-04-12T14:02:14.866Z,2025-04-12T15:01:19Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5644766987,140,19.0,5644766991,212,13.4,5644766989,141,63.7,5644766985,56,Back,5644766993,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799810399,377,1,1,1,0,3cbke8cbou2ms925872vk6dwx,1,18.7,63.7,2025-04-12T14:02:15.866Z,2025-04-12T15:01:18Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5644765717,140,21.3,5644765719,141,79.7,5644765721,212,11.2,5644765715,56,Back,5644765723,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799812143,379,1,1,1,1,3cbke8cbou2ms925872vk6dwx,1,18.3,37.3,2025-04-12T14:02:16.866Z,2025-04-12T15:01:18Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5644774533,140,18.8,5644774543,213,4.75,5644774535,141,13.8,5644774531,56,Back,5644774539,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698057,7,1,1,1,3,3cbke8cbou2ms925872vk6dwx,1,54.1,26.7,2025-04-12T14:02:19.284Z,2025-04-12T15:01:18Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5644179923,56,Back,5644179931,213,3.86,5644179925,140,40.4,5644179927,141,8.3,5644179929,212,19.1,5644179981,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698225,8,1,1,1,5,3cbke8cbou2ms925872vk6dwx,1,39.8,8.2,2025-04-12T14:02:21.540Z,2025-04-12T15:01:17Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5644180893,140,29.3,5644180897,212,22.3,5644180891,56,Back,5644180899,213,2.09,5644180895,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698269,9,1,1,1,9,3cbke8cbou2ms925872vk6dwx,1,28.3,38.8,2025-04-12T14:02:25.364Z,2025-04-12T15:01:17Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5644181135,213,1.79,5644181131,212,15.5,5644181127,141,61.1,5644181121,56,Back,5644181125,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698397,10,1,1,1,10,3cbke8cbou2ms925872vk6dwx,1,24.8,62.3,2025-04-12T14:02:26.500Z,2025-04-12T15:01:17Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5644181867,140,32.8,5644181873,213,1.06,5644181869,141,84.2,5644181865,56,Back,5644181871,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698473,11,1,1,1,13,3cbke8cbou2ms925872vk6dwx,1,31.2,87.2,2025-04-12T14:02:29.795Z,2025-04-12T15:01:17Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5644182241,140,49.4,5644182239,56,Back,5644182245,212,23.7,5644182243,141,66.6,5644182247,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697443,4,4,1,1,14,3cbke8cbou2ms925872vk6dwx,1,35.0,15.5,2025-04-12T14:02:30.588Z,2025-04-12T15:01:16Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5644177301,13,,5644177305,56,Back,5644177307,152,,5644177351,233,6,5644177309,265,,5644177431,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799697459,6,4,1,1,14,8eab5wbcnttsiosd1o8c71gmk,0,65.0,84.5,2025-04-12T14:02:30.589Z,2025-04-12T15:03:23Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5644176929,152,,5644176927,56,Left,5644177411,233,4,5644177525,285,,5644176925,13,,5644176931,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799935805,822,1,1,1,15,3cbke8cbou2ms925872vk6dwx,1,35.1,36.3,2025-04-12T14:02:30.866Z,2025-04-12T16:07:33Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5645430015,141,53.3,5645430011,56,Back,5645430301,152,,5645430035,189,,5645430023,213,1.98,5645430013,140,30.3,5645430019,212,12.6,5645430297,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799936127,823,1,1,1,16,3cbke8cbou2ms925872vk6dwx,1,23.1,56.4,2025-04-12T14:02:31.866Z,2025-04-12T16:07:52Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5645431735,213,1.36,5645431731,141,68.8,5645431727,56,Back,5645431733,212,8.6,5645431729,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799936361,824,1,1,1,17,3cbke8cbou2ms925872vk6dwx,1,26.6,72.4,2025-04-12T14:02:32.866Z,2025-04-12T16:08:09Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5645433107,212,8.8,5645433109,213,4.72,5645433103,140,26.7,5645433105,141,59.4,5645433101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799937735,825,1,1,1,18,3cbke8cbou2ms925872vk6dwx,0,28.4,47.0,2025-04-12T14:02:33.866Z,2025-04-12T16:09:37Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5645441029,212,23.5,5645441025,140,48.9,5645441021,56,Back,5645441031,213,5.87,5645441027,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799937623,820,8,1,1,18,8eab5wbcnttsiosd1o8c71gmk,1,56.6,67.6,2025-04-12T14:02:33.966Z,2025-04-12T16:09:46Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5645440321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
