id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2808760575,1,34,16,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-05-02T15:44:47.322Z,2025-05-02T19:28:29Z,,,,5694184443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694184445,194,cflwegqpzch8y30pb3dhigqnd,5694184441,130,10,5694184435,30,"9yxhg70gpwi3e9s84c8qwg0yx, 8q8yol44e42o9hwttlopznvh0, ea2x4o6ufsqoz2zz7tqcnvo16, 3sog1gsk11bwwrf7l7wm2j7dg, 6bv0j0ezhh9u5u5hqz64p790q, cflwegqpzch8y30pb3dhigqnd, e19g5bz7s9wqcvj8mttztxi0a, b0yv1pcxifawqx6r1cfqq3otm, efubck8twu1elbhlomltnjjtg, 4qyfoq5fjiochtj89w426lm21, 9xub4z9b3bog8wqhn5yfihecp, dxv40hh07gxq4hn0i6dwb2l4a, ayhdul772mr22qoly04psb3f8, 4dmz3u7j1eoz4ofr1o8tbxedw, 8gqvlydur0v4cpmz1ozqkejh0, e0rgqk3gxzs005m9ok9hvp1ck, bpoqmt2dwwsm57vdfrm9stvro, ao1wnwvf7m3swnt85cs5w3sb8, 2f0p63eeg2yc4jsyotle88q38, izewe5fthjad6hv14xgpm3v8",5694184437,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5694184449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694184447,197,18945,5694184439,59,"25, 22, 27, 5, 12, 18, 7, 17, 19, 9, 8, 1, 4, 16, 23, 26, 29, 42, 49, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,
2808761633,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-02T15:50:35.453Z,2025-05-02T20:00:11Z,,,,5694190525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5694190521,59,"1, 3, 27, 4, 7, 25, 34, 6, 8, 23, 17, 2, 10, 11, 16, 21, 22, 26",5694246123,197,16344,5694190527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694247275,194,5z7y55t2o577r8ki3i5855as,5694190517,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, 85a9bmnu6fqvhlff28qm0e0a1, 5i6n6yne6fh410vk7p7kkokmi, 5z7y55t2o577r8ki3i5855as, 559w0q3q2smb3aeotyi724s9g, 7l7f98nn8gohmdacsdb2labkk, 2tcdx5rp7vujnlid4oqqxdogk, 1n4eldqa7h9jvcx1693zqu06i, 3avg1grraylzm6xjt5kt18is4, uiyol728wan4mxco2foplknp, 9350utk4onh2hv5jznxqpkd7t, bop31qof3lon7u6rvmb68ktzp, akiwokthm1z7rbifshqhs24t1, f0nicq49lzng7vjxm5gcpij8, khqldwfq14b7giakss24l9t5, e0u730to91qqtvvx16uhajz10, h7epk76hlpd9fi38jzyu7ac4",5694190519,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5694190523,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772017,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-02T16:30:10.698Z,2025-05-02T16:30:12Z,,,,5694250267,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772007,2,32,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-05-02T16:30:10.698Z,2025-05-02T16:30:10Z,,,,5694250223,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772027,3,1,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,50.4,50.0,2025-05-02T16:30:10.699Z,2025-05-02T16:30:15Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5694250331,212,20.9,5694250335,279,S,5694250333,213,2.83,5694250325,56,Back,5694250327,140,31.4,5694250329,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772057,4,1,1,0,4,b2vft81kyjurzbmekvgrqwr64,1,31.4,59.7,2025-05-02T16:30:14.870Z,2025-05-02T16:30:17Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,5694250485,157,,5694250487,56,Center,5694250489,140,66.7,5694250493,212,41.3,5694250495,213,5.83,5694250491,141,33.0,5694250497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772085,5,1,1,0,6,b2vft81kyjurzbmekvgrqwr64,1,66.7,33.0,2025-05-02T16:30:17.686Z,2025-05-02T16:30:21Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5694250591,213,0.39,5694250583,56,Center,5694250585,140,77.6,5694250581,3,,5694250589,212,12.4,5694250587,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772115,6,1,1,0,10,b2vft81kyjurzbmekvgrqwr64,1,82.9,15.6,2025-05-02T16:30:20.862Z,2025-05-02T16:30:25Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5694250729,140,88.2,5694250727,56,Right,5694250733,212,6.9,5694250735,213,5.64,5694250731,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772133,7,1,1,0,15,b2vft81kyjurzbmekvgrqwr64,1,88.3,10.0,2025-05-02T16:30:25.710Z,2025-05-02T16:30:27Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,5694250831,212,16.5,5694250827,140,73.4,5694250829,141,2.5,5694250833,213,3.46,5694250825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772159,8,1,1,0,16,b2vft81kyjurzbmekvgrqwr64,1,78.0,8.3,2025-05-02T16:30:27.334Z,2025-05-02T16:30:30Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5694250933,56,Back,5694250943,1,,5694250937,141,27.4,5694250939,212,33.6,5694250941,213,2.74,5694250935,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
