id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2801937557,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-16T15:28:58.219Z,2025-04-16T16:41:21Z,,,,,5656471401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5656471395,130,11,5656471399,194,a7eramyy1bd8msxmg84ctc8ut,5656471391,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5656471397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5656471393,59,"1, 27, 2, 73, 8, 9, 17, 22, 18, 20, 47, 3, 4, 5, 7, 10, 11, 30, 31, 49",5656487435,197,5311,5656471389,30,"64vlnkuqfh7rnymg8qku8amwa, 6t6k24gn6zwxz1g6c3n4ph0q, bvw5oc4c040ey5dt5wn0choiy, oywgthoxa153nf48la1j8v10, a7eramyy1bd8msxmg84ctc8ut, 9l89n30nejpn2u22ygvchwnze, 11cna826ls27ahux2w0ckapqt, 5hr1cb6e6xb3eyjnau7w4825l, ag1psg17osvgbq5fz9xo7kmj8, bh06w40pwo6dy3cjrw3r2i0ru, 9gr9rdahnavv0irjauh5xim8k, 6gi9kejni27hjp7b43djczz6d, duahzgqspyuy2gu31u3s8ky96, abrdu87vmuqj50ebgalr3c7op, 139g7ilwvcpl519v3scnweg2d, 9nafz0c0x2qvmo5ldm0djmcq1, 7ar33yy0wd5ah5o8om1l12pgq, 1655gyu9bjnslw7vfloe40h2i, 9vbxe5gvruap8h546efz3nx1w, ju24rgwcctj5yizl54o91gfe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801937817,1,34,16,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-16T15:33:49.381Z,2025-04-16T19:36:11Z,,,,,5656473165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5656473171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5656473157,30,"9yxhg70gpwi3e9s84c8qwg0yx, 8q8yol44e42o9hwttlopznvh0, ea2x4o6ufsqoz2zz7tqcnvo16, ebd3uvtt54wkdsahc2127j02c, 6bv0j0ezhh9u5u5hqz64p790q, cflwegqpzch8y30pb3dhigqnd, e19g5bz7s9wqcvj8mttztxi0a, 9xub4z9b3bog8wqhn5yfihecp, efubck8twu1elbhlomltnjjtg, 8gqvlydur0v4cpmz1ozqkejh0, dwuxps3jv2852642q000wep6, dxv40hh07gxq4hn0i6dwb2l4a, ayhdul772mr22qoly04psb3f8, 3sog1gsk11bwwrf7l7wm2j7dg, 4qyfoq5fjiochtj89w426lm21, 4dmz3u7j1eoz4ofr1o8tbxedw, e0rgqk3gxzs005m9ok9hvp1ck, 5jyv1dctfxa6335l1mlifwavo, 2f0p63eeg2yc4jsyotle88q38, izewe5fthjad6hv14xgpm3v8",5656473159,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5656473169,197,18945,5656473161,59,"25, 22, 27, 13, 12, 18, 7, 8, 19, 23, 10, 1, 4, 5, 9, 16, 26, 40, 49, 47",5656473163,130,10,5656473167,194,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939651,2,32,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-16T16:29:54.036Z,2025-04-17T14:35:10Z,,,,,5656487939,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939653,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-16T16:29:54.036Z,2025-04-16T16:29:56Z,,,,,5656487945,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939657,3,1,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,50.2,50.0,2025-04-16T16:29:54.037Z,2025-04-16T16:29:57Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5656487955,141,71.7,5656487961,279,S,5656487959,213,2.60,5656487951,56,Back,5656487953,140,26.7,5656487957,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939661,4,1,1,0,3,b2vft81kyjurzbmekvgrqwr64,0,26.7,71.7,2025-04-16T16:29:57.081Z,2025-04-16T16:30:04Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5656488017,212,48.0,5656488013,140,64.9,5656488011,56,Center,5656488019,213,5.70,5656488015,141,32.8,5656488009,157,,5656488021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939663,5,44,1,0,7,b2vft81kyjurzbmekvgrqwr64,1,70.5,24.8,2025-04-16T16:30:01.674Z,2025-04-16T17:31:09Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5656488051,233,3,5656488027,286,,5656488025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939665,3,44,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,0,29.5,75.2,2025-04-16T16:30:01.675Z,2025-04-16T17:31:09Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5656488029,56,Back,5656488043,233,5,5656488031,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939719,12,1,1,0,7,b2vft81kyjurzbmekvgrqwr64,0,75.6,20.5,2025-04-16T16:30:01.768Z,2025-04-16T16:30:46Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5656488345,212,7.7,5656488339,56,Right,5656488337,168,,5656488335,3,,5656488341,140,82.5,5656488347,213,5.95,5656488343,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939667,4,1,1,0,9,7gkglopz9cjsysn2u6sbhuvc5,0,19.0,89.7,2025-04-16T16:30:03.496Z,2025-04-16T16:30:04Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488041,213,0.10,5656488039,212,17.7,5656488037,141,92.4,5656488033,56,Back,5656488035,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939669,6,1,1,0,10,b2vft81kyjurzbmekvgrqwr64,0,52.5,21.5,2025-04-16T16:30:04.784Z,2025-04-16T16:30:06Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5656488065,141,4.0,5656488063,140,72.1,5656488067,212,23.8,5656488061,56,Right,5656488069,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939673,5,1,1,0,14,7gkglopz9cjsysn2u6sbhuvc5,0,26.5,94.5,2025-04-16T16:30:08.073Z,2025-04-16T18:39:02Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488083,141,97.1,5656488087,213,0.07,5656488079,56,Left,5656488081,140,51.6,5656488085,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939681,7,1,1,0,16,b2vft81kyjurzbmekvgrqwr64,1,45.7,14.3,2025-04-16T16:30:11Z,2025-04-16T16:30:15Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5656488141,141,56.1,5656488143,212,29.1,5656488145,213,1.78,5656488139,140,39.9,5656488137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939693,8,1,1,0,21,b2vft81kyjurzbmekvgrqwr64,0,43.1,65.8,2025-04-16T16:30:15.520Z,2025-04-16T16:30:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5656488195,140,83.0,5656488203,1,,5656488197,141,21.8,5656488193,56,Center,5656488201,213,5.66,5656488191,155,,5656488199,212,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939683,6,44,1,0,24,7gkglopz9cjsysn2u6sbhuvc5,1,16.5,82.6,2025-04-16T16:30:18.817Z,2025-04-16T17:31:10Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488155,56,Back,5656488213,233,9,5656488157,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939695,9,44,1,0,24,b2vft81kyjurzbmekvgrqwr64,0,83.5,17.4,2025-04-16T16:30:18.818Z,2025-04-16T17:31:10Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5656488221,233,6,5656488209,56,Right,5656488211,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939687,7,1,1,0,25,7gkglopz9cjsysn2u6sbhuvc5,0,15.9,90.0,2025-04-16T16:30:19.352Z,2025-04-16T17:30:31Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488181,140,28.6,5656488183,141,87.8,5656488187,213,6.17,5656488185,212,13.4,5656488177,3,,5656488179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946407,374,61,1,0,26,b2vft81kyjurzbmekvgrqwr64,1,81.7,22.5,2025-04-16T16:30:20.036Z,2025-04-16T17:29:37Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5656529439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939697,10,83,1,0,28,b2vft81kyjurzbmekvgrqwr64,0,80.0,21.6,2025-04-16T16:30:22.480Z,2025-04-17T14:37:19Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5656488277,399,9gr9rdahnavv0irjauh5xim8k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939699,9,1,1,0,29,7gkglopz9cjsysn2u6sbhuvc5,1,28.0,90.3,2025-04-16T16:30:23.401Z,2025-04-16T16:30:24Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5656488227,140,18.2,5656488229,141,85.6,5656488231,212,10.8,5656488233,213,3.44,5656488225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939705,10,1,1,0,30,7gkglopz9cjsysn2u6sbhuvc5,1,18.2,85.6,2025-04-16T16:30:24.313Z,2025-04-16T16:30:29Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488265,56,Back,5656488271,212,13.4,5656488273,213,6.16,5656488269,141,83.2,5656488267,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939707,11,4,1,0,34,7gkglopz9cjsysn2u6sbhuvc5,1,24.0,82.4,2025-04-16T16:30:28.246Z,2025-04-16T16:30:34Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488279,13,,5656488285,265,,5656488283,152,,5656488287,285,,5656488281,56,Back,5656488291,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939703,11,4,1,0,34,b2vft81kyjurzbmekvgrqwr64,0,76.0,17.6,2025-04-16T16:30:28.247Z,2025-04-16T16:30:35Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5656488261,265,,5656488257,56,Right,5656488259,152,,5656488263,286,,5656488297,233,11,5656488255,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939715,12,1,1,0,42,7gkglopz9cjsysn2u6sbhuvc5,1,36.8,89.3,2025-04-16T16:30:36.113Z,2025-04-17T14:37:57Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656491175,140,11.8,5657840955,189,,5656491247,152,,5656491181,213,3.59,5656491245,5,,5656491179,212,29.2,5656491177,141,70.5,5656491173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940171,52,1,1,0,42,7gkglopz9cjsysn2u6sbhuvc5,1,15.1,64.6,2025-04-16T16:30:36.718Z,2025-04-17T14:38:00Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5656491345,56,Back,5657840975,189,,5656491351,212,23.2,5656491353,213,0.73,5656491349,141,87.3,5656491347,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939729,14,1,1,0,43,7gkglopz9cjsysn2u6sbhuvc5,1,10.5,70.0,2025-04-16T16:30:37.672Z,2025-04-16T18:40:16Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488421,212,15.2,5656488417,140,19.3,5656488423,213,0.92,5656488419,141,87.7,5656488415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939727,13,1,1,0,58,7gkglopz9cjsysn2u6sbhuvc5,1,23.1,91.5,2025-04-16T16:30:52.440Z,2025-04-16T18:40:27Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488401,56,Back,5656488409,213,3.98,5656488407,212,19.7,5656488403,140,10.5,5656488405,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939731,15,43,1,1,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-16T16:30:54.960Z,2025-04-16T16:37:48Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488435,140,31.4,5656488441,213,0.19,5656492533,144,1,5656488439,212,12.9,5656488437,141,91.2,5656488433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939733,16,43,1,1,3,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-16T16:30:57.744Z,2025-04-16T16:37:44Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5656488455,213,3.22,5656488449,140,12.1,5656488447,56,Back,5656492507,144,1,5656488451,141,88.9,5656488453,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939737,17,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,1,12.1,88.9,2025-04-16T16:30:58.656Z,2025-04-16T16:31:00Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5656488475,140,1.8,5656488479,212,25.0,5656488477,141,55.7,5656488481,213,4.27,5656488473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939739,18,1,1,1,6,7gkglopz9cjsysn2u6sbhuvc5,1,1.8,55.7,2025-04-16T16:31:00.728Z,2025-04-16T16:31:03Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5656488489,141,15.3,5656488487,140,11.6,5656488493,213,5.07,5656488485,56,Back,5656488491,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939745,19,1,1,1,9,7gkglopz9cjsysn2u6sbhuvc5,1,12.2,14.0,2025-04-16T16:31:03.257Z,2025-04-16T16:31:08Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5656488501,140,3.2,5656488507,213,2.04,5656488503,141,41.3,5656488505,212,20.8,5656488499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939753,20,1,1,1,13,7gkglopz9cjsysn2u6sbhuvc5,0,2.6,32.1,2025-04-16T16:31:07.993Z,2025-04-17T14:38:32Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5657841659,157,,5656488549,1,,5656488541,140,66.3,5656488547,213,6.22,5656488543,141,25.9,5656488545,212,67.0,5656488539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939757,13,1,1,1,18,b2vft81kyjurzbmekvgrqwr64,0,22.1,84.4,2025-04-16T16:31:12.967Z,2025-04-16T16:31:13Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5656488559,140,46.5,5656488563,212,30.9,5656488567,1,,5656488561,141,59.1,5656488557,56,Back,5656488555,157,,5656488565,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939759,21,1,1,1,22,7gkglopz9cjsysn2u6sbhuvc5,1,40.1,47.8,2025-04-16T16:31:16.417Z,2025-04-16T18:40:32Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488591,213,5.54,5656488587,141,23.4,5656488583,56,Center,5656488589,212,24.6,5656488581,3,,5656488585,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939761,22,1,1,1,23,7gkglopz9cjsysn2u6sbhuvc5,1,57.4,23.4,2025-04-16T16:31:17.672Z,2025-04-16T16:31:19Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5656488601,141,36.1,5656488599,140,39.8,5656488597,56,Back,5656488603,212,20.4,5656488605,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939763,23,1,1,1,25,7gkglopz9cjsysn2u6sbhuvc5,1,39.8,36.1,2025-04-16T16:31:19.376Z,2025-04-16T16:31:20Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5656488615,56,Center,5656488623,213,5.92,5656488619,141,25.9,5656488617,140,57.1,5656488621,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
