id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2712202425,1,34,16,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-24T10:02:33.937Z,2024-08-24T10:58:30Z,,,,,5166643133,197,4652,5166555983,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5166555979,59,"1, 2, 21, 10, 25, 15, 11, 22, 14, 19, 12, 4, 5, 6, 7, 8, 16, 26, 39",5166555975,30,"7fkc01xxyl1trj3uav134ehyi, eas91my7qw7etoha5plxfk9yi, 1se7wkenvs4elrapvdw9mdnje, 7wo1hk736v1xhovvu2t2trw89, 839pm7rmjp6q1bt52f7ek9vys, c7buy99bjqmkmno8w5t0189d6, 6m4anciafmzc24s44xszymbc9, 4yyiv4t6irqpeayug5qgvmkmh, 4jve632xnmqujh4ioaxpaovai, auv81snxkpk2ybxzi8giy5azt, ate1ymumg2iwzn8uyyf3ts222, 37mo55lynu3blqnb8k9ln8k16, bmkwmf5f2ssnw2cq7uga7yd5g, efh8bbfaqg4riyedthbbviuad, 6hmsrr08cllpl4iumu92zskbt, 15yli690oxmbr4dl1ksti2p9m, 45bcgucg627rhrdgt8tn9hd9m, 98mkoolgahktzky97y0khdq1g, 46nx0rm8sod6bbo4a3d7g6jv8",5166643131,194,eas91my7qw7etoha5plxfk9yi,5166555985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5166555977,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5166555981,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712204571,1,34,16,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-24T10:08:07.435Z,2024-08-24T20:27:12Z,,,,,5166645659,194,am3509ake84cde1xhb9264i22,5166566497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5166566503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5166566499,59,"1, 3, 5, 6, 2, 4, 33, 8, 26, 28, 9, 7, 10, 12, 14, 21, 22, 24, 30, 32",5166566495,30,"dqqswfn9s1tdxjoslts8ks6xg, 4m7gr5z6b40dj02yrmlwgeluc, 1icurh5jrnw1e6jdgqxjnhdnu, 11ngumxajbizagbzpm5kompxx, am3509ake84cde1xhb9264i22, 2pm5oqzyonn0dysa5nszgq3xm, d2ukggo2v5jsw4pctznmaijo4, 69h930ebovyl7rut5dz4r2iok, 3mcj3wypzq3lno1ehc0vif1sl, 3mgrufy83uhzs9liw8pwxi784, 98zlz2sscsf6vb7d52ici074k, 619s1phj5bkgkug3aszc1y9cl, 74m58jsznzu8l89b8h7rkh1bd, 2lc9bt5639t572il73e9y044, 45b72f8szmqnv8tz06j7mj1wq, 4ti8pdx03j8dh4mdb626ltmvo, 5nved2kta2hk8103hkyhq33hm, eu574m78nqv6a5638b44oquqc, e0u730to91qqtvvx16uhajz10, etv86c76faputyvch964nju38",5166566501,130,7,5166644835,197,25633,5166566505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218779,2,32,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-24T11:01:23.441Z,2024-08-24T11:01:23Z,,,,,5166646199,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218783,2,32,1,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-24T11:01:23.441Z,2024-08-24T11:01:25Z,,,,,5166646203,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218797,3,1,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,50.2,50.6,2024-08-24T11:01:23.442Z,2024-08-24T11:01:26Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5166646279,279,S,5166646275,212,27.4,5166646269,56,Back,5166646277,213,2.83,5166646271,140,25.4,5166646273,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218833,4,1,1,0,2,f1h34qp5zbfl489q8vnkhiq9s,0,27.6,62.3,2024-08-24T11:01:26.435Z,2024-08-24T11:01:31Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5166646393,56,Center,5166646403,1,,5166646395,140,77.4,5166646399,212,54.0,5166646391,157,,5166646401,213,6.03,5166646397,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218827,3,1,1,0,6,8cfkisxf1fkxdqtt6tx1tup48,0,30.2,69.1,2024-08-24T11:01:29.777Z,2024-08-24T11:01:30Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5166646383,212,11.7,5166646381,141,81.7,5166646377,56,Back,5166646385,213,0.82,5166646375,3,,5166646379,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218841,5,1,1,0,8,f1h34qp5zbfl489q8vnkhiq9s,1,72.5,36.2,2024-08-24T11:01:31.547Z,2024-08-24T11:01:33Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5166646451,212,11.4,5166646447,140,66.6,5166646453,213,2.14,5166646445,56,Center,5166646449,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218849,6,1,1,0,9,f1h34qp5zbfl489q8vnkhiq9s,1,66.6,50.3,2024-08-24T11:01:33.202Z,2024-08-24T11:01:35Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5166646485,212,20.9,5166646479,56,Back,5166646487,213,2.67,5166646483,141,64.2,5166646481,140,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712218867,7,1,1,0,11,f1h34qp5zbfl489q8vnkhiq9s,1,48.9,64.2,2024-08-24T11:01:35.091Z,2024-08-24T11:01:40Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5166646585,213,0.61,5166646579,140,71.4,5166646583,212,28.8,5166646581,141,88.4,5166646577,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
