id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/value
2738526287,1,34,16,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-10-25T16:06:56.027Z,2024-10-25T20:23:05Z,,,,,5310678431,197,24385,5310630633,30,"8r9iqig43yjty7l1oq6yg73mc, duvhbifjh37mvlm46akiy431m, aejgqvdw1jftxaa538kaa15w4, bwozpgcm48s08t1glxfgjajmd, 35og29e19w0ykeqcvudhpgr8, 81c40rn7lrb39qu0sam8kv6dw, 6zhj070huc77sl5o5bx6ey5g4, 4rhxehi019n7z1z1m7a39w1sk, cf6zq49y8v1ekw07e7yi3uac, m031ocyfq011rual3olkegdm, 7h02v4ymnko5fh01iylbh34es, 7pnxa8wzxx5qxevcckxdd62tx, 4lac0f1ev5usxpka7gaev3hii, 1el3mu4rgcx8tebrawgfvynf8, 6bkuzenpse2kzirt9q7qeisd0, 65f1ckijc2btnprgz3s593dw4, 8rdndyl03uhh1u5id0qf3ymms, e0nkqbugb4xkpluu5e42zf2ms, d106tu53y5q02yu36iojbou8k, 4ieyvppe24gqdkm2xv2xlaluc",5310630635,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5310630643,194,bwozpgcm48s08t1glxfgjajmd,5310630639,130,4,5310630645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5310630641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5310630637,59,"1, 2, 3, 6, 12, 4, 23, 14, 18, 15, 10, 7, 8, 11, 17, 22, 24, 25, 27, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738533003,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-25T16:21:54.676Z,2024-10-25T19:50:18Z,,,,,5310667729,59,"13, 2, 21, 6, 5, 20, 17, 8, 9, 27, 22, 1, 3, 14, 15, 16, 18, 28, 32, 11",5310667731,130,8,5310667725,30,"b2gkyjq8emj9pywryc3rycogl, 6g671k5lvgoo2bgub2516q1w4, ab3nxxoj7bxlnhot9htoex1xw, 5u9zrgsm6wycfcbk04m64wd1w, 2uellcocrvapu7o70g5zdcmad, 6dki65mdd3letfjjj51i0w3c9, egnjbmbxkceiygmp2jty4b47o, ezbixgm2km8iapnsl57bn4wkp, 5mmgppapbchmcj9zdtyw0w5xw, 4a0jmv6qmwn01iuqp1mhnyzth, kqj7nh6pqmqbt0abyyu0fcpg, 9y3vs6l0mjj38z0kw062jlh3p, eyvv6b94feknnp1uew6n0ytat, e8vt8711wb40afht2v13omket, 85qlnet6ehpowwtbubzbw3qqc, dja68kdmhtsm9x5zqzgtpqas4, 86mx27krl6c613x6e3t9g3cic, 8xe0fufxfgf5cuwgysz3r2j85, dme4jqo3w3abg6z0vt1gnkpp0, 8i0o1b8rjsab9se3v6vteqmfo",5310722881,194,ezbixgm2km8iapnsl57bn4wkp,5310667727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5310702199,197,19798,5310667735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5310667733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553701,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-25T17:00:55.835Z,2024-10-28T17:43:28Z,,,,,5310776655,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553699,2,32,1,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-10-25T17:00:55.835Z,2024-10-25T17:00:56Z,,,,,5310776651,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553729,3,1,1,0,0,bd4qakf7j0wwie8wke9km7uj8,1,49.8,50.0,2024-10-25T17:00:55.836Z,2024-10-25T19:55:47Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5310776763,141,70.4,5310776765,212,23.8,5310776759,56,Back,5310776769,279,S,5310776761,140,31.4,5310776767,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553753,4,1,1,0,3,bd4qakf7j0wwie8wke9km7uj8,0,31.7,72.0,2024-10-25T17:00:59.727Z,2024-10-28T17:45:46Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310777637,157,,5310776881,212,49.5,5310776877,140,71.7,5310776883,213,5.73,5310776875,56,Center,5310776885,1,,5310776879,141,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553825,3,1,1,0,7,ajtb177oqwawkdwbqhldmq6mx,1,27.0,70.8,2024-10-25T17:01:02.964Z,2024-10-25T17:02:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5310777223,141,78.1,5310777225,212,9.4,5310777219,56,Back,5310777217,3,,5310777227,213,0.56,5310777221,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553829,4,4,1,0,11,ajtb177oqwawkdwbqhldmq6mx,1,32.1,75.2,2024-10-25T17:01:07.083Z,2024-10-25T17:54:53Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5310777345,285,,5310777257,13,,5310777261,152,,5310777263,265,,5310777341,233,5,5310777259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553831,5,4,1,0,11,bd4qakf7j0wwie8wke9km7uj8,0,67.9,24.8,2024-10-25T17:01:07.084Z,2024-10-25T17:54:53Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5310777329,13,,5310777351,233,4,5310777337,286,,5310777331,56,Center,5310777335,265,,5310777333,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738553993,5,1,1,0,30,ajtb177oqwawkdwbqhldmq6mx,0,29.5,78.8,2024-10-25T17:01:26.619Z,2024-10-25T17:01:27Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5310778147,1,,5310778141,141,84.5,5310778131,5,,5310778137,56,Left,5310778135,152,,5310778133,155,,5310778139,140,76.2,5310778145,213,0.08,5310778143,212,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554029,6,1,1,0,32,bd4qakf7j0wwie8wke9km7uj8,1,22.8,22.9,2024-10-25T17:01:28.268Z,2024-10-25T17:01:32Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5310778353,56,Back,5310778355,140,31.1,5310778359,212,13.1,5310778357,141,37.3,5310778351,3,,5310778361,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554041,7,1,1,0,33,bd4qakf7j0wwie8wke9km7uj8,0,31.1,37.3,2024-10-25T17:01:29.044Z,2024-10-25T17:02:28Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5310778423,3,,5310778433,212,10.3,5310778435,213,0.07,5310778425,168,,5310778431,141,38.3,5310778427,56,Back,5310778429,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554037,6,1,1,0,34,ajtb177oqwawkdwbqhldmq6mx,0,60.1,70.9,2024-10-25T17:01:30.587Z,2024-10-25T17:01:32Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5310778393,213,5.90,5310778383,3,,5310778385,56,Center,5310778387,140,74.4,5310778391,212,16.2,5310778389,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554081,9,1,1,0,38,bd4qakf7j0wwie8wke9km7uj8,0,25.7,42.1,2024-10-25T17:01:34.604Z,2024-10-25T19:23:55Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5310778607,56,Back,5310778629,1,,5310778619,212,8.9,5310778623,213,5.50,5310778615,141,32.9,5310778611,140,31.7,5310778605,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554107,7,44,1,0,40,ajtb177oqwawkdwbqhldmq6mx,1,69.8,68.0,2024-10-25T17:01:36.747Z,2024-10-25T17:55:10Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5310778743,286,,5310778849,233,10,5310778741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554119,10,44,1,0,40,bd4qakf7j0wwie8wke9km7uj8,0,30.2,32.0,2024-10-25T17:01:36.748Z,2024-10-25T19:23:50Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5310778883,233,7,5310778835,285,,5310778833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554113,8,1,1,0,41,ajtb177oqwawkdwbqhldmq6mx,0,65.8,73.3,2024-10-25T17:01:37.155Z,2024-10-25T17:01:38Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5310778781,56,Center,5310778787,212,7.4,5310778785,141,76.0,5310778783,140,72.6,5310778789,213,0.25,5310778779,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554165,11,1,1,0,42,bd4qakf7j0wwie8wke9km7uj8,1,27.9,18.2,2024-10-25T17:01:37.917Z,2024-10-28T17:50:54Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5310779073,213,0.10,5310779067,140,36.3,5310779065,56,Back,5323047689,155,,5310779071,212,8.9,5310779069,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554247,12,1,1,0,43,bd4qakf7j0wwie8wke9km7uj8,1,34.9,24.4,2024-10-25T17:01:39.156Z,2024-10-28T17:52:16Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5310779443,140,23.8,5310779445,141,11.3,5323047995,155,,5310779449,213,3.79,5310779441,56,Back,5310779447,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740818479,813,61,1,0,44,bd4qakf7j0wwie8wke9km7uj8,0,24.3,5.5,2024-10-25T17:01:40.054Z,2024-10-28T17:51:27Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5323051055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554133,9,3,1,0,46,ajtb177oqwawkdwbqhldmq6mx,0,75.6,91.0,2024-10-25T17:01:42.138Z,2024-10-28T17:51:45Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5323052049,464,,5310809405,233,13,5310778905,286,,5310778903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554265,13,7,1,0,46,bd4qakf7j0wwie8wke9km7uj8,1,24.4,9.0,2024-10-25T17:01:42.139Z,2024-10-28T17:51:48Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5310809379,233,9,5323052167,383,,5310808867,285,,5310808865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554051,8,1,1,0,48,bd4qakf7j0wwie8wke9km7uj8,0,19.5,7.6,2024-10-25T17:01:44.350Z,2024-10-25T17:11:38Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5310817013,1,,5310816997,157,,5310817001,140,74.1,5310817005,212,57.4,5310817003,141,3.7,5310817009,213,6.24,5310816999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554173,10,61,1,0,51,ajtb177oqwawkdwbqhldmq6mx,0,34.5,88.1,2024-10-25T17:01:47.309Z,2024-10-25T17:01:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5310779105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
