id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2736336221,1,34,16,0,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-20T12:15:46.148Z,2024-10-20T16:07:03Z,,,,,5298515635,30,"8uhv14rin2znrr0wqgvcc2f2t, a6ymx4wkrn260rtpb360nsiqd, bdz03qovxerzrv12lgljae1p0, dfxs5u8rdcxhzp33aks3acdn8, 5lu7bn7uec3zjqpoi1x81gbu1, 4lxxyqy78jkglhv2w6crzcnsa, 6k7khwtkxpem9z17bl5rrf2p6, 5w0giylttgiapseaw6qky0mxg, 3epwf56ozg73hueacwmckk0r9, cqsc3mj8klukkgutdrpegybdg, eso2tbbpnxu9qvx6zy07m5jx0, a48bpdpt0siemxqtr3rubwbu, cl4xl80n4gew1ox03r3ooshrd, 9dh7cnu4uzbraeck0t5iqlj4k, dsfbfzwy3c06mu50ee89qrbsa, 2h94np282g0qtzal1czznequi, 51ymbnikkta369rn3exb1g7bo, 61vr9xr91fr4g6ayzga5vn9w5, 4i0jiisff5k1efcgf27skpqfo, 4m9sp9mxlsjk6fv7v218yqfv9",5298515655,194,8uhv14rin2znrr0wqgvcc2f2t,5298515643,59,"1, 25, 12, 20, 4, 24, 22, 18, 11, 21, 14, 9, 15, 17, 19, 31, 32, 33, 34, 45",5298515647,130,2,5298515639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5298739271,197,6601,5298515651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298515661,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736339163,1,34,16,0,0,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T12:18:40.627Z,2024-10-20T19:45:17Z,,,,,5298531425,59,"1, 10, 23, 15, 2, 5, 22, 88, 9, 14, 7, 6, 8, 16, 17, 24, 28, 29, 30",5298531423,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5298531431,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298531429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5298531427,130,11,5298538805,194,a30gduuv9d1s4pkthgu2jhyol,5298531421,30,"d9hh01mit4geyadol3gmzco9, 615e0bjcd0tyge047sy43y5sl, 6dzg820946z4848whaa6ny2nd, bfvdr7ckiersz26ya2kq9f1g4, a30gduuv9d1s4pkthgu2jhyol, dshwz1df0rbe0fztksawvd0wl, dncrhma6gwcn6pxiu7hfc6qz8, dm6xpphbyyooqriwaambi7njd, 9tt9eo9bsff7dp7aqjal1obo4, 9r07ooissj5mz15g87x5rmbx1, 2cup1vjw8n43kbzzxfflnmplg, 4oxf446ya7jwulq6hxlp8r36d, d4w0nytrfhhtw8xqh7rofq6z9, 1cumsropo1r0msfzxxteml1w, dwpns7gcg4s1c35df5td9ow7o, 5e5fuj7mbkpvf0bug32ixxc5x, 3pk6hii2s8tbv2zux8mvbapec, 4qz1pnlx3d0m5wkhpocl0euj8, 45dqseup0cmujyl4nprr29y0a",5298735379,197,11501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380451,2,32,1,0,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-20T13:00:44.978Z,2024-10-20T13:00:47Z,,,,,5298749397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380439,2,32,1,0,0,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:00:44.978Z,2024-10-20T13:00:45Z,,,,,5298749343,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380485,3,1,1,0,0,8gxd9ry2580pu1b1dd5ny9ymy,1,50.3,50.1,2024-10-20T13:00:44.979Z,2024-10-20T13:00:48Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5298749559,140,38.2,5298749567,279,S,5298749557,56,Back,5298749561,141,52.2,5298749563,212,12.8,5298749565,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380651,4,1,1,0,2,8gxd9ry2580pu1b1dd5ny9ymy,1,38.2,52.2,2024-10-20T13:00:46.993Z,2024-10-20T13:00:56Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5298750501,212,19.9,5298750503,213,2.23,5298750499,141,75.3,5298750497,140,26.6,5298750495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380683,5,1,1,0,11,8gxd9ry2580pu1b1dd5ny9ymy,0,29.6,80.8,2024-10-20T13:00:55.978Z,2024-10-20T13:04:05Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5298750643,141,91.8,5298771115,155,,5298750645,212,59.6,5298750639,56,Left,5298750641,140,85.9,5298750649,1,,5298750647,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380695,6,43,1,0,12,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:00:57.665Z,2024-10-20T13:01:55Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5298750673,56,Left,5298751271,286,0,5298751273,233,3,5298756625,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380755,3,43,1,0,12,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-20T13:00:57.666Z,2024-10-20T13:01:14Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5298751939,144,7,5298750949,56,Back,5298750947,167,0,5298750983,233,6,5298750951,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380965,4,5,1,0,14,a9vw7ikerpr4cuweeeka5aneg,1,14.5,-1.6,2024-10-20T13:00:59.666Z,2024-10-20T15:13:51Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5298752039,347,,5299095949,233,7,5298752037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380805,7,5,1,0,14,8gxd9ry2580pu1b1dd5ny9ymy,0,85.5,101.6,2024-10-20T13:00:59.666Z,2024-10-20T15:13:51Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5299096009,233,4,5298751181,56,Left,5298751183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380983,5,1,1,0,29,a9vw7ikerpr4cuweeeka5aneg,1,15.4,0.0,2024-10-20T13:01:14.898Z,2024-10-20T13:01:16Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298752109,140,28.7,5298752107,56,Back,5298752111,141,7.1,5298752105,107,,5298752115,213,0.42,5298752113,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381007,6,1,1,0,31,a9vw7ikerpr4cuweeeka5aneg,0,28.7,7.1,2024-10-20T13:01:16.522Z,2024-10-20T13:01:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5298752245,140,41.0,5298752247,141,6.1,5298752249,212,12.9,5298752231,3,,5298752237,168,,5298752241,56,Back,5298752251,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381043,8,44,1,0,32,8gxd9ry2580pu1b1dd5ny9ymy,1,62.6,82.4,2024-10-20T13:01:17.649Z,2024-10-20T15:15:20Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5298752519,233,7,5298752421,286,,5298752419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381025,7,44,1,0,32,a9vw7ikerpr4cuweeeka5aneg,0,37.4,17.6,2024-10-20T13:01:17.650Z,2024-10-20T15:15:20Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5298752543,233,8,5298752335,285,,5298752331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381077,9,1,1,0,32,8gxd9ry2580pu1b1dd5ny9ymy,0,67.7,95.1,2024-10-20T13:01:17.678Z,2024-10-20T13:04:36Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5298752639,3,,5298752641,56,Left,5298752647,140,69.6,5298752657,212,4.7,5298752663,213,1.13,5298752653,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381201,8,5,1,0,34,a9vw7ikerpr4cuweeeka5aneg,1,29.8,-1.2,2024-10-20T13:01:19.074Z,2024-10-20T15:13:52Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5298753301,56,Back,5298753363,233,10,5298753303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381085,10,5,1,0,34,8gxd9ry2580pu1b1dd5ny9ymy,0,70.2,101.2,2024-10-20T13:01:19.074Z,2024-10-20T15:13:52Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5298752695,347,,5298753415,233,8,5298752693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381317,9,1,1,0,42,a9vw7ikerpr4cuweeeka5aneg,1,31.6,0.0,2024-10-20T13:01:27.714Z,2024-10-20T13:01:32Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298753955,56,Back,5298753953,107,,5298753963,213,0.65,5298753961,212,10.8,5298753959,141,7.6,5298753957,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381413,11,43,1,0,46,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:01:31.125Z,2024-10-20T13:01:39Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5298754459,347,0,5298754455,56,Left,5298754769,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381345,10,1,1,0,47,a9vw7ikerpr4cuweeeka5aneg,0,38.8,3.4,2024-10-20T13:01:32.706Z,2024-10-20T13:01:34Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5298754097,56,Right,5298754099,140,55.4,5298754103,212,17.5,5298754101,141,1.3,5298754107,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381437,12,1,1,0,48,8gxd9ry2580pu1b1dd5ny9ymy,0,44.6,95.1,2024-10-20T13:01:33.394Z,2024-10-20T13:09:35Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5298754611,213,0.84,5298754601,157,,5298754609,212,5.7,5298754607,141,100.0,5298754605,140,48.2,5298754603,56,Back,5298754613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381501,11,5,1,0,50,a9vw7ikerpr4cuweeeka5aneg,1,51.8,-1.2,2024-10-20T13:01:35.706Z,2024-10-20T13:01:41Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5298754909,56,Right,5298754955,233,13,5298754911,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381447,13,5,1,0,50,8gxd9ry2580pu1b1dd5ny9ymy,0,48.2,101.2,2024-10-20T13:01:35.706Z,2024-10-20T15:13:53Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5298754653,56,Back,5298754655,347,,5298755039,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381551,12,1,1,0,55,a9vw7ikerpr4cuweeeka5aneg,0,56.8,0.0,2024-10-20T13:01:40.618Z,2024-10-20T13:01:43Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298755155,56,Right,5298755165,1,,5298755163,213,0.21,5298755153,107,,5298755157,140,84.3,5298755159,141,7.7,5298755161,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381627,15,1,1,0,58,8gxd9ry2580pu1b1dd5ny9ymy,1,8.7,88.1,2024-10-20T13:01:43.812Z,2024-10-20T13:01:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5298755559,56,Back,5298755567,212,22.6,5298755569,213,4.48,5298755563,140,3.8,5298755565,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381703,16,1,1,1,1,8gxd9ry2580pu1b1dd5ny9ymy,0,3.8,55.7,2024-10-20T13:01:46.049Z,2024-10-20T13:01:49Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5298755977,157,,5298755979,56,Left,5298755999,213,0.27,5298755983,140,63.9,5298755989,141,80.9,5298756003,1,,5298755995,212,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381885,14,1,1,1,8,a9vw7ikerpr4cuweeeka5aneg,1,27.3,22.8,2024-10-20T13:01:53.026Z,2024-10-20T13:01:58Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298756847,141,41.6,5298756849,212,22.0,5298756845,140,10.2,5298756851,213,2.52,5298756843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736381993,15,1,1,1,13,a9vw7ikerpr4cuweeeka5aneg,1,10.2,41.3,2024-10-20T13:01:58.258Z,2024-10-20T13:02:02Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5298757363,56,Back,5298757369,212,15.6,5298757367,141,18.6,5298757371,213,4.84,5298757365,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382153,16,1,1,1,17,a9vw7ikerpr4cuweeeka5aneg,1,19.9,16.8,2024-10-20T13:02:02.202Z,2024-10-20T13:02:10Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5298758243,141,32.7,5298758245,212,37.0,5298758247,213,0.30,5298758249,1,,5298758239,56,Center,5298758237,157,,5298758241,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382169,17,61,1,1,24,a9vw7ikerpr4cuweeeka5aneg,1,53.8,32.4,2024-10-20T13:02:09.922Z,2024-10-20T13:02:10Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5298758337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382223,18,1,1,1,26,a9vw7ikerpr4cuweeeka5aneg,1,56.3,28.9,2024-10-20T13:02:11.122Z,2024-10-20T13:02:12Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5298758607,212,40.3,5298758601,140,58.9,5298758611,213,1.50,5298758599,56,Left,5298758615,1,,5298758603,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382287,19,1,1,1,27,a9vw7ikerpr4cuweeeka5aneg,1,61.3,89.3,2024-10-20T13:02:12.554Z,2024-10-20T13:03:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5298758901,140,56.7,5298758899,56,Center,5298758905,141,75.8,5298758909,213,4.23,5298758907,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382323,20,1,1,1,30,a9vw7ikerpr4cuweeeka5aneg,0,56.1,69.3,2024-10-20T13:02:15.114Z,2024-10-20T13:03:44Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5298759095,155,,5298759103,212,31.2,5298759097,56,Center,5298759099,140,68.0,5298759101,141,27.3,5298759105,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382355,17,8,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,1,27.8,84.7,2024-10-20T13:02:18.010Z,2024-10-20T13:02:18Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5298759285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382519,21,1,1,1,35,a9vw7ikerpr4cuweeeka5aneg,1,61.4,30.9,2024-10-20T13:02:20.218Z,2024-10-20T13:08:58Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298760031,140,73.1,5298760029,56,Center,5298760037,213,0.42,5298760035,212,13.4,5298760033,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382413,18,43,1,1,35,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:02:20.273Z,2024-10-20T13:03:36Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5298767667,144,61,5298759573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382525,22,61,1,1,35,a9vw7ikerpr4cuweeeka5aneg,0,73.6,39.2,2024-10-20T13:02:20.286Z,2024-10-20T15:13:27Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5298760061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382531,20,1,1,1,38,8gxd9ry2580pu1b1dd5ny9ymy,1,26.2,65.2,2024-10-20T13:02:23.945Z,2024-10-20T13:02:26Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5298760085,140,10.1,5298760083,56,Back,5298760091,213,3.76,5298760089,212,20.8,5298760087,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382599,21,1,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,0,10.1,47.5,2024-10-20T13:02:25.825Z,2024-10-20T13:02:29Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5298760457,140,60.1,5298760459,141,66.6,5298760461,212,54.1,5298760465,1,,5298760455,56,Center,5298760453,157,,5298760463,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
