id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value
2795582585,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-04T16:32:21.132Z,2025-04-04T19:11:46Z,,,,,5621593017,130,13,5621593011,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, 85a9bmnu6fqvhlff28qm0e0a1, khqldwfq14b7giakss24l9t5, 5z7y55t2o577r8ki3i5855as, 559w0q3q2smb3aeotyi724s9g, 7l7f98nn8gohmdacsdb2labkk, 2tcdx5rp7vujnlid4oqqxdogk, 1fjkjzsei9slx2t4zhsqdkve1, uiyol728wan4mxco2foplknp, 1n4eldqa7h9jvcx1693zqu06i, bop31qof3lon7u6rvmb68ktzp, akiwokthm1z7rbifshqhs24t1, 5dlh0fa9yo6z283w9p58xmnoq, 3rok7i8nrt4yzx2melj4qiuqc, f0nicq49lzng7vjxm5gcpij8, e0u730to91qqtvvx16uhajz10, 3avg1grraylzm6xjt5kt18is4, 74gioldvq6q6xgb3q7k1bv7dg, 21bafxfg7hy0agd0upyqxw0a2",5621593013,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5621593021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621657581,197,16344,5621593015,59,"1, 3, 27, 21, 7, 25, 34, 6, 9, 17, 8, 10, 11, 12, 14, 16, 22, 23, 26, 29",5621643551,194,5z7y55t2o577r8ki3i5855as,5621593019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,
2795585621,1,34,16,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-04T16:38:04.214Z,2025-04-04T19:48:48Z,,,,,5621608859,59,"25, 7, 27, 13, 12, 18, 26, 8, 9, 19, 10, 4, 5, 16, 22, 23, 40, 49, 50, 47",5621608867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621608863,130,10,5621653533,197,18945,5621608855,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5621608853,30,"9yxhg70gpwi3e9s84c8qwg0yx, e19g5bz7s9wqcvj8mttztxi0a, ea2x4o6ufsqoz2zz7tqcnvo16, ebd3uvtt54wkdsahc2127j02c, 6bv0j0ezhh9u5u5hqz64p790q, cflwegqpzch8y30pb3dhigqnd, e0rgqk3gxzs005m9ok9hvp1ck, 9xub4z9b3bog8wqhn5yfihecp, 4qyfoq5fjiochtj89w426lm21, efubck8twu1elbhlomltnjjtg, dwuxps3jv2852642q000wep6, ayhdul772mr22qoly04psb3f8, 3sog1gsk11bwwrf7l7wm2j7dg, 4dmz3u7j1eoz4ofr1o8tbxedw, 8q8yol44e42o9hwttlopznvh0, 8gqvlydur0v4cpmz1ozqkejh0, 5jyv1dctfxa6335l1mlifwavo, 2f0p63eeg2yc4jsyotle88q38, xd4gm9uiq807dri1gs3ltclw, izewe5fthjad6hv14xgpm3v8",5621608871,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621653337,194,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,
2795594875,2,32,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-04T17:01:09.701Z,2025-04-04T17:01:12Z,,,,,5621658563,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594869,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-04T17:01:09.701Z,2025-04-04T17:01:09Z,,,,,5621658535,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594877,3,1,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,49.5,49.9,2025-04-04T17:01:10.030Z,2025-04-04T17:01:12Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5621658579,279,S,5621658575,212,15.9,5621658573,141,63.3,5621658571,140,37.1,5621658569,56,Back,5621658577,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594919,4,1,1,0,3,b2vft81kyjurzbmekvgrqwr64,0,34.6,62.1,2025-04-04T17:01:13.069Z,2025-04-04T17:01:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5621658849,213,5.76,5621658845,141,34.2,5621658839,157,,5621658843,140,66.1,5621658841,56,Center,5621658847,212,38.1,5621658851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594923,3,44,1,0,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.6,69.8,2025-04-04T17:01:15.098Z,2025-04-04T19:06:17Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621658859,56,Back,5621658957,233,5,5621658861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594921,5,44,1,0,5,b2vft81kyjurzbmekvgrqwr64,0,70.4,30.2,2025-04-04T17:01:15.099Z,2025-04-04T19:06:18Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5621658973,233,3,5621658857,286,,5621658855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594939,4,1,1,0,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.3,77.0,2025-04-04T17:01:15.626Z,2025-04-04T17:01:17Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621659001,213,6.26,5621658999,212,10.0,5621658995,140,31.8,5621658991,3,,5621658993,56,Back,5621658997,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594957,5,1,1,0,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.2,73.3,2025-04-04T17:01:17.801Z,2025-04-04T17:03:38Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5621659107,140,76.2,5621659111,212,49.0,5621659113,213,0.16,5621659103,157,,5621659105,56,Left,5621659115,1,,5621659109,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594989,6,1,1,0,12,b2vft81kyjurzbmekvgrqwr64,1,36.0,16.7,2025-04-04T17:01:22.157Z,2025-04-04T17:01:24Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5621659273,140,10.8,5621659271,56,Back,5621659277,212,30.6,5621659279,213,2.62,5621659275,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595037,7,1,1,0,14,b2vft81kyjurzbmekvgrqwr64,1,10.5,38.3,2025-04-04T17:01:24.101Z,2025-04-04T17:01:27Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5621659477,56,Back,5621659485,213,1.16,5621659481,141,67.5,5621659479,140,18.8,5621659483,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595063,8,1,1,0,18,b2vft81kyjurzbmekvgrqwr64,0,19.3,67.5,2025-04-04T17:01:27.718Z,2025-04-04T17:01:32Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5621659649,213,0.42,5621659645,141,94.8,5621659639,157,,5621659643,140,58.6,5621659641,56,Left,5621659647,212,45.2,5621659651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595085,7,1,1,0,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,6.7,2025-04-04T17:01:33.697Z,2025-04-04T17:01:35Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5621659775,212,17.3,5621659777,213,0.95,5621659773,141,27.4,5621659771,140,44.9,5621659769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595141,8,1,1,0,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,29.5,2025-04-04T17:01:35.713Z,2025-04-04T17:01:41Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5621660053,141,33.4,5621660047,56,Back,5621660059,213,3.00,5621660057,212,19.2,5621660049,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595153,9,1,1,0,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.3,34.8,2025-04-04T17:01:41.121Z,2025-04-04T17:01:42Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621660127,141,49.9,5621660125,140,6.9,5621660131,213,2.60,5621660123,56,Back,5621660129,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595171,10,1,1,0,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.9,49.9,2025-04-04T17:01:42.025Z,2025-04-04T17:01:45Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5621660253,56,Back,5621660259,212,26.9,5621660261,213,0.58,5621660257,141,71.7,5621660255,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595203,11,1,1,0,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.2,73.9,2025-04-04T17:01:45.160Z,2025-04-04T17:01:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621660487,213,5.31,5621660485,212,12.0,5621660481,140,35.7,5621660479,56,Back,5621660483,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595225,12,1,1,0,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.7,64.9,2025-04-04T17:01:50.920Z,2025-04-04T17:01:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621660575,141,82.9,5621660579,213,1.22,5621660577,212,13.0,5621660573,140,37.0,5621660571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595241,13,1,1,0,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,83.0,2025-04-04T17:01:53.393Z,2025-04-04T17:01:55Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621660685,141,71.4,5621660689,213,5.98,5621660687,212,26.2,5621660681,56,Center,5621660683,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595267,14,1,1,0,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.0,71.4,2025-04-04T17:01:54.984Z,2025-04-04T17:01:57Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5621660807,140,38.5,5621660813,213,2.97,5621660811,212,27.2,5621660809,141,78.2,5621660805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595327,15,1,1,0,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.4,85.1,2025-04-04T17:01:56.888Z,2025-04-04T17:02:01Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621661127,141,64.0,5621661125,140,10.9,5621661131,213,3.71,5621661123,56,Back,5621661129,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595353,16,1,1,0,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.0,65.8,2025-04-04T17:02:01.513Z,2025-04-04T17:02:04Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5621661279,213,6.24,5621661275,141,63.1,5621661281,1,,5621661273,140,47.5,5621661269,157,,5621661271,56,Back,5621661277,212,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595401,17,1,1,0,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.1,66.6,2025-04-04T17:02:04.648Z,2025-04-04T17:02:08Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5621661479,140,39.3,5621661489,213,2.43,5621661477,56,Back,5621661481,141,75.6,5621661483,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595431,18,1,1,0,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.2,82.3,2025-04-04T17:02:09.624Z,2025-04-04T17:02:10Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621661635,141,86.2,5621661627,56,Back,5621661639,212,6.3,5621661643,213,2.70,5621661631,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595435,19,1,1,1,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.8,86.2,2025-04-04T17:02:10.289Z,2025-04-04T17:02:11Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621661677,213,4.97,5621661675,212,6.7,5621661671,140,32.4,5621661669,56,Back,5621661673,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595477,20,1,1,1,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.4,76.7,2025-04-04T17:02:10.897Z,2025-04-04T17:02:13Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5621661887,212,5.1,5621661877,56,Back,5621661881,140,31.5,5621661885,141,84.1,5621661889,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595547,21,1,1,1,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.3,78.1,2025-04-04T17:02:13.593Z,2025-04-04T17:02:17Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621662185,141,57.3,5621662189,213,4.10,5621662187,212,17.2,5621662181,56,Back,5621662183,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595605,22,1,1,1,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.2,47.6,2025-04-04T17:02:17.808Z,2025-04-04T17:02:22Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5621662491,213,5.12,5621662489,212,27.4,5621662483,56,Back,5621662487,141,10.7,5621662485,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595639,23,1,1,1,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.1,6.8,2025-04-04T17:02:22.136Z,2025-04-04T17:02:25Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5621662659,212,26.7,5621662653,56,Back,5621662657,141,44.0,5621662655,140,30.0,5621662661,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595651,24,1,1,1,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.3,47.5,2025-04-04T17:02:25.464Z,2025-04-04T17:02:27Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621662717,140,43.1,5621662723,213,0.19,5621662721,212,13.7,5621662715,56,Back,5621662719,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
