id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2711514893,1,34,16,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-21T15:36:32.503Z,2024-08-21T16:28:07Z,,,,,5162742421,59,"1, 2, 21, 10, 25, 15, 7, 8, 14, 19, 12, 4, 5, 6, 11, 16, 22, 26, 27, 39",5162742417,30,"7fkc01xxyl1trj3uav134ehyi, eas91my7qw7etoha5plxfk9yi, 1se7wkenvs4elrapvdw9mdnje, 7wo1hk736v1xhovvu2t2trw89, 839pm7rmjp6q1bt52f7ek9vys, c7buy99bjqmkmno8w5t0189d6, 6hmsrr08cllpl4iumu92zskbt, 15yli690oxmbr4dl1ksti2p9m, 4jve632xnmqujh4ioaxpaovai, auv81snxkpk2ybxzi8giy5azt, ate1ymumg2iwzn8uyyf3ts222, 37mo55lynu3blqnb8k9ln8k16, bmkwmf5f2ssnw2cq7uga7yd5g, efh8bbfaqg4riyedthbbviuad, 6m4anciafmzc24s44xszymbc9, 45bcgucg627rhrdgt8tn9hd9m, 4yyiv4t6irqpeayug5qgvmkmh, 98mkoolgahktzky97y0khdq1g, 418pvntm5e5kcoeyjjnzm7hg4, 46nx0rm8sod6bbo4a3d7g6jv8",5162742423,130,8,5162758095,194,eas91my7qw7etoha5plxfk9yi,5162742419,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5162758097,197,7812,5162742425,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162742427,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711515281,1,34,16,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-21T15:41:39.386Z,2024-08-21T20:15:54Z,,,,,5162744723,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5162744735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162744727,130,17,5162744733,197,12587,5162744725,59,"99, 29, 11, 3, 5, 4, 18, 24, 7, 9, 16, 1, 2, 12, 15, 17, 19, 32, 33, 25",5162744729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162744731,194,1nn1wc14k9zd3wtu73loj7kes,5162744721,30,"6sdv4s8oz558wfhx72vwlpvu2, ekx0wotp433tuaw4g93nybjmc, f1ba9g771s0zeel0titcj3omi, 8ewvm6ux4yvpwgrzjkc1chqwa, dqssvdpt2iwg8qn9wto3miind, 3xz0h3d6r2qgmv9egms8yaz56, 8h3cyhuw5049gcxrsld3rw1ec, 9fvf8z6p8ok0n5vu999ysfywa, 1nn1wc14k9zd3wtu73loj7kes, 9618hk1lq7i6see347k7plkyy, dyzzo6n83rg4fpvmqqa69moes, 52vwj2s29n7wngablotd7pboq, b55jtl3ixolidn6cvc4t90efo, e3546n3qj447qgmizao50zx1w, 2qedb8t85t1ieeed9613c9crt, 9ircna8pbskreztmy1wiqwx9m, 5moycfv7blzfnjqiruao7dv6c, 3ywgt5v070xudujs9f7cuqm7d, 4uuqid6t4nspn0wspyltz3bx0, cqgmx6eiriomccxfhykh31r10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517905,2,32,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-21T16:31:49.497Z,2024-08-21T16:31:49Z,,,,,5162759251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517907,2,32,1,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-21T16:31:49.497Z,2024-08-21T16:31:52Z,,,,,5162759253,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517913,3,1,1,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,50.3,50.3,2024-08-21T16:31:49.498Z,2024-08-21T16:31:52Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5162759271,141,49.0,5162759273,212,20.3,5162759267,140,31.0,5162759277,279,S,5162759275,213,3.19,5162759263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517923,4,1,1,0,3,b8oqgvx1ijeyn6y1cn6929ix4,0,31.3,47.9,2024-08-21T16:31:52.742Z,2024-08-21T16:32:33Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5162759319,212,65.3,5162759317,141,60.3,5162759315,140,93.0,5162759323,1,,5162759313,56,Center,5162759311,157,,5162759321,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517959,5,1,1,0,21,f1h34qp5zbfl489q8vnkhiq9s,0,12.4,34.9,2024-08-21T16:32:10.736Z,2024-08-21T16:32:14Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5162759461,141,36.4,5162759457,56,Center,5162759455,198,,5162759459,140,78.6,5162759463,212,69.5,5162759453,157,,5162759467,1,,5162759465,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517963,5,1,1,0,25,b8oqgvx1ijeyn6y1cn6929ix4,0,31.7,65.2,2024-08-21T16:32:15.277Z,2024-08-21T18:34:42Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5162759481,140,50.4,5162759485,212,21.3,5162759487,213,0.40,5162759477,3,,5162759483,141,77.3,5162759479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517973,7,44,1,0,27,f1h34qp5zbfl489q8vnkhiq9s,1,56.6,23.7,2024-08-21T16:32:16.820Z,2024-08-21T18:37:07Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5162759547,233,6,5162759535,286,,5162759533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711517967,6,44,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,0,43.4,76.3,2024-08-21T16:32:16.821Z,2024-08-21T18:37:07Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5162759555,285,,5162759491,56,Back,5162759551,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
