id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2707935531,1,34,16,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-11T12:07:18.710Z,2024-08-11T16:37:02Z,,,,,5142851183,30,"7fkc01xxyl1trj3uav134ehyi, eas91my7qw7etoha5plxfk9yi, 1se7wkenvs4elrapvdw9mdnje, 7wo1hk736v1xhovvu2t2trw89, bmkwmf5f2ssnw2cq7uga7yd5g, c7buy99bjqmkmno8w5t0189d6, 6hmsrr08cllpl4iumu92zskbt, 4yyiv4t6irqpeayug5qgvmkmh, 4jve632xnmqujh4ioaxpaovai, auv81snxkpk2ybxzi8giy5azt, ate1ymumg2iwzn8uyyf3ts222, 37mo55lynu3blqnb8k9ln8k16, efh8bbfaqg4riyedthbbviuad, 15yli690oxmbr4dl1ksti2p9m, 45bcgucg627rhrdgt8tn9hd9m, cod92jjb3qqrg6n1tu15ciwpg, 839pm7rmjp6q1bt52f7ek9vys, 98mkoolgahktzky97y0khdq1g, 46nx0rm8sod6bbo4a3d7g6jv8, 3pgcuwxh1p5b4t4wxm0ofahhw",5143020925,194,eas91my7qw7etoha5plxfk9yi,5142851201,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5142851191,130,8,5142851195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5142851187,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5142851189,59,"1, 2, 21, 10, 5, 15, 7, 22, 14, 19, 12, 4, 6, 8, 16, 18, 25, 26, 39, 31",5142865887,197,4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941653,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-08-11T12:15:04.096Z,2024-08-11T12:21:14Z,,,,,5142881759,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 6wfu6s6xo5zjeke21fgbouql0, 7ztdirfvd9d0x2yw1v051xzbo, 3od63zrf6cay4d6ync9i2iuqc, b1kyjkhaaiw32cb4bubbpm7tg, 23sc7wc7my7wes6cuaxw1v0no, ayxi2m0g0pm6rl1ba5pto66z9, 9jqox80arzpytv1b136jobhpm, 6lb4k3g75nzgi8bp1y1mzxkru, 289rctmvd5ppy9zqn98jbe4et, bvc80w5ai425plu54nhgx5fxl, 6yev7nszmpylpqncom2gdkul1, 4bojyjyvkdgm1lss6n37q2t5g, ei3xmwfz8dah5e4lcbu4w98t1, 91xtn2wlot8g8ue89zn4iiyqy, 2zt1yrfv8m2mhpo720n0uydck, y4dl1rer075c9wz6zhx7skbt, dmfdjb50l4kw3l634nt7g0xlg",5142881763,59,"90, 14, 8, 13, 5, 4, 21, 7, 16, 9, 98, 2, 3, 17, 18, 19, 20, 97, 22",5142900923,194,3od63zrf6cay4d6ync9i2iuqc,5142881767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5142881769,197,11563,5142881771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5142881765,130,4,5142881761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707969957,2,32,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-11T13:02:02.787Z,2024-08-11T13:02:05Z,,,,,5143028229,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707969951,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-08-11T13:02:02.787Z,2024-08-11T13:02:03Z,,,,,5143028199,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707969971,3,1,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,49.8,50.3,2024-08-11T13:02:02.788Z,2024-08-11T13:02:07Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5143028301,279,S,5143028293,140,29.0,5143028299,213,2.91,5143028297,212,22.4,5143028291,56,Back,5143028295,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970047,4,1,1,0,4,f1h34qp5zbfl489q8vnkhiq9s,0,29.7,61.5,2024-08-11T13:02:06.859Z,2024-08-11T13:02:13Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5143028673,1,,5143028663,56,Right,5143028669,212,80.9,5143028667,141,0.0,5143028661,157,,5143028671,213,5.73,5143028665,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970219,3,5,1,0,11,6wwwud48qahpwrfxs20334qk5,1,5.6,101.4,2024-08-11T13:02:13.800Z,2024-08-11T15:06:28Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5143029485,56,Back,5143029487,347,,5143029497,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970051,5,5,1,0,11,f1h34qp5zbfl489q8vnkhiq9s,0,94.4,-1.4,2024-08-11T13:02:13.800Z,2024-08-11T15:06:29Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5143028677,56,Right,5143029521,233,3,5143028681,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970245,4,1,1,0,26,6wwwud48qahpwrfxs20334qk5,0,5.2,100.0,2024-08-11T13:02:28.788Z,2024-08-11T13:02:30Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5143029627,213,5.88,5143029623,141,91.7,5143029625,212,16.3,5143029621,140,19.5,5143029619,56,Back,5143029617,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970271,6,1,1,0,28,f1h34qp5zbfl489q8vnkhiq9s,1,73.9,9.4,2024-08-11T13:02:31.146Z,2024-08-11T13:02:33Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5143029781,141,24.3,5143029785,213,1.44,5143029777,56,Center,5143029779,140,75.2,5143029783,212,10.2,5143029775,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970315,7,1,1,0,30,f1h34qp5zbfl489q8vnkhiq9s,1,69.0,20.0,2024-08-11T13:02:33.026Z,2024-08-11T13:02:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5143030003,56,Center,5143030005,140,76.5,5143030001,3,,5143030007,141,30.6,5143030011,213,0.74,5143030009,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970335,5,45,1,0,33,6wwwud48qahpwrfxs20334qk5,0,23.0,79.6,2024-08-11T13:02:36.162Z,2024-08-11T15:05:47Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5143030233,233,8,5143030087,285,,5143030085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970347,8,3,1,0,33,f1h34qp5zbfl489q8vnkhiq9s,1,77.0,20.4,2024-08-11T13:02:36.162Z,2024-08-11T15:05:47Z,4yyiv4t6irqpeayug5qgvmkmh,B. Hvidt,,,5143030151,286,,5143030149,56,Right,5143030193,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970383,10,1,1,0,35,f1h34qp5zbfl489q8vnkhiq9s,1,73.7,43.4,2024-08-11T13:02:38.316Z,2024-08-11T13:02:41Z,4yyiv4t6irqpeayug5qgvmkmh,B. Hvidt,,,5143030369,56,Center,5143030377,141,73.0,5143030379,212,22.3,5143030381,213,2.01,5143030373,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970401,11,1,1,0,38,f1h34qp5zbfl489q8vnkhiq9s,1,63.2,71.7,2024-08-11T13:02:41.218Z,2024-08-11T13:02:42Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5143030465,140,59.6,5143030471,213,4.54,5143030463,56,Center,5143030469,212,22.5,5143030467,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970445,12,1,1,0,39,f1h34qp5zbfl489q8vnkhiq9s,1,60.5,32.7,2024-08-11T13:02:42.618Z,2024-08-11T13:02:46Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5143030715,213,5.62,5143030713,212,26.2,5143030707,56,Right,5143030711,141,9.1,5143030709,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970469,13,1,1,0,43,f1h34qp5zbfl489q8vnkhiq9s,1,88.6,8.5,2024-08-11T13:02:46.089Z,2024-08-11T13:02:48Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5143030819,56,Center,5143030823,141,31.2,5143030825,212,16.4,5143030821,140,94.0,5143030827,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970517,14,1,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,0,97.0,30.3,2024-08-11T13:02:48.113Z,2024-08-11T13:04:33Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5143031053,140,95.9,5143031055,141,47.8,5143031051,56,Center,5143031057,212,12.0,5143031059,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707970507,6,12,1,0,48,6wwwud48qahpwrfxs20334qk5,1,3.6,54.4,2024-08-11T13:02:50.861Z,2024-08-11T13:56:04Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5143031013,56,Back,5143039201,141,59.1,5143039199,140,4.3,5143039205,213,1.34,5143039203,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
