id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2784768583,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-07T17:04:54.767Z,2025-03-07T17:48:32Z,,,,,5562283385,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5562283389,130,13,5562283395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562283391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562283393,194,5z7y55t2o577r8ki3i5855as,5562353921,197,16344,5562283387,59,"1, 3, 5, 4, 7, 21, 6, 12, 9, 8, 17, 10, 11, 14, 22, 23, 25, 26, 27, 34",5562283383,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, elsygne5tjybbxrqgehtovnro, 5i6n6yne6fh410vk7p7kkokmi, 5z7y55t2o577r8ki3i5855as, khqldwfq14b7giakss24l9t5, 2tcdx5rp7vujnlid4oqqxdogk, 5dlh0fa9yo6z283w9p58xmnoq, 1fjkjzsei9slx2t4zhsqdkve1, 1n4eldqa7h9jvcx1693zqu06i, uiyol728wan4mxco2foplknp, bop31qof3lon7u6rvmb68ktzp, akiwokthm1z7rbifshqhs24t1, 3rok7i8nrt4yzx2melj4qiuqc, e0u730to91qqtvvx16uhajz10, 3avg1grraylzm6xjt5kt18is4, 559w0q3q2smb3aeotyi724s9g, h7epk76hlpd9fi38jzyu7ac4, 85a9bmnu6fqvhlff28qm0e0a1, 7l7f98nn8gohmdacsdb2labkk",,,,,,,,,,,,,,,,,,,,,,,,,,,
2784772115,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-03-07T17:20:51.825Z,2025-03-07T21:45:06Z,,,,,5562304323,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562304315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5562304319,130,4,5562353529,197,11563,5562304313,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 4bojyjyvkdgm1lss6n37q2t5g, 7rt4wpc0qphwnvhn8jeazesfe, 3od63zrf6cay4d6ync9i2iuqc, b1kyjkhaaiw32cb4bubbpm7tg, 4m3slt6iikaxklqd12i719rl5, ayxi2m0g0pm6rl1ba5pto66z9, 876cmwkx9p9wsqgdddfzmipzo, y4dl1rer075c9wz6zhx7skbt, 289rctmvd5ppy9zqn98jbe4et, cu2l7ju3t72stqhwaurrnqbqh, bvc80w5ai425plu54nhgx5fxl, dgcbjg2ymgi70yv1n8ugkv02c, 6lb4k3g75nzgi8bp1y1mzxkru, 7ztdirfvd9d0x2yw1v051xzbo, ei3xmwfz8dah5e4lcbu4w98t1, 91xtn2wlot8g8ue89zn4iiyqy, 2zt1yrfv8m2mhpo720n0uydck, c8btmt9x3j3yhm8sa4tgch34k",5562541841,194,3od63zrf6cay4d6ync9i2iuqc,5562304317,59,"90, 14, 17, 6, 5, 4, 11, 7, 22, 97, 98, 1, 2, 3, 9, 13, 18, 19, 20, 23",5562304321,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785531,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-07T18:01:18.836Z,2025-03-07T18:01:19Z,,,,,5562373527,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785525,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-03-07T18:01:18.836Z,2025-03-07T18:01:19Z,,,,,5562373507,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785571,3,1,1,0,0,6wwwud48qahpwrfxs20334qk5,1,50.1,50.1,2025-03-07T18:01:18.837Z,2025-03-07T18:01:25Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5562373711,212,29.9,5562373705,56,Back,5562373709,141,62.9,5562373715,279,S,5562373713,213,2.85,5562373707,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785583,4,1,1,0,6,6wwwud48qahpwrfxs20334qk5,0,22.1,62.3,2025-03-07T18:01:25.589Z,2025-03-07T18:01:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5562373789,141,0.0,5562373785,56,Right,5562373791,212,78.6,5562373795,1,,5562373793,213,5.70,5562373783,157,,5562373787,140,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785669,3,5,1,0,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.1,101.2,2025-03-07T18:01:26.165Z,2025-03-07T18:01:51Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5562374135,56,Back,5562374189,233,5,5562374137,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785585,5,5,1,0,7,6wwwud48qahpwrfxs20334qk5,0,84.9,-1.2,2025-03-07T18:01:26.165Z,2025-03-07T18:58:20Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5562374193,233,3,5562373803,347,,5562373801,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785715,4,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,14.7,100.0,2025-03-07T18:01:35.739Z,2025-03-07T18:01:40Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5562374343,56,Left,5562374347,141,83.3,5562374353,1,,5562374345,140,61.6,5562374349,212,50.8,5562374351,213,6.03,5562374341,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784785705,6,44,1,0,19,6wwwud48qahpwrfxs20334qk5,1,39.8,17.5,2025-03-07T18:01:38.604Z,2025-03-07T18:58:56Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5562374441,233,5,5562374303,56,Back,5562374305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
