id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId
2711516655,1,34,16,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-21T16:11:45.834Z,2024-08-21T20:37:21Z,,,,,5162752365,194,cflwegqpzch8y30pb3dhigqnd,5162752359,59,"25, 7, 27, 13, 12, 18, 11, 10, 9, 20, 17, 3, 4, 14, 16, 22, 24, 26, 30, 50",5162752363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162752357,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5162752355,30,"9yxhg70gpwi3e9s84c8qwg0yx, e19g5bz7s9wqcvj8mttztxi0a, ea2x4o6ufsqoz2zz7tqcnvo16, ebd3uvtt54wkdsahc2127j02c, 6bv0j0ezhh9u5u5hqz64p790q, cflwegqpzch8y30pb3dhigqnd, bp232fgjrfyok2471ec7u1tcl, dwuxps3jv2852642q000wep6, 9b89pmcjk6re94bjp0ixeatjo, az9x5coo3hl4qkt16x24pp5re, b0yv1pcxifawqx6r1cfqq3otm, lu9bber07etravimh00k745x, ayhdul772mr22qoly04psb3f8, 8gdfn7j6xac9p4jh94hk40jdg, 4dmz3u7j1eoz4ofr1o8tbxedw, 8q8yol44e42o9hwttlopznvh0, 1f510mbuc4i1mmshqlgim5u6s, e0rgqk3gxzs005m9ok9hvp1ck, 6xhxqcmi0g6h61y2pl9v89xjo, xd4gm9uiq807dri1gs3ltclw",5162752367,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162752361,130,12,5162773975,197,18945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711516889,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-21T16:14:57.042Z,2024-08-21T20:45:48Z,,,,,5162753655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5162753647,59,"1, 4, 27, 8, 5, 34, 7, 20, 9, 23, 6, 2, 10, 11, 16, 22, 29, 37, 49",5162753653,194,139g7ilwvcpl519v3scnweg2d,5162753649,130,8,5162753643,30,"64vlnkuqfh7rnymg8qku8amwa, duahzgqspyuy2gu31u3s8ky96, 6t6k24gn6zwxz1g6c3n4ph0q, a7eramyy1bd8msxmg84ctc8ut, ef7l91pb4w6yk7lijxjxlievp, 18vvlxsaoloypja4fdddj687o, 139g7ilwvcpl519v3scnweg2d, 7j35sfip0xb51mpa91wzikrh0, 9l89n30nejpn2u22ygvchwnze, 4csz412vb3lquessbnf999ct0, egwhlgopjtjkop7ozy7ltk1cl, bvw5oc4c040ey5dt5wn0choiy, 9nafz0c0x2qvmo5ldm0djmcq1, 7ar33yy0wd5ah5o8om1l12pgq, dy7tdtffhczukm4vrkgp1ctn8, 5hr1cb6e6xb3eyjnau7w4825l, 78iynnu6cnznv6fxpo4br4mlm, 6xnn9048x2zmwprfsg0lhq61g, ju24rgwcctj5yizl54o91gfe",5162753645,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5162753651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5162774159,197,11731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520719,2,32,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-21T16:59:54.398Z,2024-08-21T16:59:54Z,,,,,5162775457,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520723,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-21T16:59:54.398Z,2024-08-21T16:59:56Z,,,,,5162775471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520725,3,1,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,49.9,50.3,2024-08-21T16:59:54.399Z,2024-08-21T17:00:00Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5162775501,212,27.7,5162775499,141,31.8,5162775497,140,26.4,5162775503,213,3.61,5162775495,56,Back,5162775505,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520733,4,1,1,0,5,7gkglopz9cjsysn2u6sbhuvc5,0,26.4,31.8,2024-08-21T16:59:59.893Z,2024-08-21T17:00:04Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5162775549,213,6.16,5162775547,212,78.4,5162775541,56,Right,5162775551,1,,5162775545,141,17.4,5162775539,157,,5162775543,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520783,3,5,1,0,10,b2vft81kyjurzbmekvgrqwr64,1,-0.6000000000000001,79.3,2024-08-21T17:00:04.758Z,2024-08-21T19:33:28Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5162775763,233,5,5162775757,56,Back,5162775759,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520735,5,5,1,0,10,7gkglopz9cjsysn2u6sbhuvc5,0,100.6,20.7,2024-08-21T17:00:04.758Z,2024-08-21T19:33:29Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5162775553,56,Right,5162775555,346,,5162775767,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520791,4,1,1,0,26,b2vft81kyjurzbmekvgrqwr64,1,5.0,60.5,2024-08-21T17:00:21.027Z,2024-08-21T17:00:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5162775809,237,,5162775805,213,4.50,5162775799,140,3.5,5162775795,124,,5162775803,212,7.6,5162775801,141,49.6,5162775797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520799,5,1,1,0,28,b2vft81kyjurzbmekvgrqwr64,0,3.6,49.6,2024-08-21T17:00:23.021Z,2024-08-21T17:00:26Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5162775847,56,Center,5162775855,213,6.21,5162775851,141,43.3,5162775845,157,,5162775849,140,57.2,5162775853,212,56.4,5162775857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
