id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2703614849,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-27T11:01:57.524Z,2024-07-27T11:57:25Z,,,,,5119108393,197,11731,5119059139,130,8,5119059133,30,"64vlnkuqfh7rnymg8qku8amwa, duahzgqspyuy2gu31u3s8ky96, bvw5oc4c040ey5dt5wn0choiy, 7j35sfip0xb51mpa91wzikrh0, ef7l91pb4w6yk7lijxjxlievp, 18vvlxsaoloypja4fdddj687o, 139g7ilwvcpl519v3scnweg2d, a7eramyy1bd8msxmg84ctc8ut, 9l89n30nejpn2u22ygvchwnze, 11cna826ls27ahux2w0ckapqt, 9nafz0c0x2qvmo5ldm0djmcq1, 6gi9kejni27hjp7b43djczz6d, egwhlgopjtjkop7ozy7ltk1cl, 7ar33yy0wd5ah5o8om1l12pgq, dy7tdtffhczukm4vrkgp1ctn8, 4csz412vb3lquessbnf999ct0, 9y2jqheyw7vuscwsj9yyxuga, 6t6k24gn6zwxz1g6c3n4ph0q, 78iynnu6cnznv6fxpo4br4mlm, alvc454edslfjld3g3wcn7yp6",5119059143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5119065889,194,139g7ilwvcpl519v3scnweg2d,5119059135,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5119059137,59,"1, 4, 2, 20, 5, 34, 7, 8, 9, 17, 10, 3, 6, 11, 16, 23, 25, 27, 29, 44",5119059141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703615003,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-07-27T11:02:48.264Z,2024-07-27T15:17:55Z,,,,,5119059881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5119059877,59,"1, 14, 8, 13, 5, 4, 21, 7, 16, 97, 98, 2, 3, 9, 17, 18, 19, 20, 90",5119059883,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5119059873,30,"cu2l7ju3t72stqhwaurrnqbqh, 65g5cfsdr10378yvmkpm19444, 6wfu6s6xo5zjeke21fgbouql0, 7ztdirfvd9d0x2yw1v051xzbo, 3od63zrf6cay4d6ync9i2iuqc, b1kyjkhaaiw32cb4bubbpm7tg, 23sc7wc7my7wes6cuaxw1v0no, ayxi2m0g0pm6rl1ba5pto66z9, 9jqox80arzpytv1b136jobhpm, y4dl1rer075c9wz6zhx7skbt, 289rctmvd5ppy9zqn98jbe4et, bvc80w5ai425plu54nhgx5fxl, 6yev7nszmpylpqncom2gdkul1, 6lb4k3g75nzgi8bp1y1mzxkru, 4bojyjyvkdgm1lss6n37q2t5g, ei3xmwfz8dah5e4lcbu4w98t1, 91xtn2wlot8g8ue89zn4iiyqy, 2zt1yrfv8m2mhpo720n0uydck, eiy7fhqxdx3ypg4dq4454hpbe",5119059875,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5119109797,194,3od63zrf6cay4d6ync9i2iuqc,5119059879,130,4,5119102125,197,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703623993,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-27T12:00:58.233Z,2024-07-27T12:00:58Z,,,,,5119110229,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703623997,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-07-27T12:00:58.233Z,2024-07-29T20:00:56Z,,,,,5119110245,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624005,3,1,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,50.0,49.5,2024-07-27T12:00:58.234Z,2024-07-29T12:26:07Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5119110269,141,49.7,5119110275,279,S,5119110271,212,7.5,5119110265,56,Back,5119110267,140,42.9,5119110273,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624013,4,1,1,0,4,7gkglopz9cjsysn2u6sbhuvc5,0,45.0,44.5,2024-07-27T12:01:02.620Z,2024-07-27T12:02:03Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5119110313,56,Right,5119110325,212,56.8,5119110333,1,,5119110321,141,15.3,5119110317,140,95.7,5119110329,213,5.93,5119110309,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624019,3,3,1,0,7,6wwwud48qahpwrfxs20334qk5,0,9.6,87.1,2024-07-27T12:01:05.396Z,2024-07-29T13:22:56Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5119113711,285,,5124353169,464,,5119110351,56,Back,5119113783,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624039,5,7,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,0,90.4,12.9,2024-07-27T12:01:05.397Z,2024-07-29T13:23:01Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5119113779,233,3,5119110479,56,Right,5124353191,385,,5119113777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624033,4,61,1,0,8,6wwwud48qahpwrfxs20334qk5,0,8.8,90.2,2024-07-27T12:01:06.412Z,2024-07-27T12:01:24Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5119110457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624049,5,6,1,0,9,6wwwud48qahpwrfxs20334qk5,0,7.0,88.1,2024-07-27T12:01:07.308Z,2024-07-29T13:23:24Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5119110555,233,6,5119110549,73,,5119110547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624051,6,6,1,0,9,7gkglopz9cjsysn2u6sbhuvc5,1,93.0,11.9,2024-07-27T12:01:07.308Z,2024-07-27T14:06:34Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5119110543,56,Right,5119110545,75,,5119110551,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624109,7,1,1,0,31,7gkglopz9cjsysn2u6sbhuvc5,1,99.5,0.5,2024-07-27T12:01:30.197Z,2024-07-29T13:23:28Z,11cna826ls27ahux2w0ckapqt,K. Kusk,1.0,,5119110805,56,Center,5119110811,212,26.9,5119110813,213,1.73,5119110809,141,39.5,5119110797,2,,5119115229,154,,5119110803,223,,5119110801,155,,5124353319,72,5119110807,140,95.4,5119115227,210,13,5119110799,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624115,8,13,1,0,38,7gkglopz9cjsysn2u6sbhuvc5,1,96.5,39.8,2024-07-27T12:01:36.572Z,2024-07-29T13:23:56Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5119115067,20,,5119115247,103,20.8,5119115241,55,7,5119110837,56,Center,5119115253,230,98.9,5119115251,328,,5124353379,75,,5119115249,108,,5119115237,29,5119115255,231,48.6,5119115239,154,,5119115065,25,5119115245,102,40,5119110835,60,,,,,,,,,,,,,,,,,,,,,,,
2703624117,6,5,1,0,39,6wwwud48qahpwrfxs20334qk5,1,-1.0,60.0,2024-07-27T12:01:37.332Z,2024-07-27T12:01:39Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5119110869,233,9,5119110845,56,Back,5119110847,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624123,9,5,1,0,39,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,40.0,2024-07-27T12:01:37.332Z,2024-07-27T14:10:33Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5119110859,56,Center,5119110873,233,6,5119110861,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624131,7,1,1,0,43,6wwwud48qahpwrfxs20334qk5,1,5.0,63.0,2024-07-27T12:01:41.845Z,2024-07-27T12:01:44Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5119110913,56,Back,5119110911,124,,5119110917,141,40.4,5119110921,213,4.69,5119110919,212,15.4,5119110925,237,,5119110915,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624137,8,1,1,0,45,6wwwud48qahpwrfxs20334qk5,1,4.7,40.4,2024-07-27T12:01:44.147Z,2024-07-27T12:01:46Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119110959,56,Back,5119110967,213,1.34,5119110965,212,22.5,5119110961,140,9.7,5119110963,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624141,9,1,1,0,47,6wwwud48qahpwrfxs20334qk5,0,9.7,72.6,2024-07-27T12:01:46.036Z,2024-07-27T12:01:48Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5119110987,56,Back,5119110995,213,0.51,5119110991,141,89.9,5119110989,140,29.7,5119110993,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624151,10,1,1,0,51,7gkglopz9cjsysn2u6sbhuvc5,0,74.8,16.8,2024-07-27T12:01:50.227Z,2024-07-29T13:24:18Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5119111049,56,Right,5119117063,140,100.0,5119117069,213,6.14,5119117067,212,27.7,5119117065,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624157,10,5,1,0,57,6wwwud48qahpwrfxs20334qk5,1,-0.8,85.0,2024-07-27T12:01:56.036Z,2024-07-27T14:10:33Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5119111059,56,Back,5119111061,346,,5119111075,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624153,11,5,1,0,57,7gkglopz9cjsysn2u6sbhuvc5,0,100.8,15.0,2024-07-27T12:01:56.036Z,2024-07-27T12:01:58Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5119111051,56,Right,5119111097,233,10,5119111053,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624223,11,1,1,1,9,6wwwud48qahpwrfxs20334qk5,1,3.6,52.8,2024-07-27T12:02:07.388Z,2024-07-29T13:24:54Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5119111271,141,31.8,5119111265,124,,5119111273,212,17.7,5119111269,140,13.6,5119111267,56,Back,5124353553,189,,5119111279,237,,5119111275,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624233,12,1,1,1,11,6wwwud48qahpwrfxs20334qk5,0,19.1,30.0,2024-07-27T12:02:09.476Z,2024-07-27T12:02:13Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119111323,141,0.0,5119111321,140,36.1,5119111325,212,28.1,5119111327,213,5.40,5119111319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624255,12,5,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,1,67.6,101.6,2024-07-27T12:02:13.076Z,2024-07-27T12:02:20Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5119111425,347,,5119111423,56,Left,5119111441,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624237,13,5,1,1,14,6wwwud48qahpwrfxs20334qk5,0,32.4,-1.6,2024-07-27T12:02:13.076Z,2024-07-27T14:10:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119111333,347,,5119111463,233,12,5119111331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624263,13,1,1,1,21,7gkglopz9cjsysn2u6sbhuvc5,1,67.2,100.0,2024-07-27T12:02:19.901Z,2024-07-27T12:02:24Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5119111491,213,4.78,5119111489,212,14.4,5119111485,140,68.1,5119111481,107,,5119111483,56,Left,5119111487,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624265,14,43,1,1,25,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-27T12:02:24.084Z,2024-07-27T12:10:10Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5119120235,144,61,5119111495,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624275,15,43,1,1,26,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-27T12:02:25.108Z,2024-07-27T12:09:32Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5119119667,144,61,5119111523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624285,16,1,1,1,29,7gkglopz9cjsysn2u6sbhuvc5,0,61.6,87.8,2024-07-27T12:02:27.620Z,2024-07-27T15:16:24Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5119111577,212,31.7,5119111575,141,93.5,5119111569,155,,5119111573,140,91.6,5119111579,213,0.12,5119111571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624287,15,1,1,1,31,6wwwud48qahpwrfxs20334qk5,0,7.9,4.4,2024-07-27T12:02:29.916Z,2024-07-27T12:02:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119111585,157,,5119111597,1,,5119111593,212,22.1,5119111589,140,27.7,5119111591,141,15.3,5119111587,56,Back,5119111595,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624293,17,1,1,1,33,7gkglopz9cjsysn2u6sbhuvc5,0,75.8,89.3,2024-07-27T12:02:31.732Z,2024-07-27T12:02:33Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5119111645,213,5.78,5119111639,140,81.2,5119111643,212,6.5,5119111635,3,,5119111641,141,84.7,5119111637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624299,16,1,1,1,35,6wwwud48qahpwrfxs20334qk5,1,18.9,18.9,2024-07-27T12:02:34.021Z,2024-07-27T12:11:12Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5119111673,213,0.24,5119111671,212,15.7,5119111665,56,Back,5119111667,140,33.4,5119111669,141,24.4,5119111663,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624309,17,1,1,1,36,6wwwud48qahpwrfxs20334qk5,0,33.4,24.4,2024-07-27T12:02:35.109Z,2024-07-27T12:02:36Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5119111719,140,63.3,5119111727,1,,5119111725,213,5.77,5119111717,56,Right,5119111721,141,0.0,5119111723,212,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
