id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2799093559,1,34,16,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-11T16:10:31.019Z,2025-04-11T20:14:57Z,,,,,5640916705,194,3xz0h3d6r2qgmv9egms8yaz56,5640916695,30,"6sdv4s8oz558wfhx72vwlpvu2, f1ba9g771s0zeel0titcj3omi, 4zpmxlmdfa5wx79cr0q14pfx1, 8ewvm6ux4yvpwgrzjkc1chqwa, b55jtl3ixolidn6cvc4t90efo, 3xz0h3d6r2qgmv9egms8yaz56, 423hv4unq5vvnp7kecv6wp3is, 8h3cyhuw5049gcxrsld3rw1ec, 9ircna8pbskreztmy1wiqwx9m, 9fvf8z6p8ok0n5vu999ysfywa, b6l4m6bmqgil9bjjov4tnuivo, 44gqeji9twbkdtrcr2ias4efo, e3546n3qj447qgmizao50zx1w, e2aqcawslcbpp88nia8eko2y1, bq76t7rh2vynmvwx9mtvnl9g4, 5moycfv7blzfnjqiruao7dv6c, 6bajck5osvj7trnwt2a5mc3dg, ae86fel4p9nioy219v3lg62hg, 9delpquqv81o7ftrgefb0wpp0, 4uuqid6t4nspn0wspyltz3bx0",5640916707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5641074737,197,12587,5640916697,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5640916703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5640916699,59,"99, 11, 10, 3, 2, 4, 20, 18, 17, 24, 14, 8, 12, 15, 16, 19, 22, 27, 30, 33",5640916701,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799096791,1,34,16,0,0,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-11T16:16:23.227Z,2025-04-11T21:17:57Z,,,,,5641009603,194,a30gduuv9d1s4pkthgu2jhyol,5640936171,59,"1, 30, 23, 6, 25, 2, 22, 8, 24, 10, 14, 4, 9, 15, 18, 19, 26, 27, 28, 29",5640936167,30,"bl9em2c9quspd4afzwqn81xxw, 45dqseup0cmujyl4nprr29y0a, 6dzg820946z4848whaa6ny2nd, 4oxf446ya7jwulq6hxlp8r36d, 630daj1ef34rczbhng0eoncvd, a30gduuv9d1s4pkthgu2jhyol, dncrhma6gwcn6pxiu7hfc6qz8, dm6xpphbyyooqriwaambi7njd, 5e5fuj7mbkpvf0bug32ixxc5x, 615e0bjcd0tyge047sy43y5sl, 9r07ooissj5mz15g87x5rmbx1, aajgld24isoem1ycoysyxxp1w, 9tt9eo9bsff7dp7aqjal1obo4, bfvdr7ckiersz26ya2kq9f1g4, 1basznqpux0hkrrd06eaxodsl, 7ymn0ytcqi6l43nqraxt9s1zo, 3njsc9nturnshsiofmiy19gr8, 21i8eq6dgpzydeyrame6xp05w, 3pk6hii2s8tbv2zux8mvbapec, 4qz1pnlx3d0m5wkhpocl0euj8",5641073775,197,11501,5640936173,130,8,5640936177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5640936169,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5640936175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123583,2,32,1,0,0,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-11T17:00:27.615Z,2025-04-11T17:00:29Z,,,,,5641083097,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123573,2,32,1,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-11T17:00:27.615Z,2025-04-14T10:27:28Z,,,,,5641083073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123645,3,1,1,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,50.0,50.0,2025-04-11T17:00:27.616Z,2025-04-11T17:00:43Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5641083431,56,Back,5641083439,213,2.99,5641083437,212,16.3,5641083441,279,S,5641083435,141,53.7,5641083433,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123951,10,1,1,0,1,b8oqgvx1ijeyn6y1cn6929ix4,1,34.7,68.7,2025-04-11T17:00:29.025Z,2025-04-11T17:01:28Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5641085081,141,56.4,5641085077,56,Back,5641085079,140,25.2,5641085083,212,13.0,5641085085,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123929,9,1,1,0,2,b8oqgvx1ijeyn6y1cn6929ix4,1,25.7,56.4,2025-04-11T17:00:29.851Z,2025-04-11T17:01:02Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5641084953,140,35.7,5641084959,213,0.40,5641084951,56,Back,5641084955,141,63.0,5641084957,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123675,4,1,1,0,6,b8oqgvx1ijeyn6y1cn6929ix4,1,31.0,51.3,2025-04-11T17:00:33.985Z,2025-04-11T17:01:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5641083567,140,23.8,5641083571,212,8.9,5641083569,141,44.3,5641083565,56,Back,5641083573,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123711,5,1,1,0,7,b8oqgvx1ijeyn6y1cn6929ix4,1,23.8,44.3,2025-04-11T17:00:35.554Z,2025-04-11T17:01:33Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5641083753,212,20.9,5641083751,141,63.0,5641083749,140,8.0,5641083747,56,Back,5641083757,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123721,6,1,1,0,11,b8oqgvx1ijeyn6y1cn6929ix4,1,7.9,65.1,2025-04-11T17:00:38.906Z,2025-04-14T10:28:21Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5641083829,141,95.1,5641083833,213,0.68,5641083835,1,,5641083827,140,31.7,5652667497,157,,5641083831,212,32.3,5641083825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799123725,7,1,1,0,12,b8oqgvx1ijeyn6y1cn6929ix4,0,31.7,95.1,2025-04-11T17:00:40.041Z,2025-04-11T17:00:40Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5641083855,56,Back,5641083857,140,41.2,5641083861,212,11.0,5641083853,3,,5641083859,141,100.0,5641083863,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
