id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815607263,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-17T11:02:55.991Z,2025-05-17T17:30:28Z,,,,,5731979065,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5732093595,197,11563,5731979071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5731979069,130,8,5731979073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5731979063,30,"eiy7fhqxdx3ypg4dq4454hpbe, 1ai0gvdx68lxclbj6m255w72t, 4bojyjyvkdgm1lss6n37q2t5g, 7rt4wpc0qphwnvhn8jeazesfe, b1kyjkhaaiw32cb4bubbpm7tg, 3od63zrf6cay4d6ync9i2iuqc, 23sc7wc7my7wes6cuaxw1v0no, 7ztdirfvd9d0x2yw1v051xzbo, 9jqox80arzpytv1b136jobhpm, ayxi2m0g0pm6rl1ba5pto66z9, 4m3slt6iikaxklqd12i719rl5, cu2l7ju3t72stqhwaurrnqbqh, dgcbjg2ymgi70yv1n8ugkv02c, 6wfu6s6xo5zjeke21fgbouql0, 6lb4k3g75nzgi8bp1y1mzxkru, 45ssaw51hm80y1tfalyesap9m, 65g5cfsdr10378yvmkpm19444, 91xtn2wlot8g8ue89zn4iiyqy, y4dl1rer075c9wz6zhx7skbt, 289rctmvd5ppy9zqn98jbe4et",5731979067,59,"90, 12, 17, 6, 4, 5, 21, 13, 16, 7, 11, 1, 3, 8, 9, 10, 14, 19, 97, 98",5731997911,194,3od63zrf6cay4d6ync9i2iuqc,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815608275,1,34,16,0,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-17T11:06:53.466Z,2025-05-17T18:03:49Z,,,,,5731984015,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5731984023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5731984019,130,13,5731984021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5732093735,197,6601,5731984013,30,"8uhv14rin2znrr0wqgvcc2f2t, 6qko3f8w2ap9ynbuq2g55i5n8, eso2tbbpnxu9qvx6zy07m5jx0, bdz03qovxerzrv12lgljae1p0, 4i0jiisff5k1efcgf27skpqfo, 4lxxyqy78jkglhv2w6crzcnsa, 9dh7cnu4uzbraeck0t5iqlj4k, dfxs5u8rdcxhzp33aks3acdn8, cqsc3mj8klukkgutdrpegybdg, 6k7khwtkxpem9z17bl5rrf2p6, 81w1fqi66z0ibawynhraybaxg, 3epwf56ozg73hueacwmckk0r9, cl4xl80n4gew1ox03r3ooshrd, 5w0giylttgiapseaw6qky0mxg, c2x3pewqx6d9q3c5dup0udxw, 61vr9xr91fr4g6ayzga5vn9w5, 6xisosaqrokplph1s2rhrui38, c6op4xhctaxh6s4db41m19tec, 7353ysa16qgg30b9z5qiagys4, 7hso2bszmf4qal560jhrg2904",5732093733,194,8uhv14rin2znrr0wqgvcc2f2t,5731984017,59,"1, 3, 14, 12, 34, 24, 17, 20, 21, 22, 10, 11, 15, 18, 26, 33, 32, 30, 28, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629475,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-17T12:01:29.270Z,2025-05-17T12:01:29Z,,,,,5732100359,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629481,2,32,1,0,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-17T12:01:29.270Z,2025-05-17T12:01:30Z,,,,,5732100375,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629497,3,1,1,0,0,6wwwud48qahpwrfxs20334qk5,1,50.0,50.0,2025-05-17T12:01:29.271Z,2025-05-17T12:01:31Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5732100455,141,58.7,5732100459,213,2.88,5732100451,56,Back,5732100457,212,22.6,5732100453,140,29.2,5732100461,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629515,4,1,1,0,2,6wwwud48qahpwrfxs20334qk5,1,28.8,60.9,2025-05-17T12:01:31.563Z,2025-05-17T12:01:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732100539,56,Back,5732100545,212,20.2,5732100547,213,5.49,5732100541,140,42.3,5732100543,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629525,5,1,1,0,5,6wwwud48qahpwrfxs20334qk5,1,40.1,41.6,2025-05-17T12:01:34.666Z,2025-05-17T12:01:36Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5732100615,141,66.3,5732100619,213,2.11,5732100613,140,30.5,5732100611,56,Back,5732100617,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629541,6,1,1,0,6,6wwwud48qahpwrfxs20334qk5,1,31.4,64.9,2025-05-17T12:01:36.123Z,2025-05-17T12:01:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732100711,213,5.40,5732100705,140,41.8,5732100709,212,17.1,5732100707,141,45.5,5732100703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629559,7,1,1,0,8,6wwwud48qahpwrfxs20334qk5,1,41.8,45.5,2025-05-17T12:01:37.666Z,2025-05-17T12:01:40Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5732100825,56,Back,5732100829,141,25.5,5732100833,213,3.97,5732100831,212,18.5,5732100827,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629575,8,1,1,0,10,6wwwud48qahpwrfxs20334qk5,1,29.8,25.5,2025-05-17T12:01:39.818Z,2025-05-17T12:01:42Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732100899,56,Back,5732100905,212,16.3,5732100907,213,5.28,5732100901,140,38.1,5732100903,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
