id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/17/value
2781981089,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-01T12:01:50.690Z,2025-03-01T12:58:28Z,,,,,5546958491,59,"1, 3, 27, 4, 7, 21, 6, 12, 9, 8, 17, 5, 10, 11, 14, 22, 23, 25, 26, 34",5546958483,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, 85a9bmnu6fqvhlff28qm0e0a1, 5i6n6yne6fh410vk7p7kkokmi, 5z7y55t2o577r8ki3i5855as, khqldwfq14b7giakss24l9t5, 2tcdx5rp7vujnlid4oqqxdogk, 5dlh0fa9yo6z283w9p58xmnoq, 1fjkjzsei9slx2t4zhsqdkve1, 1n4eldqa7h9jvcx1693zqu06i, uiyol728wan4mxco2foplknp, elsygne5tjybbxrqgehtovnro, bop31qof3lon7u6rvmb68ktzp, akiwokthm1z7rbifshqhs24t1, 3rok7i8nrt4yzx2melj4qiuqc, e0u730to91qqtvvx16uhajz10, 3avg1grraylzm6xjt5kt18is4, 559w0q3q2smb3aeotyi724s9g, h7epk76hlpd9fi38jzyu7ac4, 7l7f98nn8gohmdacsdb2labkk",5547200833,197,16110,5546958487,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5547200831,194,5z7y55t2o577r8ki3i5855as,5546958501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5546958495,130,13,5546958499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781986041,1,34,16,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-01T12:08:22.973Z,2025-03-01T12:57:19Z,,,,,5546982503,130,13,5546982499,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5546982501,59,"1, 2, 3, 4, 14, 26, 18, 6, 27, 9, 10, 7, 8, 12, 16, 20, 22, 24, 25, 34",5547204529,197,17324,5546982507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5547204527,194,bwozpgcm48s08t1glxfgjajmd,5546982497,30,"c4esrbgbv6v715768v2cb676d, duvhbifjh37mvlm46akiy431m, aejgqvdw1jftxaa538kaa15w4, 81c40rn7lrb39qu0sam8kv6dw, 4rhxehi019n7z1z1m7a39w1sk, g2cgdv428rmpmb0om40ldses, cf6zq49y8v1ekw07e7yi3uac, bwozpgcm48s08t1glxfgjajmd, d106tu53y5q02yu36iojbou8k, d1qyvtgj16160ufegxkspgb9w, 7h02v4ymnko5fh01iylbh34es, 7pnxa8wzxx5qxevcckxdd62tx, 4lac0f1ev5usxpka7gaev3hii, 35og29e19w0ykeqcvudhpgr8, emakjdiju8z2peey3ytjahz6y, ass2un9by50uzrp6i9njn7nkk, 3wx08y3aabvejd8phcglis3dg, 8rdndyl03uhh1u5id0qf3ymms, e0nkqbugb4xkpluu5e42zf2ms, em0yawcqyqwf53hbj0zlz4duc",5546982505,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782030743,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-01T13:00:05.934Z,2025-03-01T13:00:08Z,,,,,5547214807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782030737,2,32,1,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-01T13:00:05.934Z,2025-03-01T13:00:06Z,,,,,5547214785,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782030767,3,1,1,0,0,bd4qakf7j0wwie8wke9km7uj8,1,50.0,50.0,2025-03-01T13:00:06.368Z,2025-03-01T13:00:08Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5547214931,141,57.3,5547214929,140,25.9,5547214937,279,S,5547214935,213,2.95,5547214927,56,Back,5547214933,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782030799,4,1,1,0,2,bd4qakf7j0wwie8wke9km7uj8,0,25.9,57.3,2025-03-01T13:00:08.735Z,2025-03-01T13:01:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5547215109,140,74.5,5547215113,212,59.0,5547215105,157,,5547215111,141,13.7,5547215107,56,Right,5547215117,1,,5547215115,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031063,3,12,1,0,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.8,79.0,2025-03-01T13:00:14.524Z,2025-03-01T13:00:30Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5547216649,212,43.5,5547216645,141,45.1,5547216637,56,Center,5547216641,140,59.9,5547216653,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782030997,5,1,1,0,14,bd4qakf7j0wwie8wke9km7uj8,1,39.6,63.4,2025-03-01T13:00:20.263Z,2025-03-01T13:00:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5547216229,1,,5547216219,56,Back,5547216225,212,33.4,5547216223,141,54.2,5547216221,140,8.4,5547216227,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031057,6,1,1,0,18,bd4qakf7j0wwie8wke9km7uj8,1,8.2,65.4,2025-03-01T13:00:24.927Z,2025-03-01T13:00:30Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5547216595,157,,5547216599,140,45.7,5547216605,213,0.31,5547216597,56,Back,5547216603,212,41.3,5547216607,1,,5547216601,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031073,7,1,1,0,24,bd4qakf7j0wwie8wke9km7uj8,0,45.7,83.9,2025-03-01T13:00:30.110Z,2025-03-01T13:00:30Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5547216703,140,62.0,5547216707,212,17.2,5547216697,3,,5547216701,56,Left,5547216699,168,,5547216709,213,0.10,5547216705,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
