id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2804891889,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-22T15:42:13.277Z,2025-04-22T16:30:13Z,,,,,5672745077,194,3od63zrf6cay4d6ync9i2iuqc,5672703891,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5672745079,197,11563,5672703897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672703899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672703889,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 1ai0gvdx68lxclbj6m255w72t, 4bojyjyvkdgm1lss6n37q2t5g, b1kyjkhaaiw32cb4bubbpm7tg, 3od63zrf6cay4d6ync9i2iuqc, 6wfu6s6xo5zjeke21fgbouql0, 7rt4wpc0qphwnvhn8jeazesfe, 6lb4k3g75nzgi8bp1y1mzxkru, ayxi2m0g0pm6rl1ba5pto66z9, 45ssaw51hm80y1tfalyesap9m, cu2l7ju3t72stqhwaurrnqbqh, bvc80w5ai425plu54nhgx5fxl, dgcbjg2ymgi70yv1n8ugkv02c, 4m3slt6iikaxklqd12i719rl5, 7ztdirfvd9d0x2yw1v051xzbo, 9jqox80arzpytv1b136jobhpm, 23sc7wc7my7wes6cuaxw1v0no, y4dl1rer075c9wz6zhx7skbt, 289rctmvd5ppy9zqn98jbe4et",5672703895,130,8,5672703893,59,"90, 14, 12, 17, 4, 5, 8, 6, 9, 7, 10, 1, 2, 3, 11, 13, 16, 21, 97, 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893233,1,34,16,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-22T15:51:49.505Z,2025-04-22T18:54:16Z,,,,,5672711901,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5672711903,59,"16, 4, 21, 5, 25, 15, 7, 12, 14, 10, 9, 1, 3, 6, 8, 11, 19, 27, 32, 38",5672711905,130,7,5672711909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672745081,197,4652,5672711907,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672713725,194,1se7wkenvs4elrapvdw9mdnje,5672711899,30,"45bcgucg627rhrdgt8tn9hd9m, 37mo55lynu3blqnb8k9ln8k16, 1se7wkenvs4elrapvdw9mdnje, bmkwmf5f2ssnw2cq7uga7yd5g, 839pm7rmjp6q1bt52f7ek9vys, c7buy99bjqmkmno8w5t0189d6, 6hmsrr08cllpl4iumu92zskbt, ate1ymumg2iwzn8uyyf3ts222, 4jve632xnmqujh4ioaxpaovai, 7wo1hk736v1xhovvu2t2trw89, 4mxciw9jsj9l437fd7bv78p91, 7fkc01xxyl1trj3uav134ehyi, aqc0qritba195wf770gyd1149, 8k4wwchytdstpn0yhrxd5nbv9, 15yli690oxmbr4dl1ksti2p9m, 6m4anciafmzc24s44xszymbc9, cqgmx6eiriomccxfhykh31r10, 418pvntm5e5kcoeyjjnzm7hg4, ayjuukbjjzrldkn4d4shfnggk, 5sha6xhovfmuzd7rolx1om39w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899727,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-22T16:31:17.268Z,2025-04-22T16:31:19Z,,,,,5672750091,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899723,2,32,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-22T16:31:17.268Z,2025-04-25T09:44:00Z,,,,,5672750065,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899741,3,1,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,49.9,50.3,2025-04-22T16:31:17.269Z,2025-04-22T20:46:52Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5672750187,212,25.2,5672750189,213,3.21,5672750185,141,47.8,5672750183,140,26.0,5672750191,279,S,5672750181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899759,4,1,1,0,2,f1h34qp5zbfl489q8vnkhiq9s,0,28.0,48.8,2025-04-22T16:31:19.758Z,2025-04-25T09:46:45Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5672750245,141,22.7,5672750243,140,68.4,5672750249,213,5.89,5672750241,56,Center,5672750251,1,,5677025933,157,,5672750247,212,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899779,3,44,1,0,5,6wwwud48qahpwrfxs20334qk5,1,29.8,77.8,2025-04-22T16:31:22.349Z,2025-04-22T18:55:32Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5672750323,56,Back,5672750325,285,,5672750347,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899761,5,44,1,0,5,f1h34qp5zbfl489q8vnkhiq9s,0,70.2,22.2,2025-04-22T16:31:22.350Z,2025-04-22T18:55:33Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5672750257,286,,5672750327,233,3,5672750255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804900889,35,12,1,0,5,6wwwud48qahpwrfxs20334qk5,1,25.7,66.1,2025-04-22T16:31:22.829Z,2025-04-22T17:47:18Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5672756363,213,5.95,5672756359,141,61.2,5672756355,56,Back,5672756357,140,34.9,5672756401,15,,5672756361,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804899771,6,43,1,0,5,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-22T16:31:22.870Z,2025-04-22T16:34:35Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5672756493,144,1,5672750287,56,Center,5672750285,3,0,5672750295,213,1.95,5672750293,212,6.7,5672750289,140,66.0,5672750291,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
